Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.7000000000000001,Accuracy,0.848,0.848
0.7000000000000001,Recall,0.862,0.75
0.7000000000000001,Precision,0.961,0.428
0.7000000000000001,TSS,0.612,0.612
0.7000000000000001,HSS,0.462,0.462
0.7000000000000001,FAR,0.038,0.571
0.7000000000000001,FPR,0.25,0.137
