Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.6000000000000001,Accuracy,0.878,0.878
0.6000000000000001,Recall,0.896,0.75
0.6000000000000001,Precision,0.962,0.5
0.6000000000000001,BSS,0.189,-0.781
0.6000000000000001,HSS,0.531,0.531
0.6000000000000001,FAR,0.037,0.5
0.6000000000000001,FPR,0.25,0.103
