Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.0
0.2,0.0
0.25,0.0
0.3,0.206
0.35000000000000003,0.206
0.4,0.31
0.45,0.267
0.5,0.336
0.55,0.37
0.6000000000000001,0.405
0.6500000000000001,0.543
0.7000000000000001,0.612
0.7500000000000001,0.612
0.8,0.431
0.8500000000000001,0.431
0.9000000000000001,0.465
0.9500000000000001,0.215
