Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.25,Accuracy,0.939,0.939
0.25,Recall,1.0,0.5
0.25,Precision,0.935,1.0
0.25,TSS,0.5,0.5
0.25,HSS,0.637,0.637
0.25,FAR,0.064,0.0
0.25,FPR,0.5,0.0
