Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.0
0.2,0.034
0.25,0.137
0.3,0.31
0.35000000000000003,0.301
0.4,0.336
0.45,0.37
0.5,0.474
0.55,0.577
0.6000000000000001,0.646
0.6500000000000001,0.646
0.7000000000000001,0.431
0.7500000000000001,0.431
0.8,0.465
0.8500000000000001,0.215
0.9000000000000001,0.215
0.9500000000000001,0.215
