,Threshold,Metric,Class 1 Mean_Std,Class 2 Mean_Std
0,0.6000000000000001,Accuracy,0.785_0.045,0.785_0.045
1,0.6000000000000001,Recall,0.768_0.068,0.84_0.066
2,0.6000000000000001,Precision,0.94_0.02,0.542_0.076
3,0.6000000000000001,TSS,0.608_0.062,0.608_0.062
4,0.6000000000000001,BSS,0.228_0.033,-0.257_0.182
5,0.6000000000000001,HSS,0.511_0.077,0.511_0.077
6,0.6000000000000001,FAR,0.059_0.02,0.457_0.076
7,0.6000000000000001,FPR,0.16_0.066,0.231_0.068
