Threshold,TSS,TSSstd
0.05,0.003,0.009
0.1,0.034,0.056
0.15000000000000002,0.111,0.151
0.2,0.163,0.221
0.25,0.266,0.215
0.3,0.329,0.228
0.35000000000000003,0.506,0.141
0.4,0.613,0.101
0.45,0.639,0.061
0.5,0.653,0.04
0.55,0.623,0.086
0.6000000000000001,0.59,0.092
0.6500000000000001,0.495,0.141
0.7000000000000001,0.414,0.172
0.7500000000000001,0.327,0.158
0.8,0.206,0.138
0.8500000000000001,0.126,0.073
0.9000000000000001,0.061,0.075
0.9500000000000001,0.016,0.05
