Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.063
0.2,0.225
0.25,0.441
0.3,0.657
0.35000000000000003,0.756
0.4,0.846
0.45,0.855
0.5,0.9
0.55,0.802
0.6000000000000001,0.686
0.6500000000000001,0.579
0.7000000000000001,0.588
0.7500000000000001,0.597
0.8,0.49
0.8500000000000001,0.365
0.9000000000000001,0.115
0.9500000000000001,0.0
