Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.009
0.2,0.063
0.25,0.189
0.3,0.306
0.35000000000000003,0.459
0.4,0.648
0.45,0.729
0.5,0.792
0.55,0.837
0.6000000000000001,0.855
0.6500000000000001,0.864
0.7000000000000001,0.775
0.7500000000000001,0.686
0.8,0.695
0.8500000000000001,0.588
0.9000000000000001,0.481
0.9500000000000001,0.24
