Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.6500000000000001,Accuracy,0.873,0.873
0.6500000000000001,Recall,0.864,1.0
0.6500000000000001,Precision,1.0,0.347
0.6500000000000001,TSS,0.864,0.864
0.6500000000000001,HSS,0.462,0.462
0.6500000000000001,FAR,0.0,0.652
0.6500000000000001,FPR,0.0,0.135
