Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.6000000000000001,Accuracy,0.828,0.828
0.6000000000000001,Recall,0.821,0.907
0.6000000000000001,Precision,0.989,0.323
0.6000000000000001,TSS,0.729,0.729
0.6000000000000001,HSS,0.401,0.401
0.6000000000000001,FAR,0.01,0.676
0.6000000000000001,FPR,0.092,0.178
