Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.021
0.2,0.105
0.25,0.195
0.3,0.316
0.35000000000000003,0.429
0.4,0.52
0.45,0.589
0.5,0.642
0.55,0.709
0.6000000000000001,0.729
0.6500000000000001,0.682
0.7000000000000001,0.659
0.7500000000000001,0.594
0.8,0.565
0.8500000000000001,0.479
0.9000000000000001,0.41
0.9500000000000001,0.287
