T_REC,_modelTyp,JianceType,NOAA_ARS,CV0_prob,CV1_prob,CV2_prob,CV3_prob,CV4_prob,CV5_prob,CV6_prob,CV7_prob,CV8_prob,CV9_prob,Nmbr,one,Class,noaaID,predictday
20240502,LLM_VIT,TSS,"13661,13663",0.91,0.889,0.993,0.809,0.97,0.944,0.923,0.989,0.955,0.986,13663,0.936,X,13663.0,20240503
20240503,LLM_VIT,TSS,"13661,13663",0.997,0.997,0.999,0.987,0.999,0.999,0.998,0.999,0.999,0.999,13663,0.997,M,13663.0,20240504
20240506,LLM_VIT,TSS,"13661,13663",0.952,0.961,0.998,0.91,0.987,0.984,0.973,0.995,0.975,0.998,13661,0.973,M,13663.0,20240507
20240507,LLM_VIT,TSS,"13661,13663",0.805,0.829,0.969,0.8,0.889,0.914,0.853,0.913,0.844,0.972,13661,0.878,X,13663.0,20240508
20240507,LLM_VIT,TSS,"13664,13668",0.998,0.998,0.999,0.991,0.999,0.999,0.998,0.999,0.999,0.999,13664,0.997,X,13664.0,20240508
20240507,LLM_VIT,TSS,"13665,13669",0.201,0.136,0.148,0.171,0.188,0.179,0.168,0.187,0.185,0.131,13669,0.169,N,13669.0,20240508
20240510,LLM_VIT,TSS,"13664,13668",0.999,0.999,1.0,0.999,1.0,1.0,0.999,1.0,1.0,1.0,13664,0.999,X,13664.0,20240511
20240512,LLM_VIT,TSS,"13670,13671",0.406,0.33,0.366,0.356,0.388,0.382,0.341,0.407,0.392,0.396,13671,0.376,N,13671.0,20240513
20240513,LLM_VIT,TSS,"13670,13671",0.452,0.383,0.452,0.404,0.445,0.445,0.416,0.484,0.455,0.495,13670,0.443,N,13671.0,20240514
20240513,LLM_VIT,TSS,"13673,13674",0.504,0.501,0.587,0.574,0.639,0.644,0.624,0.539,0.512,0.801,13673,0.592,N,13674.0,20240514
20240514,LLM_VIT,TSS,"13670,13671",0.463,0.418,0.466,0.441,0.447,0.487,0.433,0.477,0.456,0.528,13670,0.461,M,13671.0,20240515
20240514,LLM_VIT,TSS,"13673,13674,13676,13679",0.511,0.512,0.544,0.586,0.655,0.622,0.622,0.421,0.486,0.815,13673,0.577,C,13679.0,20240515
20240515,LLM_VIT,TSS,"13670,13671",0.529,0.476,0.656,0.512,0.56,0.606,0.525,0.638,0.557,0.657,13671,0.571,N,13671.0,20240516
20240515,LLM_VIT,TSS,"13673,13674,13676,13679",0.527,0.507,0.559,0.572,0.719,0.586,0.622,0.332,0.477,0.874,13679,0.577,C,13679.0,20240516
20240516,LLM_VIT,TSS,"13680,13682",0.359,0.318,0.341,0.431,0.475,0.444,0.459,0.31,0.349,0.6,13682,0.408,N,13682.0,20240517
20240517,LLM_VIT,TSS,"13673,13674,13676,13679,13683",0.596,0.573,0.693,0.592,0.817,0.67,0.695,0.469,0.565,0.928,13673,0.659,C,13679.0,20240518
20240517,LLM_VIT,TSS,"13680,13682",0.291,0.238,0.197,0.334,0.382,0.305,0.354,0.189,0.27,0.43,13682,0.299,N,13682.0,20240518
20240518,LLM_VIT,TSS,"13673,13674,13676,13679,13683",0.589,0.594,0.737,0.651,0.808,0.726,0.746,0.534,0.602,0.942,13674,0.692,C,13683.0,20240519
20240518,LLM_VIT,TSS,"13680,13682",0.302,0.217,0.217,0.315,0.379,0.284,0.316,0.177,0.269,0.384,13682,0.286,N,13682.0,20240519
20240518,LLM_VIT,TSS,"13685,13686",0.714,0.769,0.915,0.732,0.836,0.877,0.777,0.853,0.71,0.94,13685,0.812,M,13685.0,20240519
20240519,LLM_VIT,TSS,"13673,13674,13676,13679,13683",0.707,0.739,0.9,0.771,0.876,0.871,0.852,0.787,0.746,0.976,13674,0.822,C,13683.0,20240520
20240519,LLM_VIT,TSS,"13685,13686",0.837,0.854,0.974,0.805,0.929,0.934,0.846,0.936,0.825,0.976,13686,0.891,C,13686.0,20240520
20240520,LLM_VIT,TSS,"13673,13674,13676,13679,13683",0.747,0.79,0.945,0.815,0.888,0.915,0.88,0.881,0.806,0.981,13674,0.864,M,13679.0,20240521
20240520,LLM_VIT,TSS,"13685,13686",0.717,0.769,0.892,0.683,0.852,0.846,0.769,0.836,0.68,0.946,13685,0.798,C,13685.0,20240521
20240521,LLM_VIT,TSS,"13680,13682,13687",0.489,0.372,0.734,0.437,0.687,0.605,0.598,0.719,0.57,0.77,13682,0.598,N,13687.0,20240522
20240521,LLM_VIT,TSS,"13685,13686",0.513,0.52,0.591,0.508,0.64,0.574,0.526,0.443,0.442,0.798,13686,0.555,C,13685.0,20240522
20240522,LLM_VIT,TSS,"13673,13674,13676,13679,13683",0.929,0.941,0.997,0.901,0.983,0.984,0.952,0.991,0.948,0.996,13679,0.962,M,13679.0,20240523
20240522,LLM_VIT,TSS,"13685,13686,13688",0.515,0.516,0.573,0.488,0.637,0.543,0.506,0.408,0.437,0.78,13685,0.54,C,13685.0,20240523
20240523,LLM_VIT,TSS,"13678,13680,13682,13687",0.467,0.405,0.637,0.456,0.529,0.585,0.486,0.677,0.53,0.584,13687,0.535,N,13687.0,20240524
20240523,LLM_VIT,TSS,"13685,13686,13688",0.59,0.574,0.704,0.54,0.721,0.621,0.582,0.539,0.537,0.85,13685,0.625,M,13685.0,20240524
20240524,LLM_VIT,TSS,"13685,13686,13688",0.577,0.57,0.692,0.552,0.695,0.643,0.586,0.555,0.541,0.847,13686,0.625,C,13686.0,20240525
20240525,LLM_VIT,TSS,"13685,13686,13688",0.596,0.61,0.756,0.595,0.723,0.718,0.652,0.671,0.598,0.852,13686,0.677,N,13688.0,20240526
20240527,LLM_VIT,TSS,"13689,13692",0.35,0.279,0.276,0.296,0.306,0.297,0.283,0.341,0.333,0.318,13692,0.307,N,13692.0,20240528
20240527,LLM_VIT,TSS,"13690,13691,13695",0.448,0.419,0.532,0.41,0.45,0.507,0.452,0.442,0.416,0.593,13690,0.466,C,13691.0,20240528
20240528,LLM_VIT,TSS,"13689,13692",0.33,0.254,0.269,0.281,0.292,0.303,0.262,0.345,0.316,0.256,13692,0.29,C,13692.0,20240529
20240528,LLM_VIT,TSS,"13690,13691,13695",0.644,0.694,0.81,0.698,0.771,0.803,0.741,0.688,0.629,0.924,13691,0.74,M,13691.0,20240529
20240530,LLM_VIT,TSS,"13689,13692",0.259,0.189,0.239,0.225,0.236,0.259,0.224,0.274,0.246,0.199,13692,0.234,N,13692.0,20240531
20240530,LLM_VIT,TSS,"13690,13691,13695",0.524,0.498,0.54,0.546,0.628,0.578,0.552,0.399,0.462,0.79,13691,0.551,C,13691.0,20240531
20240531,LLM_VIT,TSS,"13690,13691,13695",0.596,0.572,0.683,0.578,0.728,0.664,0.651,0.592,0.579,0.865,13691,0.65,C,13691.0,20240601
20240601,LLM_VIT,TSS,"13690,13691,13695",0.71,0.678,0.872,0.671,0.849,0.801,0.767,0.806,0.73,0.937,13691,0.782,N,13695.0,20240602
