noaaID,MPlus,zero,one,Class,y_true
13284.0,0.15,0.8093733191490173,0.190626710653305,N,0
13287.0,0.1092,0.8523703813552856,0.1476296037435531,N,0
13298.0,0.0044,0.8538464307785034,0.1461535841226577,N,0
13303.0,0.0868,0.8159062266349792,0.1840937137603759,N,0
13307.0,0.0034,0.8601391315460205,0.1398608386516571,N,0
13345.0,0.0098,0.7641856074333191,0.2358144074678421,N,0
13349.0,0.0033,0.7778050303459167,0.2221949696540832,N,0
13362.0,0.1351,0.8194981813430786,0.1805018633604049,N,0
13412.0,0.0812,0.7964376211166382,0.2035624384880066,N,0
13414.0,0.0361,0.85617595911026,0.1438241153955459,N,0
13420.0,0.0034,0.7051900625228882,0.294809877872467,N,0
13439.0,0.0016,0.6689711809158325,0.3310288190841675,N,0
13446.0,0.0217,0.7421147227287292,0.2578853070735931,N,0
13501.0,0.0281,0.8074479699134827,0.1925519853830337,N,0
13512.0,0.1522,0.8371630311012268,0.162836953997612,N,0
13522.0,0.0177,0.8223869204521179,0.1776131242513656,N,0
13525.0,0.0034,0.8362812995910645,0.1637187302112579,N,0
13563.0,0.0034,0.8517025113105774,0.1482974886894226,N,0
13570.0,0.032,0.7035254240036011,0.2964746057987213,N,0
13572.0,0.0033,0.8488067984580994,0.1511932462453842,N,0
13577.0,0.0033,0.7533068656921387,0.2466931194067001,N,0
13581.0,0.0289,0.7917475700378418,0.2082524299621582,N,0
13610.0,0.0053,0.8096044659614563,0.1903955787420272,N,0
13611.0,0.0032,0.8441917300224304,0.1558082997798919,N,0
13624.0,0.0041,0.8517471551895142,0.1482528746128082,N,0
13627.0,0.1516,0.8471064567565918,0.152893528342247,N,0
13653.0,0.0356,0.8274883031845093,0.1725117266178131,N,0
13659.0,0.0028,0.8397577404975891,0.1602422893047332,N,0
13660.0,0.0332,0.8174254298210144,0.1825745999813079,N,0
13666.0,0.0036,0.6455420255661011,0.3544579744338989,N,0
13667.0,0.0038,0.6380959153175354,0.361904114484787,N,0
13678.0,0.0084,0.8528221249580383,0.1471779346466064,N,0
13693.0,0.0525,0.6660517454147339,0.3339483737945556,N,0
13696.0,0.0809,0.8324298858642578,0.167570099234581,N,0
13704.0,0.0533,0.7847172021865845,0.2152827829122543,N,0
13706.0,0.0739,0.8009552955627441,0.1990447342395782,N,0
13715.0,0.0025,0.8554508686065674,0.1445491313934326,N,0
13741.0,0.0103,0.8450499176979065,0.1549500674009323,N,0
13297.0,0.2433,0.4220375418663025,0.5779625177383423,C,0
13333.0,0.1771,0.6237912774085999,0.3762087821960449,C,0
13392.0,0.0015,0.5899744033813477,0.4100255966186523,C,0
13404.0,0.0033,0.6543446779251099,0.3456552922725677,C,0
13416.0,0.0037,0.6604217886924744,0.339578241109848,C,0
13462.0,0.0034,0.662326991558075,0.3376729786396026,C,0
13463.0,0.0109,0.6959819793701172,0.3040180802345276,C,0
13464.0,0.1459,0.6334643363952637,0.3665357530117035,C,0
13465.0,0.2285,0.6596644520759583,0.340335488319397,C,0
13478.0,0.009,0.7525535821914673,0.2474464327096939,C,0
13503.0,0.0028,0.7087969779968262,0.2912030220031738,C,0
13507.0,0.01,0.6332777142524719,0.3667222857475281,C,0
13533.0,0.0034,0.6893919706344604,0.3106080293655395,C,0
13534.0,0.0015,0.6063735485076904,0.3936265110969543,C,0
13545.0,0.0021,0.6617156863212585,0.3382843732833862,C,0
13546.0,0.2929,0.4547552168369293,0.5452448129653931,C,0
13560.0,0.0034,0.6628568768501282,0.3371431529521942,C,0
13574.0,0.0281,0.7655141949653625,0.2344858199357986,C,0
13583.0,0.004,0.5113512277603149,0.488648772239685,C,0
13584.0,0.0014,0.6484018564224243,0.3515981435775757,C,0
13595.0,0.0151,0.5489199161529541,0.4510800838470459,C,0
13604.0,0.0033,0.6611508727073669,0.338849127292633,C,0
13632.0,0.0048,0.6589643359184265,0.3410356640815735,C,0
13636.0,0.0018,0.5922104120254517,0.4077896177768707,C,0
13657.0,0.0034,0.6515620946884155,0.3484378755092621,C,0
13672.0,0.1808,0.6099221706390381,0.3900778293609619,C,0
13698.0,0.0016,0.5777867436408997,0.4222133159637451,C,0
13701.0,0.0017,0.6724806427955627,0.3275194466114044,C,0
13729.0,0.1521,0.5612766742706299,0.4387233555316925,C,0
13750.0,0.0012,0.5738899111747742,0.4261100590229034,C,0
13757.0,0.0102,0.6165069341659546,0.3834929764270782,C,0
13315.0,0.0269,0.2461309283971786,0.7538691759109497,M,1
13327.0,0.0203,0.4111573398113251,0.5888426303863525,M,1
13372.0,0.0122,0.2844982743263244,0.7155017256736755,M,1
13559.0,0.259,0.1454185992479324,0.8545812964439392,M,1
13634.0,0.0582,0.3669577538967132,0.6330423355102539,M,1
13712.0,0.01,0.2984364926815033,0.7015634775161743,M,1
13590.0,0.1735,0.1237292289733886,0.8762708306312561,X,1
13697.0,0.0482,0.1832887977361679,0.8167111873626709,X,1
