Threshold,TSS,TSSstd
0.05,0.0,0.0
0.1,0.001,0.003
0.15000000000000002,0.079,0.084
0.2,0.242,0.051
0.25,0.321,0.03
0.3,0.393,0.039
0.35000000000000003,0.511,0.075
0.4,0.605,0.045
0.45,0.662,0.047
0.5,0.712,0.039
0.55,0.733,0.036
0.6000000000000001,0.709,0.06
0.6500000000000001,0.68,0.074
0.7000000000000001,0.65,0.059
0.7500000000000001,0.591,0.073
0.8,0.526,0.106
0.8500000000000001,0.459,0.138
0.9000000000000001,0.338,0.163
0.9500000000000001,0.223,0.168
