Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.261
0.2,0.345
0.25,0.42
0.3,0.654
0.35000000000000003,0.683
0.4,0.748
0.45,0.785
0.5,0.762
0.55,0.758
0.6000000000000001,0.633
0.6500000000000001,0.568
0.7000000000000001,0.453
0.7500000000000001,0.397
0.8,0.291
0.8500000000000001,0.208
0.9000000000000001,0.041
0.9500000000000001,0.0
