CLASS,noaaID,FITS文件,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
N,13747,hmi.sharp_cea_720s.11513.20240714_153600_TAI.magnetogram.fits,4262.57129,5.93811825e+23,93150358000000.0,362.801636,16308997500000.0,5.63403691e+22,4650.97168,4858.55176,4.38175774,21.8711281
N,13747,hmi.sharp_cea_720s.11513.20240714_162400_TAI.magnetogram.fits,4053.80688,5.96226907e+23,91672142700000.0,358.51123,10960858300000.0,5.65973715e+22,4638.02295,4581.60107,4.4202733,23.7075214
N,13747,hmi.sharp_cea_720s.11513.20240714_164800_TAI.magnetogram.fits,3959.91626,5.93819931e+23,89872467500000.0,316.150604,10206011500000.0,5.57427369e+22,4641.14307,4586.17725,4.44665003,24.1997185
N,13747,hmi.sharp_cea_720s.11513.20240714_171200_TAI.magnetogram.fits,3989.70093,5.93608694e+23,89358916900000.0,306.805084,7317658010000.0,5.53971262e+22,4655.06445,4628.07471,4.41334248,24.0318909
N,13747,hmi.sharp_cea_720s.11513.20240714_181200_TAI.magnetogram.fits,4352.40186,6.13110181e+23,94348838400000.0,493.070282,19296849800000.0,5.58795293e+22,4670.46387,4990.74414,4.40000963,23.3654766
N,13747,hmi.sharp_cea_720s.11513.20240714_183600_TAI.magnetogram.fits,4574.19678,6.11741015e+23,97993462100000.0,429.260651,17055724100000.0,5.62298733e+22,4656.40039,5097.24414,4.37608528,22.5718994
N,13747,hmi.sharp_cea_720s.11513.20240714_190000_TAI.magnetogram.fits,4791.96387,6.09538575e+23,103170190000000.0,368.348328,13004516100000.0,5.66554094e+22,4669.07471,5042.73291,4.50228882,22.1650906
N,13747,hmi.sharp_cea_720s.11513.20240714_194800_TAI.magnetogram.fits,4693.99902,5.94967664e+23,103969574000000.0,311.907654,14195352400000.0,5.53249065e+22,4625.17285,4791.21826,4.39700985,23.7912407
N,13747,hmi.sharp_cea_720s.11513.20240714_201200_TAI.magnetogram.fits,4323.45215,5.76044692e+23,95467065000000.0,333.918396,15969713900000.0,5.19789571e+22,4617.95752,4895.69727,4.48272276,24.6515198
N,13747,hmi.sharp_cea_720s.11513.20240714_203600_TAI.magnetogram.fits,4002.64966,5.64161278e+23,88175737300000.0,297.393372,16723502700000.0,4.90911275e+22,4563.8501,5097.26318,4.49920034,25.2159843
N,13747,hmi.sharp_cea_720s.11513.20240714_213600_TAI.magnetogram.fits,3738.83618,5.63129809e+23,81281543000000.0,348.513702,14671528600000.0,4.71117729e+22,4505.64502,5525.74609,4.47529793,24.5839691
N,13747,hmi.sharp_cea_720s.11513.20240714_220000_TAI.magnetogram.fits,3857.16113,5.66863618e+23,83110016300000.0,380.791351,17915267000000.0,4.82457072e+22,4464.77295,5520.875,4.47629642,23.7317944
N,13747,hmi.sharp_cea_720s.11513.20240714_222400_TAI.magnetogram.fits,4023.31055,5.75607626e+23,88200978600000.0,398.197418,21665186600000.0,4.98379324e+22,4464.01758,5395.89062,4.50018501,23.4049168
N,13747,hmi.sharp_cea_720s.11513.20240714_232400_TAI.magnetogram.fits,4399.36572,5.98837986e+23,99664934200000.0,279.712158,14099162300000.0,5.40141383e+22,4386.90527,5014.36816,4.46500349,22.1395607
N,13748,hmi.sharp_cea_720s.11526.20240714_232400_TAI.magnetogram.fits,1482.28821,2.15166696e+23,30352550700000.0,576.629822,26992411900000.0,1.65722851e+22,1139.42444,5747.95703,4.1807127,26.143259
N,13748,hmi.sharp_cea_720s.11526.20240714_234800_TAI.magnetogram.fits,1497.7262,2.16809123e+23,30829180900000.0,576.019348,26479545000000.0,1.64837826e+22,1124.02515,5798.00439,4.17375851,27.2010498
N,13748,hmi.sharp_cea_720s.11526.20240715_004800_TAI.magnetogram.fits,1489.95398,2.17938211e+23,30361281100000.0,576.653259,26230801800000.0,1.6045588e+22,1123.68152,6025.28223,4.14442444,27.6288757
N,13748,hmi.sharp_cea_720s.11526.20240715_011200_TAI.magnetogram.fits,1522.35559,2.19006159e+23,30864429800000.0,588.757568,28333242800000.0,1.59603247e+22,1118.52722,6023.18262,4.14387035,28.6277809
N,13748,hmi.sharp_cea_720s.11526.20240715_012400_TAI.magnetogram.fits,1518.56299,2.19635618e+23,30792090600000.0,591.347534,27706618000000.0,1.5939231e+22,1122.64282,6035.64551,4.15564156,28.5683002
N,13748,hmi.sharp_cea_720s.11526.20240715_022400_TAI.magnetogram.fits,1456.9303,2.12092089e+23,29440092400000.0,564.372864,25567386700000.0,1.55185025e+22,1110.79712,6011.76367,4.12485409,28.6316566
N,13748,hmi.sharp_cea_720s.11526.20240715_024800_TAI.magnetogram.fits,1480.38086,2.10820254e+23,30200966400000.0,564.383423,26408824900000.0,1.54448562e+22,1107.61938,5946.39062,4.14188576,28.9893627
N,13748,hmi.sharp_cea_720s.11526.20240715_031200_TAI.magnetogram.fits,1460.48352,2.05346147e+23,29812995400000.0,550.449219,26510515800000.0,1.52308846e+22,1105.85876,5847.62549,4.14829779,28.9804096
N,13748,hmi.sharp_cea_720s.11526.20240715_041200_TAI.magnetogram.fits,1430.35742,2.00356014e+23,29069970200000.0,523.636902,23978450100000.0,1.50150552e+22,1134.8573,5801.17773,4.19968987,28.66646
N,13748,hmi.sharp_cea_720s.11526.20240715_042400_TAI.magnetogram.fits,1392.68213,1.96820166e+23,28422208200000.0,523.571716,24718914600000.0,1.48993048e+22,1125.91589,5723.22705,4.14699745,28.3799973
N,13748,hmi.sharp_cea_720s.11526.20240715_044800_TAI.magnetogram.fits,1381.7522,1.96841567e+23,28258773000000.0,495.478699,23606090300000.0,1.48543352e+22,1128.5946,5681.72217,4.1622076,28.2401199
N,13748,hmi.sharp_cea_720s.11526.20240715_054800_TAI.magnetogram.fits,1437.5802,1.95842885e+23,28926627800000.0,523.016235,24141925200000.0,1.4790025e+22,1136.14001,5688.0,4.07787991,28.3884907
N,13748,hmi.sharp_cea_720s.11526.20240715_063600_TAI.magnetogram.fits,1579.14221,1.9945524e+23,32227792500000.0,585.372437,27630602600000.0,1.52356134e+22,1143.39685,5568.05566,4.12703609,28.9289303
N,13748,hmi.sharp_cea_720s.11526.20240715_080000_TAI.magnetogram.fits,1138.62659,1.84893751e+23,31215442700000.0,241.721054,15757768400000.0,1.41839621e+22,1046.31201,4258.48145,3.91754746,27.8775272
N,13748,hmi.sharp_cea_720s.11526.20240715_080000_TAI.magnetogram_copy1.fits,1138.62659,1.84893751e+23,31215442700000.0,241.721054,15757768400000.0,1.41839621e+22,1046.31201,4258.48145,3.91754746,27.8775272
N,13748,hmi.sharp_cea_720s.11526.20240715_082400_TAI.magnetogram.fits,1335.07678,1.868332e+23,28585951800000.0,516.396301,26436085700000.0,1.48558924e+22,1162.13342,5110.54004,4.21129942,27.1287403
N,13748,hmi.sharp_cea_720s.11526.20240715_092400_TAI.magnetogram.fits,1266.38477,1.77906615e+23,27305445400000.0,480.563904,23560731000000.0,1.44468923e+22,1177.97119,5048.47607,4.19008017,29.6061821
N,13748,hmi.sharp_cea_720s.11526.20240715_093600_TAI.magnetogram.fits,1269.28845,1.77014019e+23,27272136400000.0,476.775757,23230324700000.0,1.44052802e+22,1170.39856,5080.00684,4.1764245,28.9846783
N,13748,hmi.sharp_cea_720s.11526.20240715_104800_TAI.magnetogram.fits,1364.51721,1.76080675e+23,28503238000000.0,488.072601,23521677800000.0,1.4226887e+22,1173.86987,5382.90771,4.16635799,28.1149769
N,13748,hmi.sharp_cea_720s.11526.20240715_110000_TAI.magnetogram.fits,1387.31812,1.75461971e+23,28820342000000.0,497.566376,23433607900000.0,1.41696158e+22,1175.56506,5454.56836,4.15323353,27.4213524
N,13748,hmi.sharp_cea_720s.11526.20240715_112400_TAI.magnetogram.fits,1417.7688,1.77162854e+23,29445735800000.0,491.764252,24050762000000.0,1.40789505e+22,1185.34961,5646.61523,4.13326311,26.4846573
N,13748,hmi.sharp_cea_720s.11526.20240715_122400_TAI.magnetogram.fits,1354.52551,1.69524659e+23,26321981800000.0,461.174713,22694787500000.0,1.30638729e+22,1174.10669,6266.55811,4.11698627,25.80756
N,13748,hmi.sharp_cea_720s.11526.20240715_124800_TAI.magnetogram.fits,1324.93311,1.7030144e+23,25983690200000.0,458.008911,22480970300000.0,1.28944002e+22,1170.87842,6331.64062,4.12265205,26.9046574
N,13748,hmi.sharp_cea_720s.11526.20240715_131200_TAI.magnetogram.fits,1357.3877,1.73800485e+23,26959256000000.0,447.209503,21706401900000.0,1.30662508e+22,1171.3855,6243.47412,4.17798901,28.1665955
N,13748,hmi.sharp_cea_720s.11526.20240715_141200_TAI.magnetogram.fits,1380.58069,1.74731001e+23,27066472900000.0,462.710907,21921341100000.0,1.30231075e+22,1175.87793,6376.06689,4.19165945,27.25951
N,13748,hmi.sharp_cea_720s.11526.20240715_143600_TAI.magnetogram.fits,1328.07764,1.73736732e+23,27005772900000.0,418.299957,19659044700000.0,1.29590719e+22,1178.76624,6271.7041,4.11551762,27.9447727
N,13748,hmi.sharp_cea_720s.11526.20240715_150000_TAI.magnetogram.fits,1308.33386,1.73579142e+23,27218025600000.0,400.405334,18318530400000.0,1.30634417e+22,1184.87488,6096.49805,4.08971453,28.2475853
N,13748,hmi.sharp_cea_720s.11526.20240715_160000_TAI.magnetogram.fits,1313.60278,1.748504e+23,28256902300000.0,379.610718,17313746100000.0,1.34721028e+22,1199.88574,5541.01465,4.04958296,30.3101711
N,13748,hmi.sharp_cea_720s.11526.20240715_162400_TAI.magnetogram.fits,1304.35291,1.74348285e+23,28465883500000.0,379.777985,17000367700000.0,1.35419728e+22,1208.63281,5289.57471,4.04229069,30.7385483
N,13748,hmi.sharp_cea_720s.11526.20240715_172400_TAI.magnetogram.fits,1236.78918,1.72313666e+23,26146160800000.0,342.903168,15381449100000.0,1.30390626e+22,1212.0918,5416.40186,4.14567471,31.2920055
N,13748,hmi.sharp_cea_720s.11526.20240715_174800_TAI.magnetogram.fits,1223.60437,1.7098125e+23,26015837500000.0,320.617065,15248983600000.0,1.2936617e+22,1222.19312,5504.10986,4.28401423,30.5844135
N,13748,hmi.sharp_cea_720s.11526.20240715_181200_TAI.magnetogram.fits,1239.8313,1.72244185e+23,26011190200000.0,335.864899,17487851700000.0,1.29238954e+22,1225.03601,5651.31152,4.23378563,29.4117661
N,13748,hmi.sharp_cea_720s.11526.20240715_191200_TAI.magnetogram.fits,1362.71094,1.79688509e+23,28628024800000.0,323.175049,17498721200000.0,1.34935343e+22,1223.9729,5949.47998,4.17364311,27.0556679
N,13748,hmi.sharp_cea_720s.11526.20240715_193600_TAI.magnetogram.fits,1403.90247,1.77555334e+23,30028966400000.0,308.506958,16177733600000.0,1.38916908e+22,1210.23254,5603.38672,4.22426462,26.890192
N,13748,hmi.sharp_cea_720s.11526.20240715_200000_TAI.magnetogram.fits,1402.98792,1.75162842e+23,30211806600000.0,299.526855,15920405700000.0,1.36883679e+22,1214.36902,5451.57031,4.10939121,28.4822674
N,13748,hmi.sharp_cea_720s.11526.20240715_210000_TAI.magnetogram.fits,1128.56604,1.61861334e+23,23913933300000.0,262.402405,11629236300000.0,1.18393093e+22,1199.09412,5754.45801,4.20529222,32.0679855
N,13748,hmi.sharp_cea_720s.11526.20240715_212400_TAI.magnetogram.fits,1093.04565,1.61076699e+23,23007084900000.0,247.180801,11129292100000.0,1.13944989e+22,1192.22961,6003.19824,4.22600079,32.9687195
N,13748,hmi.sharp_cea_720s.11526.20240715_222400_TAI.magnetogram.fits,1083.8385,1.62352893e+23,22908449600000.0,230.514145,10689956500000.0,1.14106758e+22,1178.12085,6250.29736,4.2216177,31.4330997
N,13748,hmi.sharp_cea_720s.11526.20240715_224800_TAI.magnetogram.fits,1105.3075,1.62252283e+23,23914761700000.0,227.243515,10791981900000.0,1.15965562e+22,1181.89685,6178.19629,4.16085196,31.3729458
N,13748,hmi.sharp_cea_720s.11526.20240715_231200_TAI.magnetogram.fits,1125.98901,1.64665996e+23,24098654700000.0,199.363724,9987493460000.0,1.16552494e+22,1179.91187,6272.32568,4.15921497,30.9186573
C,13289,hmi.sharp_cea_720s.9448.20230427_152400_TAI.magnetogram.fits,1323.53735,2.39739506e+23,26952543000000.0,187.954483,11694959000000.0,2.93454867e+22,629.441101,4014.51538,4.15914726,14.5239849
C,13289,hmi.sharp_cea_720s.9448.20230427_160000_TAI.magnetogram.fits,1300.25891,2.40205269e+23,26243516900000.0,196.814148,12362688000000.0,2.92171138e+22,639.499878,4019.90186,4.20026779,14.5086002
C,13289,hmi.sharp_cea_720s.9448.20230427_163600_TAI.magnetogram.fits,1310.49365,2.39425227e+23,26867960600000.0,188.528244,11698058600000.0,2.94797548e+22,646.048096,3890.54761,4.18672562,13.9385834
C,13289,hmi.sharp_cea_720s.9448.20230427_171200_TAI.magnetogram.fits,1323.58936,2.35024454e+23,26440594600000.0,178.622925,10653683200000.0,2.93981631e+22,644.027405,3815.08447,4.17081881,14.077219
C,13289,hmi.sharp_cea_720s.9448.20230427_174800_TAI.magnetogram.fits,1315.74768,2.34266336e+23,26628199500000.0,171.378937,11267914900000.0,2.89753021e+22,643.045349,3842.62354,4.24913168,13.7345877
C,13289,hmi.sharp_cea_720s.9448.20230427_183600_TAI.magnetogram.fits,1320.58679,2.33406725e+23,26549132700000.0,172.493484,10977768600000.0,2.84687507e+22,657.078613,3982.42065,4.23718596,14.3773232
C,13289,hmi.sharp_cea_720s.9448.20230427_191200_TAI.magnetogram.fits,1357.42859,2.31227451e+23,26698636600000.0,165.22818,9696056440000.0,2.80541673e+22,650.71637,4113.57617,4.19763708,14.237112
C,13289,hmi.sharp_cea_720s.9448.20230427_194800_TAI.magnetogram.fits,1366.70825,2.35499205e+23,27058304500000.0,154.175385,10308216200000.0,2.77741065e+22,663.174316,4293.02734,4.25031471,14.5305767
C,13289,hmi.sharp_cea_720s.9448.20230427_202400_TAI.magnetogram.fits,1396.92883,2.38178793e+23,27489598400000.0,182.148224,11700057100000.0,2.84712322e+22,690.533813,4253.21924,4.22666454,14.556406
C,13289,hmi.sharp_cea_720s.9448.20230427_210000_TAI.magnetogram.fits,1405.13086,2.40918711e+23,27746166100000.0,181.678528,11319679900000.0,2.89623227e+22,702.204529,4202.9707,4.2378602,14.2509613
C,13289,hmi.sharp_cea_720s.9448.20230427_213600_TAI.magnetogram.fits,1430.08325,2.40279452e+23,28876419900000.0,196.374039,13491151800000.0,2.97941128e+22,713.257019,3989.04761,4.25287485,13.8768854
C,13289,hmi.sharp_cea_720s.9448.20230427_221200_TAI.magnetogram.fits,1450.20715,2.41631883e+23,29944602200000.0,188.020538,12252339000000.0,3.02491858e+22,708.750854,3890.55371,4.22402525,14.0957098
C,13289,hmi.sharp_cea_720s.9448.20230427_224800_TAI.magnetogram.fits,1413.18372,2.41494847e+23,29772413400000.0,223.796463,14019839700000.0,3.00386988e+22,701.531921,3836.90503,4.25304604,15.2195473
C,13289,hmi.sharp_cea_720s.9448.20230427_232400_TAI.magnetogram.fits,1373.78796,2.42861348e+23,28823817000000.0,219.274078,13959468900000.0,2.99111456e+22,709.042358,3861.79419,4.13668585,15.3693457
C,13289,hmi.sharp_cea_720s.9448.20230428_000000_TAI.magnetogram.fits,1361.19763,2.38036966e+23,28094215700000.0,199.264084,12764181400000.0,2.96840538e+22,692.560791,3812.4541,4.22707224,15.2209978
C,13289,hmi.sharp_cea_720s.9448.20230428_003600_TAI.magnetogram.fits,1357.50183,2.37869828e+23,28442294700000.0,188.057663,11041295600000.0,2.94171142e+22,690.640686,3808.15674,4.2554903,15.3846159
C,13289,hmi.sharp_cea_720s.9448.20230428_011200_TAI.magnetogram.fits,1351.61316,2.36746504e+23,28557111700000.0,181.675156,11849265300000.0,2.92601953e+22,697.980774,3782.69409,4.21562338,15.912323
C,13289,hmi.sharp_cea_720s.9448.20230428_014800_TAI.magnetogram.fits,1358.01746,2.38595376e+23,28640840500000.0,181.380508,11623533100000.0,2.92835082e+22,695.469421,3822.6167,4.2418561,15.8067198
C,13289,hmi.sharp_cea_720s.9448.20230428_023600_TAI.magnetogram.fits,1365.25366,2.39939664e+23,28951502100000.0,171.640915,10365077300000.0,2.93666806e+22,706.256836,3828.5144,4.20644331,16.075098
C,13289,hmi.sharp_cea_720s.9448.20230428_031200_TAI.magnetogram.fits,1380.5647,2.38578731e+23,29260442000000.0,167.625351,10011578200000.0,2.93765165e+22,712.733093,3830.90967,4.23884058,15.5798178
C,13289,hmi.sharp_cea_720s.9448.20230428_034800_TAI.magnetogram.fits,1374.67432,2.39644679e+23,29440327300000.0,186.53714,12412821400000.0,2.92911575e+22,713.445679,3844.17285,4.2233057,16.003067
C,13289,hmi.sharp_cea_720s.9448.20230428_042400_TAI.magnetogram.fits,1413.61719,2.41807649e+23,30127849200000.0,178.322495,11601047500000.0,2.93427215e+22,725.050659,3902.56299,4.19459486,16.1158257
C,13289,hmi.sharp_cea_720s.9448.20230428_050000_TAI.magnetogram.fits,1407.98389,2.39543528e+23,29670150000000.0,172.760757,11839742100000.0,2.87955904e+22,719.655762,4045.5105,4.25612736,15.6887817
C,13289,hmi.sharp_cea_720s.9448.20230428_053600_TAI.magnetogram.fits,1459.87073,2.43316067e+23,30566034400000.0,175.520493,12206499400000.0,2.84089969e+22,732.131042,4220.15625,4.21850109,16.5453529
C,13289,hmi.sharp_cea_720s.9448.20230428_061200_TAI.magnetogram.fits,1487.79871,2.39294407e+23,30379627000000.0,173.291763,12149960200000.0,2.7925155e+22,740.177856,4308.39258,4.15450907,15.5850992
C,13289,hmi.sharp_cea_720s.9448.20230428_064800_TAI.magnetogram.fits,1474.41553,2.34669102e+23,29910192100000.0,170.827118,12160057000000.0,2.7500094e+22,752.613953,4304.15381,4.18302441,15.5989676
C,13289,hmi.sharp_cea_720s.9448.20230428_072400_TAI.magnetogram.fits,1441.14575,2.31125399e+23,29750168900000.0,148.179153,10267342700000.0,2.76729286e+22,750.24231,4127.06934,4.19403696,15.8599911
C,13289,hmi.sharp_cea_720s.9448.20230428_080000_TAI.magnetogram.fits,1398.46814,2.24540038e+23,29464031400000.0,143.461914,11125290700000.0,2.79879171e+22,755.218384,3853.92822,4.12474728,15.4361649
C,13289,hmi.sharp_cea_720s.9448.20230428_083600_TAI.magnetogram.fits,1397.15051,2.25951682e+23,30044588100000.0,139.677139,9977230000000.0,2.83880484e+22,760.416626,3730.12891,3.95378828,15.412611
C,13289,hmi.sharp_cea_720s.9448.20230428_091200_TAI.magnetogram.fits,1401.53076,2.27808534e+23,30346101900000.0,166.626877,11367430000000.0,2.86305515e+22,769.252563,3677.96948,3.91967773,15.2275991
C,13289,hmi.sharp_cea_720s.9448.20230428_094800_TAI.magnetogram.fits,1416.71851,2.31034841e+23,30603678300000.0,197.806412,14160192600000.0,2.88155954e+22,767.160461,3715.00342,4.08190012,15.4608355
C,13289,hmi.sharp_cea_720s.9448.20230428_102400_TAI.magnetogram.fits,1458.64966,2.34747555e+23,30948240400000.0,219.355087,14274312300000.0,2.89844736e+22,779.141296,3813.21973,4.09533119,15.4870014
C,13289,hmi.sharp_cea_720s.9448.20230428_111200_TAI.magnetogram.fits,1502.10254,2.41205014e+23,32097257400000.0,213.960159,14541178000000.0,2.8929568e+22,792.473389,3872.58374,4.11820221,16.4029846
C,13289,hmi.sharp_cea_720s.9448.20230428_114800_TAI.magnetogram.fits,1504.5083,2.46645272e+23,32541310500000.0,228.856705,15184933400000.0,2.85805953e+22,784.979431,4074.25049,4.18593502,16.5365047
C,13289,hmi.sharp_cea_720s.9448.20230428_122400_TAI.magnetogram.fits,1525.16235,2.50270201e+23,33021774300000.0,231.519897,16601494600000.0,2.84679491e+22,800.728027,4144.49463,4.23003864,16.7846928
C,13289,hmi.sharp_cea_720s.9448.20230428_130000_TAI.magnetogram.fits,1515.94482,2.49640778e+23,32864628400000.0,231.980103,14587499900000.0,2.82210977e+22,816.942871,4184.22314,4.13109398,17.3021698
C,13289,hmi.sharp_cea_720s.9448.20230428_133600_TAI.magnetogram.fits,1511.5155,2.48552871e+23,33028543900000.0,214.369019,14196620100000.0,2.82218904e+22,832.533325,4148.35205,4.22760487,17.3840752
C,13289,hmi.sharp_cea_720s.9448.20230428_141200_TAI.magnetogram.fits,1514.90796,2.49547446e+23,32899342500000.0,212.397736,15131277800000.0,2.83504186e+22,831.606384,4159.14209,4.21055889,17.3554077
C,13289,hmi.sharp_cea_720s.9448.20230428_144800_TAI.magnetogram.fits,1510.01868,2.47474565e+23,32928075600000.0,206.663239,14681569800000.0,2.84180829e+22,837.311096,4076.14624,4.28420115,17.1712303
C,13289,hmi.sharp_cea_720s.9448.20230428_152400_TAI.magnetogram.fits,1495.53198,2.45256758e+23,32151693200000.0,194.544693,14407808600000.0,2.84842836e+22,848.224792,4033.17651,4.23462486,17.2530518
C,13292,hmi.sharp_cea_720s.9448.20230428_134800_TAI.magnetogram.fits,1500.09167,2.49270078e+23,32837017300000.0,226.779709,14535292400000.0,2.828361e+22,837.240356,4148.36816,4.23175526,17.5153599
C,13292,hmi.sharp_cea_720s.9448.20230428_142400_TAI.magnetogram.fits,1518.21057,2.47780539e+23,32828754500000.0,215.05658,15169772100000.0,2.83792732e+22,830.997864,4098.30859,4.17374039,17.3003845
C,13292,hmi.sharp_cea_720s.9448.20230428_150000_TAI.magnetogram.fits,1509.66504,2.47826278e+23,32794896000000.0,202.572418,14143191000000.0,2.84077404e+22,848.389221,4085.33496,4.29870558,17.2358685
C,13292,hmi.sharp_cea_720s.9448.20230428_153600_TAI.magnetogram.fits,1458.16248,2.4471892e+23,31506437200000.0,205.429001,15056620200000.0,2.84284097e+22,852.036621,4019.41577,4.24165154,17.2036209
C,13292,hmi.sharp_cea_720s.9448.20230428_161200_TAI.magnetogram.fits,1473.19897,2.41539019e+23,31591585800000.0,220.931595,15429659500000.0,2.84063038e+22,860.219055,3946.35571,4.23608589,16.6663055
C,13292,hmi.sharp_cea_720s.9448.20230428_164800_TAI.magnetogram.fits,1477.59875,2.45297705e+23,32024849000000.0,234.361557,15348174700000.0,2.83372433e+22,861.267883,3937.95581,4.28228092,17.2991657
C,13292,hmi.sharp_cea_720s.9448.20230428_172400_TAI.magnetogram.fits,1521.14795,2.46723563e+23,32900544200000.0,220.949463,14158790700000.0,2.82711958e+22,871.401123,3988.9978,4.24438667,17.1708927
C,13292,hmi.sharp_cea_720s.9448.20230428_181200_TAI.magnetogram.fits,1591.26758,2.52288553e+23,33528108500000.0,213.027145,13475977900000.0,2.77709022e+22,867.658447,4259.03418,4.17617416,17.5275764
C,13292,hmi.sharp_cea_720s.9448.20230428_184800_TAI.magnetogram.fits,1583.87073,2.61926526e+23,33219208500000.0,203.880295,13558326800000.0,2.73150906e+22,888.80188,4626.70557,4.16527271,18.3330212
C,13292,hmi.sharp_cea_720s.9448.20230428_192400_TAI.magnetogram.fits,1634.16492,2.6199644e+23,33730114600000.0,235.784882,14539857900000.0,2.69823039e+22,908.984192,4781.61621,4.31224155,17.9141006
C,13292,hmi.sharp_cea_720s.9448.20230428_200000_TAI.magnetogram.fits,1681.52844,2.67046939e+23,34222031000000.0,262.232788,16411475800000.0,2.74063966e+22,923.709656,4820.85938,4.24906588,17.7219429
C,13292,hmi.sharp_cea_720s.9448.20230428_203600_TAI.magnetogram.fits,1661.40881,2.7115496e+23,34425870000000.0,274.838409,17039904200000.0,2.79045555e+22,912.306946,4709.07666,4.29966068,18.2411556
C,13292,hmi.sharp_cea_720s.9448.20230428_211200_TAI.magnetogram.fits,1661.74609,2.77927437e+23,35104369900000.0,301.47171,19177567900000.0,2.8457512e+22,922.836182,4640.67041,4.41728592,18.2166939
C,13292,hmi.sharp_cea_720s.9448.20230428_214800_TAI.magnetogram.fits,1672.77905,2.80336737e+23,35896091000000.0,272.99118,16969037300000.0,2.88067594e+22,935.230896,4518.19092,4.51574755,18.745718
C,13292,hmi.sharp_cea_720s.9448.20230428_222400_TAI.magnetogram.fits,1621.21741,2.79252955e+23,34736680500000.0,267.799286,15738060400000.0,2.86548439e+22,935.066345,4503.42188,4.44614124,18.4721165
C,13292,hmi.sharp_cea_720s.9448.20230428_230000_TAI.magnetogram.fits,1619.20496,2.79733471e+23,34864283800000.0,283.700012,16159835400000.0,2.84620448e+22,941.327332,4528.14111,4.43994999,18.530859
C,13292,hmi.sharp_cea_720s.9448.20230428_233600_TAI.magnetogram.fits,1661.50452,2.82860518e+23,35867360000000.0,291.009247,17858339800000.0,2.85650377e+22,951.19043,4544.56787,4.48423958,18.753067
C,13292,hmi.sharp_cea_720s.9448.20230429_001200_TAI.magnetogram.fits,1629.25439,2.80338574e+23,35375099700000.0,278.166321,17120172700000.0,2.83359238e+22,944.767639,4542.23389,4.34988213,19.1509056
C,13292,hmi.sharp_cea_720s.9448.20230429_004800_TAI.magnetogram.fits,1668.51465,2.84019312e+23,35933948700000.0,257.100769,16727068900000.0,2.82772171e+22,956.837585,4607.42383,4.41641998,19.5230198
C,13292,hmi.sharp_cea_720s.9448.20230429_012400_TAI.magnetogram.fits,1701.05188,2.89015282e+23,36553200000000.0,237.701279,15777462700000.0,2.83019464e+22,959.198181,4671.86328,4.45475435,20.0978928
C,13292,hmi.sharp_cea_720s.9448.20230429_020000_TAI.magnetogram.fits,1746.56763,2.95761295e+23,36725275500000.0,267.884857,15778242900000.0,2.83879764e+22,973.289001,4790.57666,4.47709322,19.6738949
C,13292,hmi.sharp_cea_720s.9448.20230429_024800_TAI.magnetogram.fits,1755.13757,3.03541354e+23,37141816000000.0,225.359558,13147343700000.0,2.86591809e+22,978.294189,4851.37109,4.4963069,20.4911594
C,13292,hmi.sharp_cea_720s.9448.20230429_032400_TAI.magnetogram.fits,1705.67371,3.05529963e+23,36329610000000.0,248.991684,15011443400000.0,2.84027189e+22,984.252441,4949.54932,4.53874636,19.9543896
C,13292,hmi.sharp_cea_720s.9448.20230429_040000_TAI.magnetogram.fits,1700.05103,3.09197443e+23,36395401900000.0,252.343124,14604956600000.0,2.85917598e+22,1006.53461,4973.01367,4.41049433,20.6612988
C,13292,hmi.sharp_cea_720s.9448.20230429_043600_TAI.magnetogram.fits,1715.93628,3.09438151e+23,36439026800000.0,251.558762,14984880800000.0,2.86148475e+22,1010.24957,5021.93799,4.3894434,20.1952705
C,13292,hmi.sharp_cea_720s.9448.20230429_051200_TAI.magnetogram.fits,1751.14026,3.12881171e+23,37109331100000.0,263.148193,15419368800000.0,2.82601192e+22,1004.64563,5219.79443,4.43321371,21.0058727
C,13292,hmi.sharp_cea_720s.9448.20230429_054800_TAI.magnetogram.fits,1747.44202,3.12464318e+23,36619813900000.0,280.848999,15521506400000.0,2.7624337e+22,1008.30402,5434.38086,4.47134113,21.3581257
C,13292,hmi.sharp_cea_720s.9448.20230429_062400_TAI.magnetogram.fits,1766.28564,3.11529659e+23,36528164200000.0,297.023468,17321327300000.0,2.69729589e+22,1014.77655,5681.49854,4.5230732,21.9337349
C,13292,hmi.sharp_cea_720s.9448.20230429_070000_TAI.magnetogram.fits,1785.7229,3.11240023e+23,36681436600000.0,282.086273,15781567900000.0,2.64708999e+22,1020.77094,5848.02539,4.51522112,21.5296307
C,13292,hmi.sharp_cea_720s.9448.20230429_073600_TAI.magnetogram.fits,1771.96912,3.08026074e+23,36218150600000.0,233.574554,11406614200000.0,2.63099367e+22,1036.52356,5850.85498,4.49154854,21.8404732
C,13292,hmi.sharp_cea_720s.9448.20230429_081200_TAI.magnetogram.fits,1719.36365,3.0675696e+23,35898418800000.0,214.011414,10462454300000.0,2.64532232e+22,1035.57202,5656.65723,4.47535181,21.4820976
C,13292,hmi.sharp_cea_720s.9448.20230429_084800_TAI.magnetogram.fits,1663.46655,3.00387537e+23,35013267600000.0,189.974411,9731157520000.0,2.66662795e+22,1041.10583,5350.64551,4.47111177,21.1695404
