CLASS,noaaID,FITS文件,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
N,13680,hmi.sharp_cea_720s.11213.20240518_062400_TAI.magnetogram.fits,2062.04492,1.36760314e+23,48052274500000.0,7.42452002,6886491950000.0,3.19163328e+22,2740.82715,1881.5426,3.03621292,5.8102355
N,13680,hmi.sharp_cea_720s.11213.20240518_063600_TAI.magnetogram.fits,2115.55103,1.36960274e+23,49190637900000.0,8.82450962,10631759500000.0,3.22023068e+22,2755.16309,1864.8042,2.84900117,5.68866062
N,13680,hmi.sharp_cea_720s.11213.20240518_070000_TAI.magnetogram.fits,2179.86157,1.37792422e+23,50964241300000.0,28.2062054,11114480900000.0,3.26559409e+22,2764.48096,1835.9325,3.42642021,6.37541103
N,13680,hmi.sharp_cea_720s.11213.20240518_074800_TAI.magnetogram.fits,2335.80151,1.43418769e+23,55030984000000.0,37.5352783,7034307080000.0,3.35660554e+22,2782.75391,1859.0863,3.30107856,6.83778381
N,13680,hmi.sharp_cea_720s.11213.20240518_081200_TAI.magnetogram.fits,2379.92139,1.447556e+23,55563748600000.0,55.6807976,5628429340000.0,3.38993983e+22,2817.77295,1875.93018,3.33405638,6.45566559
N,13680,hmi.sharp_cea_720s.11213.20240518_083600_TAI.magnetogram.fits,2410.70044,1.46329518e+23,55695634300000.0,83.1341705,5504734590000.0,3.35395832e+22,2836.23608,1934.00598,3.35486603,6.50670528
N,13680,hmi.sharp_cea_720s.11213.20240518_084800_TAI.magnetogram.fits,2432.92188,1.47815616e+23,56063147600000.0,89.2492523,5366983690000.0,3.36484352e+22,2849.97754,1953.06445,3.2706511,6.53283978
N,13688,hmi.sharp_cea_720s.11237.20240523_010000_TAI.magnetogram.fits,3432.98071,1.04621458e+24,70964159200000.0,157.12294,7786003960000.0,3.81115767e+22,2590.22754,12239.1621,4.31054401,46.7125511
N,13688,hmi.sharp_cea_720s.11237.20240523_011200_TAI.magnetogram.fits,3451.44043,1.04399492e+24,71853200600000.0,135.786789,7019495420000.0,3.80767954e+22,2597.6167,12232.3867,4.24479961,46.6459198
N,13688,hmi.sharp_cea_720s.11237.20240523_021200_TAI.magnetogram.fits,3481.74023,1.03912361e+24,72801390200000.0,142.389801,8765940170000.0,3.84791741e+22,2584.11621,11951.0352,4.27736902,45.5300827
N,13688,hmi.sharp_cea_720s.11237.20240523_023600_TAI.magnetogram.fits,3466.73364,1.03259116e+24,71842220000000.0,167.052673,10868331900000.0,3.81182961e+22,2581.99951,12111.2061,4.16242075,46.1860771
N,13688,hmi.sharp_cea_720s.11237.20240523_034800_TAI.magnetogram.fits,3360.09204,1.02050508e+24,66361174800000.0,136.923569,7714931470000.0,3.6611493e+22,2587.68408,12934.5225,4.13290834,47.0719948
N,13688,hmi.sharp_cea_720s.11237.20240523_040000_TAI.magnetogram.fits,3328.38525,1.0188621e+24,65282982800000.0,152.628464,10344665700000.0,3.63499892e+22,2588.09668,13030.1602,4.22158432,47.3334694
N,13688,hmi.sharp_cea_720s.11237.20240523_042400_TAI.magnetogram.fits,3250.96899,1.01268856e+24,63221310400000.0,142.718903,8552893120000.0,3.56308545e+22,2602.01855,13264.5859,4.25436974,48.5709801
N,13688,hmi.sharp_cea_720s.11237.20240523_052400_TAI.magnetogram.fits,3008.15405,9.99267476e+23,56862888200000.0,183.635239,8327300910000.0,3.36820163e+22,2620.61255,14073.1543,4.1818924,50.9501343
N,13688,hmi.sharp_cea_720s.11237.20240523_054800_TAI.magnetogram.fits,2926.28296,9.87898373e+23,54841107800000.0,179.217911,9579120300000.0,3.29927967e+22,2639.60962,14160.4072,4.14429379,52.4270897
N,13688,hmi.sharp_cea_720s.11237.20240523_061200_TAI.magnetogram.fits,2858.18091,9.80599732e+23,53369146200000.0,166.280045,9487887890000.0,3.22519568e+22,2646.46484,14294.7031,4.26943398,53.4130936
N,13688,hmi.sharp_cea_720s.11237.20240523_071200_TAI.magnetogram.fits,2806.54297,9.69802766e+23,51132260900000.0,181.466476,7281293390000.0,3.21069386e+22,2666.29492,14100.459,4.33776283,53.2448959
N,13688,hmi.sharp_cea_720s.11237.20240523_073600_TAI.magnetogram.fits,2920.44482,9.78998972e+23,53943619000000.0,184.219681,7888192410000.0,3.31203386e+22,2673.66016,13515.9424,4.38797283,52.4742851
N,13688,hmi.sharp_cea_720s.11237.20240523_074800_TAI.magnetogram.fits,3002.16626,9.80818426e+23,55898991000000.0,172.444122,7233050510000.0,3.41166497e+22,2673.77417,13113.3398,4.34850454,51.3831673
N,13688,hmi.sharp_cea_720s.11237.20240523_090000_TAI.magnetogram.fits,3539.68677,9.90444024e+23,65906625500000.0,169.991028,6496085610000.0,3.80704769e+22,2703.82031,12451.0244,4.28824711,45.2302246
N,13688,hmi.sharp_cea_720s.11237.20240523_092400_TAI.magnetogram.fits,3518.51392,9.89603544e+23,64286101600000.0,166.50296,8353945220000.0,3.75750517e+22,2704.42578,13086.7275,4.36082697,44.852478
N,13688,hmi.sharp_cea_720s.11237.20240523_102400_TAI.magnetogram.fits,3251.89575,9.8317053e+23,59326194500000.0,236.916214,11033406100000.0,3.67798511e+22,2729.41064,13233.3691,4.44215059,46.9102478
N,13688,hmi.sharp_cea_720s.11237.20240523_104800_TAI.magnetogram.fits,3131.68799,9.78020646e+23,57675626800000.0,250.395538,12544330700000.0,3.63621872e+22,2729.90845,13177.9521,4.41895723,47.258606
N,13688,hmi.sharp_cea_720s.11237.20240523_110000_TAI.magnetogram.fits,3064.07471,9.74240865e+23,56461560400000.0,236.918106,11595723800000.0,3.61836938e+22,2728.42749,13039.0586,4.34178352,47.7044487
N,13688,hmi.sharp_cea_720s.11237.20240523_120000_TAI.magnetogram.fits,2954.01294,9.64895139e+23,56777508900000.0,267.388123,13789682500000.0,3.5831375e+22,2721.17969,12418.6533,4.36514854,48.5804634
N,13688,hmi.sharp_cea_720s.11237.20240523_122400_TAI.magnetogram.fits,2894.11523,9.62467951e+23,56138703800000.0,243.124832,12400784800000.0,3.57699887e+22,2717.26392,12199.3301,4.29584789,48.7501488
N,13688,hmi.sharp_cea_720s.11237.20240523_124800_TAI.magnetogram.fits,2894.63989,9.58496785e+23,56472897600000.0,257.938721,13526501400000.0,3.56910698e+22,2707.76172,12139.5967,4.34352732,48.9983673
N,13688,hmi.sharp_cea_720s.11237.20240523_140000_TAI.magnetogram.fits,2862.6272,9.46835489e+23,55477065000000.0,247.549088,11127717100000.0,3.56570069e+22,2708.69556,12011.5029,4.31970978,48.436554
N,13688,hmi.sharp_cea_720s.11237.20240523_141200_TAI.magnetogram.fits,2873.69849,9.49667929e+23,55960546600000.0,261.494781,13470674200000.0,3.56232118e+22,2709.25732,12047.8369,4.30018616,48.6235123
N,13688,hmi.sharp_cea_720s.11237.20240523_152400_TAI.magnetogram.fits,2923.16284,9.36260604e+23,56972082700000.0,253.296875,13387910100000.0,3.59578946e+22,2698.56519,11984.7656,4.43675995,47.5299225
N,13688,hmi.sharp_cea_720s.11237.20240523_154800_TAI.magnetogram.fits,2920.11523,9.31986724e+23,56485451100000.0,208.040512,11267789000000.0,3.61720115e+22,2700.25854,12084.5439,4.40681505,46.6920395
N,13688,hmi.sharp_cea_720s.11237.20240523_160000_TAI.magnetogram.fits,2992.72192,9.30747766e+23,57320927100000.0,212.534698,11132866700000.0,3.62942797e+22,2679.99634,12008.5156,4.42996454,46.8027153
N,13688,hmi.sharp_cea_720s.11237.20240523_171200_TAI.magnetogram.fits,3161.58398,9.2698953e+23,58509148300000.0,182.353592,10380005900000.0,3.69140291e+22,2651.67822,12604.4814,4.35332823,43.5750656
N,13688,hmi.sharp_cea_720s.11237.20240523_173600_TAI.magnetogram.fits,3269.97754,9.19689015e+23,60574369100000.0,194.032257,11056869000000.0,3.71496349e+22,2644.77686,12491.9043,4.35366392,42.6213531
N,13688,hmi.sharp_cea_720s.11237.20240523_174800_TAI.magnetogram.fits,3320.40454,9.19150889e+23,61781640700000.0,168.797363,10553529500000.0,3.73254216e+22,2634.87183,12338.1494,4.37178993,42.6758156
N,13688,hmi.sharp_cea_720s.11237.20240523_190000_TAI.magnetogram.fits,3276.70166,9.09389607e+23,61470201100000.0,186.060944,11372652900000.0,3.68569234e+22,2607.1106,11650.3076,4.41621637,44.252758
N,13688,hmi.sharp_cea_720s.11237.20240523_192400_TAI.magnetogram.fits,3118.10522,9.03487081e+23,58312485800000.0,205.712646,11438512900000.0,3.54033979e+22,2589.48828,12001.2285,4.40389061,46.1005173
N,13688,hmi.sharp_cea_720s.11237.20240523_202400_TAI.magnetogram.fits,2716.28931,8.84373372e+23,51107887800000.0,213.932526,11473730400000.0,3.27224951e+22,2534.71973,12989.5342,4.29173374,48.3809929
N,13688,hmi.sharp_cea_720s.11237.20240523_204800_TAI.magnetogram.fits,2736.5293,8.87326725e+23,51264696100000.0,200.791794,10506351900000.0,3.28926389e+22,2523.9895,13109.8867,4.37014055,48.401844
N,13688,hmi.sharp_cea_720s.11237.20240523_211200_TAI.magnetogram.fits,2843.53784,8.83787472e+23,52792286800000.0,179.380875,10301579700000.0,3.34836597e+22,2494.86304,12950.6162,4.30122709,47.1704369
N,13688,hmi.sharp_cea_720s.11237.20240523_220000_TAI.magnetogram.fits,2991.15894,8.89062232e+23,56959545900000.0,157.176285,11918999800000.0,3.49209385e+22,2455.61035,12519.9082,4.25048351,45.4115295
N,13688,hmi.sharp_cea_720s.11237.20240523_222400_TAI.magnetogram.fits,3086.00708,8.9453234e+23,59479395700000.0,158.630157,10858757400000.0,3.57271932e+22,2445.43311,12153.7139,4.29226589,44.8764915
N,13688,hmi.sharp_cea_720s.11237.20240523_224800_TAI.magnetogram.fits,3161.05054,8.9212259e+23,62232671000000.0,142.089981,11702493000000.0,3.65708345e+22,2436.18384,11695.9424,4.25559044,43.1583519
N,13688,hmi.sharp_cea_720s.11237.20240523_233600_TAI.magnetogram.fits,3303.83496,8.84970657e+23,66670181700000.0,114.463211,10294041500000.0,3.77775357e+22,2386.98877,10870.127,4.12369299,42.0256767
N,13688,hmi.sharp_cea_720s.11237.20240524_000000_TAI.magnetogram.fits,3333.43237,8.80940981e+23,68197151700000.0,80.0366211,9096186040000.0,3.83247366e+22,2379.90063,10491.1885,4.09213829,41.7046242
N,13688,hmi.sharp_cea_720s.11237.20240524_002400_TAI.magnetogram.fits,3281.02466,8.80228619e+23,68240571100000.0,116.243523,9879186050000.0,3.85064163e+22,2386.21265,10238.9893,4.13365126,41.640274
N,13689,hmi.sharp_cea_720s.11263.20240525_002400_TAI.magnetogram.fits,270.219757,2.30664803e+22,5068271120000.0,23.9048901,1881153860000.0,2.90637888e+21,243.772476,3893.4668,0.0,13.9878941
N,13689,hmi.sharp_cea_720s.11263.20240525_004800_TAI.magnetogram.fits,278.039551,2.30719859e+22,5229951060000.0,13.4466047,1065888650000.0,2.90519331e+21,243.758591,3861.50244,0.0,15.6256943
N,13689,hmi.sharp_cea_720s.11263.20240525_011200_TAI.magnetogram.fits,281.202576,2.33380856e+22,5276426570000.0,26.345356,2111981360000.0,2.93101075e+21,240.93956,4049.14111,2.27806854,13.4101372
N,13689,hmi.sharp_cea_720s.11263.20240525_021200_TAI.magnetogram.fits,276.525848,2.36838945e+22,5285124510000.0,39.1880569,2362211300000.0,2.88537916e+21,241.264191,4131.98828,2.91436601,13.9017611
N,13689,hmi.sharp_cea_720s.11263.20240525_023600_TAI.magnetogram.fits,275.061798,2.22401058e+22,5218943630000.0,22.5150642,1784651580000.0,2.85168491e+21,242.597641,3910.90869,3.21732759,13.2648287
N,13689,hmi.sharp_cea_720s.11263.20240525_030000_TAI.magnetogram.fits,270.244904,2.21668007e+22,5057839370000.0,24.4946804,1359718380000.0,2.85240662e+21,242.455597,3994.09155,2.85141993,11.5099306
N,13689,hmi.sharp_cea_720s.11263.20240525_040000_TAI.magnetogram.fits,242.720657,2.11616963e+22,4523570500000.0,17.7860451,985635488000.0,2.5743358e+21,237.89505,4275.41797,2.72194147,11.2691174
N,13689,hmi.sharp_cea_720s.11263.20240525_041200_TAI.magnetogram.fits,244.744431,2.11353255e+22,4564171360000.0,25.8107109,1404128850000.0,2.54619618e+21,237.632294,4288.49951,2.81127024,11.6410675
N,13689,hmi.sharp_cea_720s.11263.20240525_043600_TAI.magnetogram.fits,228.497787,2.04914954e+22,4137847360000.0,31.1833038,1174594910000.0,2.44262915e+21,231.909882,4446.63477,1.83076155,9.88472652
N,13689,hmi.sharp_cea_720s.11263.20240525_053600_TAI.magnetogram.fits,209.197037,1.80171254e+22,3851426730000.0,25.3963585,1304803150000.0,2.3050864e+21,236.789978,3970.34204,0.0,10.916008
N,13689,hmi.sharp_cea_720s.11263.20240525_060000_TAI.magnetogram.fits,207.865005,1.7406801e+22,3807444990000.0,19.280571,843473224000.0,2.29704607e+21,233.310638,3903.24219,1.57049477,10.2441931
N,13689,hmi.sharp_cea_720s.11263.20240525_070000_TAI.magnetogram.fits,248.3526,1.64754476e+22,4462748370000.0,26.177002,1303546560000.0,2.50430792e+21,232.005554,3234.04492,0.0,13.2429619
N,13689,hmi.sharp_cea_720s.11263.20240525_072400_TAI.magnetogram.fits,278.641632,1.70286731e+22,5136184250000.0,34.4460678,1716283900000.0,2.70498269e+21,241.745956,3125.11914,0.0,11.9668531
N,13689,hmi.sharp_cea_720s.11263.20240525_074800_TAI.magnetogram.fits,283.716949,1.75928503e+22,5320571620000.0,25.0292721,1022144540000.0,2.74952864e+21,238.320999,3185.95117,2.35782933,10.9668112
N,13689,hmi.sharp_cea_720s.11263.20240525_084800_TAI.magnetogram.fits,244.309311,1.69495719e+22,4310618080000.0,22.1086826,1371494940000.0,2.46230819e+21,233.725388,3736.18359,2.40716887,10.0995321
N,13689,hmi.sharp_cea_720s.11263.20240525_091200_TAI.magnetogram.fits,226.687531,1.60272843e+22,3924931900000.0,19.844593,1447840580000.0,2.3565945e+21,231.112228,3695.14136,1.82361293,8.23637486
N,13689,hmi.sharp_cea_720s.11263.20240525_093600_TAI.magnetogram.fits,209.556717,1.7226648e+22,4015831120000.0,19.9830036,1238375990000.0,2.31277335e+21,233.951004,3630.40527,1.8373028,14.4976215
N,13689,hmi.sharp_cea_720s.11263.20240525_103600_TAI.magnetogram.fits,225.014587,1.82631706e+22,4581472860000.0,26.2437,2064036130000.0,2.47809359e+21,249.026764,3349.22681,3.02278066,17.7301502
N,13689,hmi.sharp_cea_720s.11263.20240525_110000_TAI.magnetogram.fits,247.623932,1.9371288e+22,5062582600000.0,12.927949,767408275000.0,2.65726761e+21,258.204041,3219.93945,3.03411078,19.3156738
N,13689,hmi.sharp_cea_720s.11263.20240525_120000_TAI.magnetogram.fits,266.349182,1.9270466e+22,5362967120000.0,39.4195213,2436630580000.0,2.79120439e+21,274.358673,3154.43628,3.38202667,17.217392
N,13689,hmi.sharp_cea_720s.11263.20240525_123600_TAI.magnetogram.fits,304.771484,2.24804539e+22,6070367940000.0,25.3810406,1994415410000.0,2.85902325e+21,279.065735,3495.24829,3.34777379,21.6188316
N,13689,hmi.sharp_cea_720s.11263.20240525_124800_TAI.magnetogram.fits,312.284576,2.2577565e+22,6172278520000.0,22.8824577,1500771520000.0,2.86178818e+21,281.839294,3522.71216,3.46701145,23.0625782
N,13689,hmi.sharp_cea_720s.11263.20240525_140000_TAI.magnetogram.fits,384.328613,2.9896716e+22,8153821350000.0,26.421484,3352087230000.0,3.15618764e+21,304.232422,3835.71826,3.50620008,29.4939518
N,13689,hmi.sharp_cea_720s.11263.20240525_142400_TAI.magnetogram.fits,400.529755,2.975626e+22,8360452690000.0,20.3281689,3572526220000.0,3.24248083e+21,308.869049,3725.03271,3.51226783,28.2626781
N,13689,hmi.sharp_cea_720s.11263.20240525_152400_TAI.magnetogram.fits,437.721985,3.46482186e+22,8304686270000.0,14.4597912,3207019890000.0,3.25587144e+21,317.351624,4539.69873,3.68909693,28.8324356
N,13689,hmi.sharp_cea_720s.11263.20240525_154800_TAI.magnetogram.fits,419.270294,3.63228055e+22,8374763650000.0,15.2125692,3211557080000.0,3.29846198e+21,325.752991,4603.70215,3.59238696,29.843462
N,13689,hmi.sharp_cea_720s.11263.20240525_161200_TAI.magnetogram.fits,464.493317,4.25092967e+22,8934565870000.0,8.13795662,3715912700000.0,3.42177926e+21,334.441406,5122.25146,3.73115277,32.1011353
N,13689,hmi.sharp_cea_720s.11263.20240525_170000_TAI.magnetogram.fits,459.698212,4.42277488e+22,8622070820000.0,4.51713657,4006604700000.0,3.5868725e+21,352.583374,5195.46191,3.86123657,30.7956314
N,13689,hmi.sharp_cea_720s.11263.20240525_174800_TAI.magnetogram.fits,497.823059,5.09195168e+22,9025253020000.0,0.858411849,2954551620000.0,3.867592e+21,367.918182,5803.19629,4.048985,30.3466015
N,13689,hmi.sharp_cea_720s.11263.20240525_184800_TAI.magnetogram.fits,550.80603,4.8144669e+22,9604506320000.0,1.26429975,3044065150000.0,4.14763905e+21,361.577637,5470.39355,3.89641714,29.2590923
N,13689,hmi.sharp_cea_720s.11263.20240525_191200_TAI.magnetogram.fits,548.508728,4.85522537e+22,9746014800000.0,6.79152298,2295784540000.0,4.25243894e+21,357.084412,5450.90283,3.91751027,26.1816025
N,13689,hmi.sharp_cea_720s.11263.20240525_202400_TAI.magnetogram.fits,549.51532,5.45508323e+22,11392941800000.0,63.1352768,5489421710000.0,4.20821303e+21,373.448669,5243.30566,3.35949898,35.37146
N,13689,hmi.sharp_cea_720s.11263.20240525_204800_TAI.magnetogram.fits,510.316711,5.6276472e+22,10409362800000.0,44.4115181,4987406520000.0,3.98518155e+21,378.863403,5677.30762,3.55723691,38.4512329
N,13689,hmi.sharp_cea_720s.11263.20240525_211200_TAI.magnetogram.fits,486.607819,5.55796886e+22,9934180710000.0,53.3870201,6849123840000.0,3.86093286e+21,382.760345,5815.0293,3.81409264,38.946785
N,13689,hmi.sharp_cea_720s.11263.20240525_220000_TAI.magnetogram.fits,467.92691,5.44919027e+22,9076723420000.0,41.7678833,4796312980000.0,3.906614e+21,386.246918,6079.66895,3.58977222,36.0053329
N,13689,hmi.sharp_cea_720s.11263.20240525_222400_TAI.magnetogram.fits,462.298096,5.44868046e+22,8727250860000.0,33.0830803,4323297200000.0,3.97208621e+21,391.88916,6259.01318,3.90021849,32.8604126
N,13689,hmi.sharp_cea_720s.11263.20240525_223600_TAI.magnetogram.fits,482.355469,5.48855848e+22,9369293950000.0,49.1155548,4807746650000.0,4.0256371e+21,389.221344,6103.69531,3.880229,33.156105
N,13689,hmi.sharp_cea_720s.11263.20240525_233600_TAI.magnetogram.fits,492.427734,5.86721889e+22,9765734320000.0,42.8946152,4667215450000.0,4.28664547e+21,400.19162,6026.37988,3.72754502,33.5288506
N,13689,hmi.sharp_cea_720s.11263.20240525_234800_TAI.magnetogram.fits,504.54776,5.67988716e+22,9955570610000.0,26.7748814,3641925960000.0,4.33258078e+21,394.652039,5867.58154,3.64991975,32.4598694
N,13689,hmi.sharp_cea_720s.11263.20240526_002400_TAI.magnetogram.fits,482.73111,5.79972119e+22,9649753420000.0,14.441247,3368138570000.0,4.45277256e+21,404.629303,5775.83984,3.58511591,34.0695686
N,13690,hmi.sharp_cea_720s.11275.20240528_060000_TAI.magnetogram.fits,4555.4668,9.56681078e+23,92207629500000.0,28.5732193,3423983370000.0,7.17173246e+22,2645.57495,6534.0708,4.92711353,24.4104214
N,13690,hmi.sharp_cea_720s.11275.20240528_062400_TAI.magnetogram.fits,4576.26904,9.57587346e+23,92399342700000.0,54.5984001,3841084880000.0,7.08478866e+22,2647.11182,6705.01367,4.93760777,24.9472294
N,13690,hmi.sharp_cea_720s.11275.20240528_064800_TAI.magnetogram.fits,4592.95361,9.56276907e+23,92336554000000.0,46.1935081,3848498840000.0,7.00058081e+22,2661.91772,6829.58887,4.87004328,25.3592339
N,13690,hmi.sharp_cea_720s.11275.20240528_074800_TAI.magnetogram.fits,4724.33008,9.6179133e+23,94404589100000.0,108.790825,5022442590000.0,7.05290588e+22,2711.78223,6877.8418,4.90382099,24.7927284
N,13690,hmi.sharp_cea_720s.11275.20240528_080000_TAI.magnetogram.fits,4726.37061,9.64491256e+23,94852540800000.0,148.140442,4630426680000.0,7.0435519e+22,2720.20923,6862.61035,4.93798161,24.7725048
N,13690,hmi.sharp_cea_720s.11275.20240528_082400_TAI.magnetogram.fits,4746.22363,9.68405641e+23,95687081500000.0,130.328751,2947297840000.0,7.0965989e+22,2712.00879,6727.58936,4.95461845,24.5910568
N,13690,hmi.sharp_cea_720s.11275.20240528_092400_TAI.magnetogram.fits,4629.69482,9.57645713e+23,94058408100000.0,122.292046,4446024110000.0,7.15563209e+22,2745.3855,6369.02197,4.93825817,24.7476139
N,13690,hmi.sharp_cea_720s.11275.20240528_094800_TAI.magnetogram.fits,4623.91064,9.59650067e+23,93574335000000.0,148.240204,4681507540000.0,7.14167768e+22,2747.53149,6378.97412,4.91612339,25.020525
N,13690,hmi.sharp_cea_720s.11275.20240528_100000_TAI.magnetogram.fits,4578.91553,9.62055494e+23,93301948500000.0,126.702232,3818417550000.0,7.16583049e+22,2748.54639,6343.38867,4.88761759,24.8318729
N,13690,hmi.sharp_cea_720s.11275.20240528_102400_TAI.magnetogram.fits,4540.76318,9.58311741e+23,92161911600000.0,128.853745,2970109610000.0,7.15061012e+22,2738.93994,6324.96338,4.89981937,24.9230843
N,13690,hmi.sharp_cea_720s.11275.20240528_112400_TAI.magnetogram.fits,4635.50342,9.84591506e+23,94490916300000.0,230.834167,5328038000000.0,7.07968428e+22,2774.27368,6644.89697,4.93774462,25.9267578
N,13690,hmi.sharp_cea_720s.11275.20240528_113600_TAI.magnetogram.fits,4674.05127,9.91893174e+23,95436656300000.0,206.447021,3313802150000.0,7.05635519e+22,2780.15137,6730.85352,4.92224646,26.0742226
N,13690,hmi.sharp_cea_720s.11275.20240528_120000_TAI.magnetogram.fits,4685.20264,9.9026352e+23,95528494800000.0,195.917847,2684893790000.0,7.02967181e+22,2793.91919,6787.94141,4.9068203,26.3104229
N,13690,hmi.sharp_cea_720s.11275.20240528_130000_TAI.magnetogram.fits,4767.2998,9.88875474e+23,97700078900000.0,251.375458,8750268150000.0,6.94888849e+22,2776.60693,6900.60889,4.87830019,26.7957916
N,13690,hmi.sharp_cea_720s.11275.20240528_132400_TAI.magnetogram.fits,4734.0752,9.89661983e+23,97815766200000.0,255.633591,9057572230000.0,6.93474404e+22,2794.26831,6890.1333,4.90825367,27.2627239
N,13690,hmi.sharp_cea_720s.11275.20240528_134800_TAI.magnetogram.fits,4713.95166,9.84666302e+23,96927471400000.0,280.217804,10858892600000.0,6.90296394e+22,2803.19946,6895.71191,4.95298052,27.1209621
N,13690,hmi.sharp_cea_720s.11275.20240528_143600_TAI.magnetogram.fits,4673.74756,9.83493925e+23,96377589700000.0,221.780228,4970456290000.0,6.89752854e+22,2841.01831,6852.5127,4.98163986,27.2404251
N,13690,hmi.sharp_cea_720s.11275.20240528_150000_TAI.magnetogram.fits,4631.82031,9.75833338e+23,95787124000000.0,189.779068,7289098470000.0,6.8887785e+22,2840.16113,6796.18213,4.93443251,27.2480068
N,13690,hmi.sharp_cea_720s.11275.20240528_160000_TAI.magnetogram.fits,4553.12744,9.59116192e+23,93796129800000.0,172.652679,4462397100000.0,6.90348725e+22,2876.40649,6680.00439,4.92469311,26.4720554
N,13690,hmi.sharp_cea_720s.11275.20240528_162400_TAI.magnetogram.fits,4486.37549,9.54767372e+23,93465182500000.0,197.340042,6856095300000.0,6.94817692e+22,2891.69556,6507.65967,4.89749527,26.1681461
N,13690,hmi.sharp_cea_720s.11275.20240528_164800_TAI.magnetogram.fits,4465.88379,9.51957342e+23,93335117100000.0,196.409256,6863037400000.0,6.96455156e+22,2895.93018,6421.02637,4.94181967,25.5681458
N,13690,hmi.sharp_cea_720s.11275.20240528_174800_TAI.magnetogram.fits,4477.24512,9.48437257e+23,93905727000000.0,189.869736,5102349320000.0,6.92569586e+22,2929.92017,6392.1875,4.96886635,25.7169456
N,13690,hmi.sharp_cea_720s.11275.20240528_181200_TAI.magnetogram.fits,4596.29932,9.44669798e+23,94706864200000.0,174.379669,5590945370000.0,6.94315811e+22,2942.78979,6415.7793,4.93666887,25.3113976
N,13690,hmi.sharp_cea_720s.11275.20240528_183600_TAI.magnetogram.fits,4666.18066,9.5244438e+23,96025838600000.0,213.286163,5358667960000.0,6.91215083e+22,2972.77368,6553.22217,4.91372013,25.6855431
N,13690,hmi.sharp_cea_720s.11275.20240528_193600_TAI.magnetogram.fits,4791.80713,9.54982176e+23,97797118400000.0,262.726379,8605068170000.0,6.8092697e+22,2977.95483,6891.19189,4.92238998,26.1631641
N,13690,hmi.sharp_cea_720s.11275.20240528_200000_TAI.magnetogram.fits,4725.77295,9.50868624e+23,96319096000000.0,233.796707,6215348260000.0,6.73814885e+22,2960.74414,6959.07617,4.9285841,26.2193108
N,13690,hmi.sharp_cea_720s.11275.20240528_201200_TAI.magnetogram.fits,4729.69385,9.50177952e+23,96700618200000.0,239.981995,4258597960000.0,6.74310912e+22,2956.0,6943.4248,4.91477489,26.1133709
N,13690,hmi.sharp_cea_720s.11275.20240528_211200_TAI.magnetogram.fits,4518.76465,9.46470229e+23,95021529300000.0,175.754715,3075541040000.0,6.83881962e+22,2939.83057,6596.07422,4.87210131,26.1425705
N,13690,hmi.sharp_cea_720s.11275.20240528_213600_TAI.magnetogram.fits,4429.87549,9.3938603e+23,93553623600000.0,201.177689,4227918990000.0,6.81634846e+22,2923.15771,6517.20947,4.84524679,26.1814156
N,13690,hmi.sharp_cea_720s.11275.20240528_220000_TAI.magnetogram.fits,4383.44531,9.35048235e+23,92794462900000.0,156.721588,3105531630000.0,6.80480933e+22,2915.22729,6444.30322,4.85242796,25.874094
N,13690,hmi.sharp_cea_720s.11275.20240528_230000_TAI.magnetogram.fits,4389.37939,9.24437538e+23,93357640500000.0,213.501083,5638715340000.0,6.8018257e+22,2880.79883,6302.81494,4.86083937,25.715992
N,13690,hmi.sharp_cea_720s.11275.20240528_232400_TAI.magnetogram.fits,4416.71729,9.25705536e+23,94069195800000.0,193.506821,4972469030000.0,6.7712976e+22,2864.81787,6362.44434,4.85216427,25.9054718
N,13690,hmi.sharp_cea_720s.11275.20240529_002400_TAI.magnetogram.fits,4422.40967,9.18573203e+23,92831725100000.0,211.60907,5956820800000.0,6.66607595e+22,2862.17725,6500.56934,4.8288331,26.4929237
N,13690,hmi.sharp_cea_720s.11275.20240529_004800_TAI.magnetogram.fits,4438.31641,9.17754485e+23,93508023100000.0,174.046753,6324691660000.0,6.62561516e+22,2869.93604,6539.0835,4.81068897,26.7493687
N,13690,hmi.sharp_cea_720s.11275.20240529_021200_TAI.magnetogram.fits,4508.14307,9.14694991e+23,95431556100000.0,147.973465,4370805290000.0,6.62640959e+22,2899.0481,6505.6499,4.81509495,26.9339771
N,13690,hmi.sharp_cea_720s.11275.20240529_022400_TAI.magnetogram.fits,4499.90527,9.10666107e+23,95333703000000.0,153.248093,2138276100000.0,6.60702835e+22,2909.11987,6500.51172,4.82658863,26.7549553
N,13690,hmi.sharp_cea_720s.11275.20240529_024800_TAI.magnetogram.fits,4531.14307,9.13588763e+23,95724142300000.0,171.471146,4279735940000.0,6.62745578e+22,2911.42993,6519.58496,4.83856106,26.6253471
N,13690,hmi.sharp_cea_720s.11275.20240529_034800_TAI.magnetogram.fits,4478.76807,9.04310772e+23,94127043600000.0,197.628235,3898628370000.0,6.56989212e+22,2886.38623,6492.38281,4.81095409,26.2609425
