Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.6000000000000001,Accuracy,0.877,0.877
0.6000000000000001,Recall,0.869,0.916
0.6000000000000001,Precision,0.978,0.611
0.6000000000000001,TSS,0.785,0.785
0.6000000000000001,HSS,0.658,0.658
0.6000000000000001,FAR,0.021,0.388
0.6000000000000001,FPR,0.083,0.13
