Threshold,TSS
0.05,0.066
0.1,-0.006
0.15000000000000002,0.026
0.2,0.078
0.25,0.106
0.3,0.041
0.35000000000000003,0.041
0.4,0.041
0.45,0.041
0.5,0.041
0.55,0.041
0.6000000000000001,0.041
0.6500000000000001,0.041
0.7000000000000001,0.041
0.7500000000000001,0.041
0.8,0.041
0.8500000000000001,0.041
0.9000000000000001,0.041
0.9500000000000001,0.041
