Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.046
0.2,0.261
0.25,0.317
0.3,0.383
0.35000000000000003,0.476
0.4,0.672
0.45,0.645
0.5,0.729
0.55,0.748
0.6000000000000001,0.785
0.6500000000000001,0.67
0.7000000000000001,0.633
0.7500000000000001,0.601
0.8,0.578
0.8500000000000001,0.462
0.9000000000000001,0.323
0.9500000000000001,0.083
