id,noaaID,lat,lon,hasNOAAMeta,model,prediction_window_start,prediction_window_end,issue_time,CPlus,MPlus,C,M,X,prediction_date,MPlus_avg
f77b547c-8bcf-4df1-ac70-d879b91f2f12,13634,27,-54.0,True,NOAA_1,2024/4/9 0:00,2024/4/10 0:00,2024/4/8 22:00,,0.02,0.100000001,0.01,0.01,20240409,0.02
78e97cfa-d438-4644-8fae-d291730ac0e3,13634,27,-40.0,True,AMOS_v1,2024/4/10 0:00,2024/4/11 0:00,2024/4/10 0:30,0.024499999,0.0032,,,0.0,20240410,0.007050000000000001
34c9b5d8-10db-4bf6-805d-fa45597baf2f,13634,26,-23.0,True,AMOS_v1,2024/4/11 0:00,2024/4/12 0:00,2024/4/11 0:30,0.024499999,0.0032,,,0.0,20240411,0.0032
861ebdde-a776-4023-acaa-b3b5c72945eb,13635,19,-48.0,True,ASAP_1,2024/4/11 0:00,2024/4/12 0:00,2024/4/11 0:00,,0.02,0.179000005,0.02,0.0,20240411,0.01225
02625707-b96a-4602-9296-c4f575ead599,13635,20,-38.0,True,AMOS_v1,2024/4/12 0:00,2024/4/13 0:00,2024/4/12 0:30,0.0403,0.0055,,,0.0,20240412,0.016166666333333333
85aaa52a-add3-4167-bca8-49a4e556bc06,13636,-21,-72.0,True,ASAP_1,2024/4/12 0:00,2024/4/13 0:00,2024/4/12 0:00,,0.0217,0.193000004,0.0217,0.0,20240412,0.02085
8a46a7dc-e481-4879-be5f-86e98ef28cb4,13636,-21,-58.0,True,AMOS_v1,2024/4/13 0:00,2024/4/14 0:00,2024/4/13 0:30,0.0407,0.0,,,0.0,20240413,0.0095
e1757b1e-e5c9-43e4-829e-d42e3d69a3b9,13636,-21,-46.0,True,AMOS_v1,2024/4/14 0:00,2024/4/15 0:00,2024/4/14 0:30,0.0407,0.0,,,0.0,20240414,0.0
d7d8ecc6-9d83-42d0-aa46-8747237e17b3,13637,-11,-66.0,True,MAG4_LOS_FEr,2024/4/14 0:00,2024/4/15 0:00,2024/4/14 0:00,,0.002,,0.002,0.0,20240414,0.0015
0ab8cf80-d528-4b99-9152-8635f7cd74d6,13638,-17,-70.0,True,ASAP_1,2024/4/14 0:00,2024/4/15 0:00,2024/4/14 0:00,,0.065499999,0.314999998,0.065499999,0.0,20240414,0.042749999500000004
22d3666f-2a0d-405b-aa33-a5eb24433bbf,13638,-17,-58.0,True,AMOS_v1,2024/4/15 0:00,2024/4/16 0:00,2024/4/15 0:30,0.0407,0.0,,,0.0,20240415,0.0
