id,noaaID,lat,lon,hasNOAAMeta,model,prediction_window_start,prediction_window_end,issue_time,CPlus,MPlus,C,M,X
ac8f50ee-e3bd-47a2-bcce-780c24382ac8,13180,19,-56.0,True,AMOS_v1,2023/1/1 0:00,2023/1/2 0:00,2023/1/1 0:30,0.253199995,0.0317,,,0.0012
f1649d56-a97b-41e8-a801-4605372bea78,13180,19,-56.0,True,ASAP_1,2023/1/1 0:00,2023/1/2 0:00,2023/1/1 0:00,,0.325000003,0.495999992,0.223000005,0.101999998
403d2f41-fe44-47e8-b042-dcaf719d16de,13180,19,-56.0,True,MAG4_LOS_FEr,2023/1/1 0:00,2023/1/2 0:00,2023/1/1 0:00,,0.07,,0.059,0.012
a600eefd-a27c-4a58-af93-3a55cb3a8a1a,13180,19,-56.0,True,MAG4_LOS_r,2023/1/1 0:00,2023/1/2 0:00,2023/1/1 0:00,,0.057,,0.050999999,0.007
9155e0b0-ab50-4679-8f46-871c798573be,13180,19,-56.0,True,NOAA_1,2023/1/1 0:00,2023/1/2 0:00,2022/12/31 22:00,,0.21000000300000002,0.550000012,0.200000003,0.01
c1f71225-ccac-4da9-ba8f-4341882bae7d,13180,19,-43.0,True,MAG4_LOS_FEr,2023/1/2 0:00,2023/1/3 0:00,2023/1/2 0:00,,0.057999998,,0.048999999,0.01
0312d69e-c421-4b70-904e-a81f092ab1f4,13180,19,-43.0,True,MAG4_LOS_r,2023/1/2 0:00,2023/1/3 0:00,2023/1/2 0:00,,0.048,,0.043000001,0.005
ab60347c-a5f5-48e9-bdfe-e4c1e3e6c2b1,13181,-19,-71.0,True,AMOS_v1,2023/1/2 0:00,2023/1/3 0:00,2023/1/2 0:30,0.068300001,0.0034,,,0.0
a18f19d8-7ea1-4eac-a422-2860d7d914f9,13181,-19,-71.0,True,ASAP_1,2023/1/2 0:00,2023/1/3 0:00,2023/1/2 0:00,,0.038899999,0.200000003,0.038899999,0.0
2b6673c4-e808-456c-b9cd-352b2f3a476a,13181,-19,-71.0,True,NOAA_1,2023/1/2 0:00,2023/1/3 0:00,2023/1/1 22:00,,0.02,0.100000001,0.01,0.01
64cecb05-8dd7-4da3-8245-0d0acca3ae8e,13181,-19,-58.0,True,AMOS_v1,2023/1/3 0:00,2023/1/4 0:00,2023/1/3 0:30,0.068300001,0.0034,,,0.0
e042d528-6dd6-4f04-b1bf-ac958e58f234,13181,-19,-58.0,True,ASAP_1,2023/1/3 0:00,2023/1/4 0:00,2023/1/3 0:00,,0.064599998,0.31099999,0.064599998,0.0
673960bd-93f1-4e18-aec7-af9c7588117c,13181,-19,-58.0,True,MAG4_LOS_FEr,2023/1/3 0:00,2023/1/4 0:00,2023/1/3 0:00,,0.011,,0.009,0.002
4e0b5873-77a3-4956-a9bf-22293ddf9c45,13181,-19,-58.0,True,MAG4_LOS_r,2023/1/3 0:00,2023/1/4 0:00,2023/1/3 0:00,,0.009,,0.008,0.001
a286d9af-fcdd-4184-8e97-e00b29c3db24,13181,-19,-58.0,True,NOAA_1,2023/1/3 0:00,2023/1/4 0:00,2023/1/2 22:00,,0.02,0.100000001,0.01,0.01
b628c2b5-c011-42ed-a34a-a2f8257a4de5,13181,-19,-44.0,True,AMOS_v1,2023/1/4 0:00,2023/1/5 0:00,2023/1/4 0:30,0.0407,0.0,,,0.0
110a1d1b-1b38-490a-b81a-66d812c31e56,13181,-19,-44.0,True,ASAP_1,2023/1/4 0:00,2023/1/5 0:00,2023/1/4 0:00,,0.038899999,0.200000003,0.038899999,0.0
5e58926f-845e-455a-8d62-e8cc256a10e1,13181,-19,-44.0,True,MAG4_LOS_FEr,2023/1/4 0:00,2023/1/5 0:00,2023/1/4 0:00,,0.006,,0.005,0.001
21a20848-1c17-41cd-b67c-3110e60035aa,13181,-19,-44.0,True,MAG4_LOS_r,2023/1/4 0:00,2023/1/5 0:00,2023/1/4 0:00,,0.005,,0.005,0.0
3a7cbb7b-d4b7-4dd0-85a7-92e50258012c,13181,-19,-44.0,True,NOAA_1,2023/1/4 0:00,2023/1/5 0:00,2023/1/3 22:00,,0.02,0.100000001,0.01,0.01
5c3cd7ca-48af-4477-bcc8-0738a0cd2b48,13181,-19,-30.0,True,AMOS_v1,2023/1/5 0:00,2023/1/6 0:00,2023/1/5 0:30,0.100900002,0.0109,,,0.0009
e6d7101f-44b4-422f-8938-83323f749444,13181,-19,-30.0,True,ASAP_1,2023/1/5 0:00,2023/1/6 0:00,2023/1/5 0:00,,0.065499999,0.314999998,0.065499999,0.0
d7caa04d-9d26-4730-987d-172d88de8637,13181,-19,-30.0,True,MAG4_LOS_FEr,2023/1/5 0:00,2023/1/6 0:00,2023/1/5 0:00,,0.02,,0.017000001,0.003
f5abaf0a-21db-46b5-b851-9a360db8c0e3,13181,-19,-30.0,True,MAG4_LOS_r,2023/1/5 0:00,2023/1/6 0:00,2023/1/5 0:00,,0.016000001,,0.015,0.001
195911c9-81cb-44d2-9c29-444a4833ee25,13181,-19,-30.0,True,NOAA_1,2023/1/5 0:00,2023/1/6 0:00,2023/1/4 22:00,,0.02,0.150000006,0.01,0.01
34fe91e9-f05a-40d2-be11-219e56a729aa,13183,-17,8.0,True,AMOS_v1,2023/1/6 0:00,2023/1/7 0:00,2023/1/6 0:30,0.071800001,0.0053,,,0.0
e5b4845f-9fc6-4eb6-a852-851c8196d1a1,13183,-17,8.0,True,ASAP_1,2023/1/6 0:00,2023/1/7 0:00,2023/1/6 0:00,,0.058600001,0.300000012,0.058600001,0.0
e6d3e8a4-5491-4273-8e96-e2b5456b6e47,13183,-17,8.0,True,MAG4_LOS_FEr,2023/1/6 0:00,2023/1/7 0:00,2023/1/6 0:00,,0.009,,0.008,0.001
0b6ca1f2-48a7-4d7d-89b8-58ae4fd8ef4a,13183,-17,8.0,True,MAG4_LOS_r,2023/1/6 0:00,2023/1/7 0:00,2023/1/6 0:00,,0.007,,0.006,0.001
ca1ec741-561f-4f29-88f8-9610f84d4f54,13183,-17,8.0,True,NOAA_1,2023/1/6 0:00,2023/1/7 0:00,2023/1/5 22:00,,0.02,0.150000006,0.01,0.01
87abf455-4eaf-4b2e-9d60-168d71703d02,13183,-17,22.0,True,AMOS_v1,2023/1/7 0:00,2023/1/8 0:00,2023/1/7 0:30,0.462399989,0.066600002,,,0.0
ceaccd8f-847e-46f0-9f9d-7fc23d1f51c9,13183,-17,22.0,True,ASAP_1,2023/1/7 0:00,2023/1/8 0:00,2023/1/7 0:00,,0.066100001,0.317999989,0.066100001,0.0
59177abf-3e28-4623-9128-dd1b6e1a7e17,13183,-17,22.0,True,MAG4_LOS_FEr,2023/1/7 0:00,2023/1/8 0:00,2023/1/7 0:00,,0.074000001,,0.063000001,0.012
ad98f8ac-ebd1-4551-ac38-6a1bfa954ef7,13183,-17,22.0,True,MAG4_LOS_r,2023/1/7 0:00,2023/1/8 0:00,2023/1/7 0:00,,0.061000001,,0.054000001,0.007
b8cee0c2-e702-4204-8650-58042c299a05,13183,-17,22.0,True,NOAA_1,2023/1/7 0:00,2023/1/8 0:00,2023/1/6 22:00,,0.110000001,0.400000006,0.100000001,0.01
aaa23ec5-24a4-460a-a234-90a6a8808a6e,13183,-17,36.0,True,AMOS_v1,2023/1/8 0:00,2023/1/9 0:00,2023/1/8 0:30,0.180700004,0.0199,,,0.0
49174877-8f0f-4da5-8e7e-f0ae20a7cb54,13183,-17,36.0,True,ASAP_1,2023/1/8 0:00,2023/1/9 0:00,2023/1/8 0:00,,0.549999997,0.546000004,0.338,0.211999997
0ea991c3-19ea-46fe-8b24-b88af1398b02,13183,-17,36.0,True,MAG4_LOS_FEr,2023/1/8 0:00,2023/1/9 0:00,2023/1/8 0:00,,0.037,,0.030999999,0.006
eb45b79c-e187-4613-8878-dc0dbdccc06b,13183,-17,36.0,True,MAG4_LOS_r,2023/1/8 0:00,2023/1/9 0:00,2023/1/8 0:00,,0.030999999,,0.028000001,0.003
81e08bf9-12b9-4dbb-92d8-128f767154ba,13183,-17,36.0,True,NOAA_1,2023/1/8 0:00,2023/1/9 0:00,2023/1/7 22:00,,0.110000001,0.349999994,0.100000001,0.01
6f39bc37-cfe5-4b76-9206-5d1bfae977b7,13183,-17,49.0,True,MAG4_LOS_FEr,2023/1/9 0:00,2023/1/10 0:00,2023/1/9 0:00,,0.026000001,,0.022,0.004
24baab33-44c1-4a99-a990-2262b700f29d,13183,-17,49.0,True,MAG4_LOS_r,2023/1/9 0:00,2023/1/10 0:00,2023/1/9 0:00,,0.021,,0.018999999,0.002
eb871f54-52e6-48a3-a5c5-2368f9774313,13184,-13,-81.0,True,AMOS_v1,2023/1/9 0:00,2023/1/10 0:00,2023/1/9 0:30,0.249599993,0.0239,,,0.0
6a6239c9-fbe0-4d90-b497-6d1ad48166e5,13184,-13,-81.0,True,ASAP_1,2023/1/9 0:00,2023/1/10 0:00,2023/1/9 0:00,,0.0123,0.100000001,0.0123,0.0
85784fd9-b90e-4aec-8b2c-d07f7927eb80,13184,-13,-81.0,True,NOAA_1,2023/1/9 0:00,2023/1/10 0:00,2023/1/8 22:00,,0.750000015,0.899999976,0.550000012,0.200000003
c46cebbc-4f41-4d90-807e-f2dda38a7c31,13184,-13,-26.0,True,MAG4_LOS_FEr,2023/1/13 0:00,2023/1/14 0:00,2023/1/13 0:00,,0.071000002,,0.059999999,0.012
27180045-c9ca-4bb9-8ed8-1a50ad98bab9,13184,-13,-26.0,True,MAG4_LOS_r,2023/1/13 0:00,2023/1/14 0:00,2023/1/13 0:00,,0.057999998,,0.052000001,0.007
733f42ba-d075-484a-8a60-f2ca3f185ddd,13185,20,0.0,True,AMOS_v1,2023/1/10 0:00,2023/1/11 0:00,2023/1/10 0:30,0.071800001,0.0053,,,0.0
911711b8-b069-4a45-8f5d-a94480bda45f,13185,20,0.0,True,MAG4_LOS_FEr,2023/1/10 0:00,2023/1/11 0:00,2023/1/10 0:00,,0.001,,0.001,0.0
798b122d-651f-499d-8fa9-d86074f9a9bf,13185,20,0.0,True,MAG4_LOS_r,2023/1/10 0:00,2023/1/11 0:00,2023/1/10 0:00,,0.001,,0.001,0.0
4fba9990-d730-47b8-a0ab-8eddb137ff83,13185,20,0.0,True,NOAA_1,2023/1/10 0:00,2023/1/11 0:00,2023/1/9 22:00,,0.02,0.150000006,0.01,0.01
22865d41-a170-4d66-8f7d-32ef0e3e4ba4,13186,25,-65.0,True,MAG4_LOS_FEr,2023/1/11 0:00,2023/1/12 0:00,2023/1/11 0:00,,0.014,,0.012,0.002
f1129efc-1e06-4a7f-afb5-4f1b1c31cdce,13186,25,-65.0,True,MAG4_LOS_r,2023/1/11 0:00,2023/1/12 0:00,2023/1/11 0:00,,0.011,,0.01,0.001
02765d83-a4e0-420d-8c5c-513c1c357e52,13186,24,-51.0,True,AMOS_v1,2023/1/12 0:00,2023/1/13 0:00,2023/1/12 0:30,0.464700013,0.083800003,,,0.0062
c34f9854-0e88-46e1-859f-d825c8b46cde,13186,24,-51.0,True,MAG4_LOS_FEr,2023/1/12 0:00,2023/1/13 0:00,2023/1/12 0:00,,0.172999993,,0.145999998,0.030999999
373a8b90-74fd-49d8-a2ef-d314535536b2,13186,24,-51.0,True,MAG4_LOS_r,2023/1/12 0:00,2023/1/13 0:00,2023/1/12 0:00,,0.148000002,,0.129999995,0.021
481840b2-bc42-42d3-9bbd-5019322c7516,13186,24,-51.0,True,NOAA_1,2023/1/12 0:00,2023/1/13 0:00,2023/1/11 22:00,,0.450000018,0.800000012,0.300000012,0.150000006
e37f493f-6e19-4c8b-85b7-9808453bac44,13187,13,-18.0,True,AMOS_v1,2023/1/11 0:00,2023/1/12 0:00,2023/1/11 0:30,0.024499999,0.0032,,,0.0
53d2f7da-d08b-474a-bba3-b115d3b602f6,13187,13,-18.0,True,ASAP_1,2023/1/11 0:00,2023/1/12 0:00,2023/1/11 0:00,,0.0385,0.197999999,0.0385,0.0
045851b8-4b7d-4d77-911f-42177ae75e25,13187,13,-18.0,True,NOAA_1,2023/1/11 0:00,2023/1/12 0:00,2023/1/10 22:00,,0.02,0.050000001,0.01,0.01
8a355651-8574-4bab-9b9a-9b6c8761f164,13188,-23,-58.0,True,AMOS_v1,2023/1/13 0:00,2023/1/14 0:00,2023/1/13 0:30,0.089500003,0.0,,,0.0
7f8fd327-ef62-406c-b7b9-6a1c501f66d7,13188,-23,-58.0,True,ASAP_1,2023/1/13 0:00,2023/1/14 0:00,2023/1/13 0:00,,0.032200001,0.248999998,0.032200001,0.0
c063bb63-e930-43b3-aa92-00217b6e9a91,13188,-23,-58.0,True,NOAA_1,2023/1/13 0:00,2023/1/14 0:00,2023/1/12 22:00,,0.02,0.100000001,0.01,0.01
93561469-7ffc-4495-aa72-7cdb56bf5634,13190,-12,-45.0,True,MAG4_LOS_FEr,2023/1/16 0:00,2023/1/17 0:00,2023/1/16 0:00,,0.122000001,,0.103,0.021
0b470fd4-a5b0-4ee4-9fde-af4a92fd70ab,13190,-12,-45.0,True,MAG4_LOS_r,2023/1/16 0:00,2023/1/17 0:00,2023/1/16 0:00,,0.104000002,,0.092,0.013
d49ae663-05bc-4d28-823b-d1900a6ae04a,13191,12,-71.0,True,MAG4_LOS_FEr,2023/1/14 0:00,2023/1/15 0:00,2023/1/14 0:00,,0.041999999,,0.035,0.007
3a83695b-edb8-47e8-aef2-f2b8110da8c1,13191,12,-71.0,True,MAG4_LOS_r,2023/1/14 0:00,2023/1/15 0:00,2023/1/14 0:00,,0.034000002,,0.030999999,0.004
2fdf6610-baed-4855-8eb5-4f42b140b276,13191,11,-55.0,True,MAG4_LOS_FEr,2023/1/15 0:00,2023/1/16 0:00,2023/1/15 0:00,,0.273999989,,0.233999997,0.052000001
acfeab58-00b1-48ff-bfba-438834d34346,13191,11,-55.0,True,MAG4_LOS_r,2023/1/15 0:00,2023/1/16 0:00,2023/1/15 0:00,,0.229000002,,0.199000001,0.037
635ffa96-a5a2-45c8-90b6-793c6b4e9353,13192,19,-75.0,True,AMOS_v1,2023/1/14 0:00,2023/1/15 0:00,2023/1/14 0:30,0.321700007,0.021400001,,,0.0029
c3de18bc-dcb8-45c0-bbe3-429fa03f1b82,13192,19,-75.0,True,ASAP_1,2023/1/14 0:00,2023/1/15 0:00,2023/1/14 0:00,,0.065099999,0.312999994,0.065099999,0.0
d6d5ed51-5a80-42cb-bad3-d4fae164c42d,13192,19,-75.0,True,NOAA_1,2023/1/14 0:00,2023/1/15 0:00,2023/1/13 22:00,,0.02,0.150000006,0.01,0.01
49e0f416-7611-4e48-ac48-15020fafe850,13192,19,-61.0,True,AMOS_v1,2023/1/15 0:00,2023/1/16 0:00,2023/1/15 0:30,0.290300012,0.028200001,,,0.0
967d9773-9c62-42d7-917f-d9784ac82b66,13192,19,-61.0,True,ASAP_1,2023/1/15 0:00,2023/1/16 0:00,2023/1/15 0:00,,0.77000001,0.602999985,0.43900001,0.331
49e4b5f0-af5d-4dfc-973d-f1203536fffd,13192,19,-61.0,True,NOAA_1,2023/1/15 0:00,2023/1/16 0:00,2023/1/14 22:00,,0.050000001,0.200000003,0.050000001,0.0
73adcd79-f58e-45fc-86ad-0b9d452b3844,13193,-21,59.0,True,ASAP_1,2023/1/18 0:00,2023/1/19 0:00,2023/1/18 0:00,,0.0125,0.108999997,0.0125,0.0
e34dbbdd-126c-4869-a580-23a13aa97b85,13194,-22,-37.0,True,AMOS_v1,2023/1/16 0:00,2023/1/17 0:00,2023/1/16 0:30,0.071800001,0.0053,,,0.0
1c6a49b4-d5eb-4687-9033-5f5ba2107c8f,13194,-22,-37.0,True,ASAP_1,2023/1/16 0:00,2023/1/17 0:00,2023/1/16 0:00,,0.0,0.0898,0.0,0.0
f87b54ac-d0d5-46ba-832d-857187de6e55,13194,-22,-37.0,True,NOAA_1,2023/1/16 0:00,2023/1/17 0:00,2023/1/15 22:00,,0.0,0.150000006,0.0,0.0
5a91dbd5-3cce-421d-b915-2227e3fc8cd1,13194,-23,-23.0,True,AMOS_v1,2023/1/17 0:00,2023/1/18 0:00,2023/1/17 0:30,0.0403,0.0055,,,0.0
1c099873-c5a3-41e3-80c7-7575b72b6193,13194,-23,-23.0,True,MAG4_LOS_FEr,2023/1/17 0:00,2023/1/18 0:00,2023/1/17 0:00,,0.0,,0.0,0.0
aaa2fa62-faf8-4fd6-a5a0-d324867a217d,13194,-23,-23.0,True,MAG4_LOS_r,2023/1/17 0:00,2023/1/18 0:00,2023/1/17 0:00,,0.0,,0.0,0.0
8fdbf8a9-ee90-4f5d-a3f6-cdb703c874e7,13194,-23,-23.0,True,NOAA_1,2023/1/17 0:00,2023/1/18 0:00,2023/1/16 22:00,,0.02,0.100000001,0.01,0.01
f180e99b-d26c-4e82-bd91-40beed6b31e9,13194,-23,-10.0,True,MAG4_LOS_FEr,2023/1/18 0:00,2023/1/19 0:00,2023/1/18 0:00,,0.001,,0.001,0.0
9afd7527-7555-4af3-81d6-a25c58d1c5cf,13194,-23,-10.0,True,MAG4_LOS_r,2023/1/18 0:00,2023/1/19 0:00,2023/1/18 0:00,,0.001,,0.001,0.0
eff19542-c106-4804-a1d5-22b2856a1cc4,13195,11,-4.0,True,AMOS_v1,2023/1/18 0:00,2023/1/19 0:00,2023/1/18 0:30,0.089500003,0.0,,,0.0
1bb4eb8f-e811-468d-9231-ee9ee8961bf1,13195,11,-4.0,True,NOAA_1,2023/1/18 0:00,2023/1/19 0:00,2023/1/17 22:00,,0.060000001000000004,0.200000003,0.050000001,0.01
9036f6f3-b47e-4121-a098-02142ec3591a,13196,12,-44.0,True,AMOS_v1,2023/1/19 0:00,2023/1/20 0:00,2023/1/19 0:30,0.089500003,0.0,,,0.0
12445010-9e46-4b79-af2f-cf3bbbea16dc,13196,12,-44.0,True,ASAP_1,2023/1/19 0:00,2023/1/20 0:00,2023/1/19 0:00,,0.032600001,0.252000004,0.032600001,0.0
c65b5a9e-29bc-4088-a59f-4732cecd0542,13196,12,-44.0,True,MAG4_LOS_FEr,2023/1/19 0:00,2023/1/20 0:00,2023/1/19 0:00,,0.016000001,,0.014,0.002
f3ca90e4-6371-42ad-907a-fb05d6e1f932,13196,12,-44.0,True,MAG4_LOS_r,2023/1/19 0:00,2023/1/20 0:00,2023/1/19 0:00,,0.013,,0.012,0.001
d494e6f3-891b-4ec8-86fa-162e85bea664,13196,12,-44.0,True,NOAA_1,2023/1/19 0:00,2023/1/20 0:00,2023/1/18 22:00,,0.02,0.100000001,0.01,0.01
d235b8a7-0cfc-4159-b513-6b334a28cb40,13196,12,-31.0,True,MAG4_LOS_FEr,2023/1/20 0:00,2023/1/21 0:00,2023/1/20 0:00,,0.001,,0.001,0.0
552380fc-4d7c-40b9-889f-84d734296c89,13196,12,-31.0,True,MAG4_LOS_r,2023/1/20 0:00,2023/1/21 0:00,2023/1/20 0:00,,0.001,,0.001,0.0
7f81f384-3719-4b32-8151-b0ad34e7ca11,13197,24,-32.0,True,MAG4_LOS_FEr,2023/1/21 0:00,2023/1/22 0:00,2023/1/21 0:00,,0.004,,0.003,0.001
1e27d509-21af-42d7-b421-347da26a73a8,13197,24,-32.0,True,MAG4_LOS_r,2023/1/21 0:00,2023/1/22 0:00,2023/1/21 0:00,,0.003,,0.003,0.0
e4f409c1-c6ad-47d9-9130-c035192038de,13198,27,-58.0,True,AMOS_v1,2023/1/20 0:00,2023/1/21 0:00,2023/1/20 0:30,0.136099994,0.0217,,,0.0
a7afb5b2-2df4-46cc-b335-c45e7f3e28f5,13198,27,-58.0,True,ASAP_1,2023/1/20 0:00,2023/1/21 0:00,2023/1/20 0:00,,0.0206,0.184,0.0206,0.0
94541a89-c66a-4833-aa45-08c689338a0a,13198,27,-58.0,True,NOAA_1,2023/1/20 0:00,2023/1/21 0:00,2023/1/19 22:00,,0.0,0.0,0.0,0.0
09fd47b9-a7a5-4b5f-8c49-e685474cf427,13199,15,-61.0,True,AMOS_v1,2023/1/21 0:00,2023/1/22 0:00,2023/1/21 0:30,0.136099994,0.0217,,,0.0
3c8ac1a4-8119-43c4-88eb-0ee0ee46c662,13199,15,-61.0,True,ASAP_1,2023/1/21 0:00,2023/1/22 0:00,2023/1/21 0:00,,0.033300001,0.256999999,0.033300001,0.0
4bc7f79a-3737-4775-8608-90d6cb6f35e2,13199,15,-61.0,True,NOAA_1,2023/1/21 0:00,2023/1/22 0:00,2023/1/20 22:00,,0.050000001,0.200000003,0.050000001,0.0
3a71413f-7c76-4464-a2ba-4bb0ef1d5b95,13199,15,-47.0,True,AMOS_v1,2023/1/22 0:00,2023/1/23 0:00,2023/1/22 0:30,0.464700013,0.083800003,,,0.0062
607e503d-1bf5-4a48-924e-0525a7a797e2,13199,15,-47.0,True,MAG4_LOS_FEr,2023/1/22 0:00,2023/1/23 0:00,2023/1/22 0:00,,0.028999999,,0.025,0.004
6bf49125-ba41-4b8b-bb8b-a3d0d89a4acc,13199,15,-47.0,True,MAG4_LOS_r,2023/1/22 0:00,2023/1/23 0:00,2023/1/22 0:00,,0.023,,0.021,0.002
37f3347c-d4e8-4496-8a2f-ae48e613f2f5,13199,15,-47.0,True,NOAA_1,2023/1/22 0:00,2023/1/23 0:00,2023/1/21 22:00,,0.100000001,0.449999988,0.100000001,0.0
00da43ba-5d4c-42f9-a8a3-a61ba82c9d32,13200,21,-60.0,True,AMOS_v1,2023/1/23 0:00,2023/1/24 0:00,2023/1/23 0:30,0.136099994,0.0217,,,0.0
0f2624da-19a9-4fc1-9303-2d321548a6a1,13200,21,-60.0,True,ASAP_1,2023/1/23 0:00,2023/1/24 0:00,2023/1/23 0:00,,0.038600001,0.199000001,0.038600001,0.0
7bda1153-8430-45d9-b5e1-590ab98eea1e,13200,21,-60.0,True,MAG4_LOS_FEr,2023/1/23 0:00,2023/1/24 0:00,2023/1/23 0:00,,0.009,,0.008,0.001
e36bf569-1d72-4d42-aaa4-ca4d2992b439,13200,21,-60.0,True,MAG4_LOS_r,2023/1/23 0:00,2023/1/24 0:00,2023/1/23 0:00,,0.007,,0.006,0.001
b0aab46c-d7f2-43a1-9ccc-e95b4837f74d,13200,21,-60.0,True,NOAA_1,2023/1/23 0:00,2023/1/24 0:00,2023/1/22 22:00,,0.0,0.200000003,0.0,0.0
31c2815d-9afe-4e37-92d4-642854385bf3,13200,21,-47.0,True,AMOS_v1,2023/1/24 0:00,2023/1/25 0:00,2023/1/24 0:30,0.136099994,0.0217,,,0.0
7741c7b1-2626-4927-b571-381399dd45ec,13200,21,-47.0,True,ASAP_1,2023/1/24 0:00,2023/1/25 0:00,2023/1/24 0:00,,0.032499999,0.250999987,0.032499999,0.0
0670160f-d65a-4057-ab92-5286f28c0763,13200,21,-47.0,True,MAG4_LOS_FEr,2023/1/24 0:00,2023/1/25 0:00,2023/1/24 0:00,,0.009,,0.008,0.001
58cf2c79-ee11-4e5b-9787-53d44474ac15,13200,21,-47.0,True,MAG4_LOS_r,2023/1/24 0:00,2023/1/25 0:00,2023/1/24 0:00,,0.007,,0.006,0.001
e9c1b6f6-e188-46cd-aa33-994792d67035,13200,21,-47.0,True,NOAA_1,2023/1/24 0:00,2023/1/25 0:00,2023/1/23 22:00,,0.060000001000000004,0.200000003,0.050000001,0.01
73105e12-a931-4cf8-8daa-bbb9bb721459,13201,25,-58.0,True,AMOS_v1,2023/1/25 0:00,2023/1/26 0:00,2023/1/25 0:30,0.0407,0.0,,,0.0
b1a4173a-9228-40e7-8996-f6d0fed6af5f,13201,25,-58.0,True,ASAP_1,2023/1/25 0:00,2023/1/26 0:00,2023/1/25 0:00,,0.038600001,0.199000001,0.038600001,0.0
2c418a4e-f034-4b27-aef1-9bab7ae336b1,13201,25,-58.0,True,MAG4_LOS_FEr,2023/1/25 0:00,2023/1/26 0:00,2023/1/25 0:00,,0.004,,0.003,0.001
0dec3d5c-206f-4bbd-8e4e-18c21febcb34,13201,25,-58.0,True,MAG4_LOS_r,2023/1/25 0:00,2023/1/26 0:00,2023/1/25 0:00,,0.003,,0.003,0.0
9d4b6aa6-831f-4878-a411-54390a240996,13201,25,-58.0,True,NOAA_1,2023/1/25 0:00,2023/1/26 0:00,2023/1/24 22:00,,0.02,0.100000001,0.01,0.01
a5e3726b-ec75-4139-be98-c1aa17695b49,13201,24,-44.0,True,MAG4_LOS_FEr,2023/1/26 0:00,2023/1/27 0:00,2023/1/26 0:00,,0.006,,0.005,0.001
6eba78dc-8b00-4ee4-aa33-05cf983a8d17,13201,24,-44.0,True,MAG4_LOS_r,2023/1/26 0:00,2023/1/27 0:00,2023/1/26 0:00,,0.005,,0.005,0.0
f70d4e22-bfbe-4941-961a-5dc544e1a79f,13201,24,-44.0,True,NOAA_1,2023/1/26 0:00,2023/1/27 0:00,2023/1/25 22:00,,0.02,0.050000001,0.01,0.01
ceed8497-c2e6-4179-8293-c9d90c5113d9,13201,24,-30.0,True,MAG4_LOS_FEr,2023/1/27 0:00,2023/1/28 0:00,2023/1/27 0:00,,0.002,,0.002,0.0
8c219b21-a994-4d0f-abe7-37516724cc6c,13201,24,-30.0,True,MAG4_LOS_r,2023/1/27 0:00,2023/1/28 0:00,2023/1/27 0:00,,0.002,,0.002,0.0
7c6f8472-bd43-4bd0-bf3a-8f9e5aeb3097,13201,25,-17.0,True,MAG4_LOS_FEr,2023/1/28 0:00,2023/1/29 0:00,2023/1/28 0:00,,0.002,,0.002,0.0
fbc43e67-7cbe-46d5-9b3d-998d9f18957e,13201,25,-17.0,True,MAG4_LOS_r,2023/1/28 0:00,2023/1/29 0:00,2023/1/28 0:00,,0.002,,0.002,0.0
5e0f5352-9d9e-4845-b7a8-add0817f383a,13203,16,-32.0,True,AMOS_v1,2023/1/26 0:00,2023/1/27 0:00,2023/1/26 0:30,0.0403,0.0055,,,0.0
f252057d-1d9a-45fc-8e92-a4fd13b463cc,13203,16,-32.0,True,ASAP_1,2023/1/26 0:00,2023/1/27 0:00,2023/1/26 0:00,,0.0319,0.246000007,0.0319,0.0
cf0028d1-92ed-4a69-8eba-fd78b2071a15,13203,16,-16.0,True,AMOS_v1,2023/1/27 0:00,2023/1/28 0:00,2023/1/27 0:30,0.071800001,0.0053,,,0.0
4b093305-6f4f-42e3-9110-8c7bcddc821e,13203,16,-16.0,True,ASAP_1,2023/1/27 0:00,2023/1/28 0:00,2023/1/27 0:00,,0.0,0.104000002,0.0,0.0
70b30e07-5e6f-4e13-b34d-47ef35b0254e,13203,16,-16.0,True,NOAA_1,2023/1/27 0:00,2023/1/28 0:00,2023/1/26 22:00,,0.02,0.100000001,0.01,0.01
7089143e-991e-4b29-baad-897e3480203a,13203,16,-3.0,True,AMOS_v1,2023/1/28 0:00,2023/1/29 0:00,2023/1/28 0:30,0.0403,0.0055,,,0.0
dd727013-c3e7-4759-9aad-d5f3449ba977,13203,16,-3.0,True,ASAP_1,2023/1/28 0:00,2023/1/29 0:00,2023/1/28 0:00,,0.0,0.085500002,0.0,0.0
b7f08ecb-618c-467e-9c1a-f9f31f5ecc0c,13203,16,-3.0,True,NOAA_1,2023/1/28 0:00,2023/1/29 0:00,2023/1/27 22:00,,0.02,0.050000001,0.01,0.01
e8656e7c-cfa6-4ed2-906b-ebe37c271bad,13204,24,33.0,True,MAG4_LOS_FEr,2023/1/29 0:00,2023/1/30 0:00,2023/1/29 0:00,,0.004,,0.003,0.001
8ae1581b-104c-4867-9aff-30fa72a2ed27,13204,24,33.0,True,MAG4_LOS_r,2023/1/29 0:00,2023/1/30 0:00,2023/1/29 0:00,,0.003,,0.003,0.0
c60c9de1-dec0-463a-86cb-cb43ff90fe43,13205,-24,36.0,True,AMOS_v1,2023/1/29 0:00,2023/1/30 0:00,2023/1/29 0:30,0.0403,0.0055,,,0.0
