CLASS,noaaID,FITS文件,NOAA_NUM,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
N,13284,hmi.sharp_cea_720s.9403.20230422_000000_TAI.magnetogram.fits,1,-0.7951741084224685,-0.6285586217551631,-0.8534097603425638,-0.5584460831115704,-0.6278392564239181,-0.823526818209648,-0.8224503090910983,-0.723367039531502,-0.7805822417981542,-1.4896214089399107
N,13284,hmi.sharp_cea_720s.9403.20230422_003600_TAI.magnetogram.fits,1,-0.7947026708662518,-0.6292081361510494,-0.8516766107975504,-0.5558904916975435,-0.6208027312994531,-0.8246283503800581,-0.8279514635615219,-0.7667276834573967,-0.7866957767134763,-1.4095608036306326
N,13284,hmi.sharp_cea_720s.9403.20230422_032400_TAI.magnetogram.fits,1,-0.8149324815962733,-0.633481024945578,-0.8679599034063838,-0.542068868357767,-0.5747931875322481,-0.8394034930437759,-0.832063210628607,-0.7885634369864943,-0.7926683635826135,-1.3539224997575465
N,13284,hmi.sharp_cea_720s.9403.20230422_034800_TAI.magnetogram.fits,1,-0.8205617486901169,-0.6338958144099882,-0.872479232632811,-0.5487451563344886,-0.6003944138913263,-0.8427950416440527,-0.8327821842566288,-0.7646348437072842,-0.83057458861254,-1.3140955863213541
N,13284,hmi.sharp_cea_720s.9403.20230422_041200_TAI.magnetogram.fits,1,-0.8204508871810386,-0.6345399360270306,-0.8727667899548321,-0.5541866654580432,-0.5902974657977496,-0.844751892057355,-0.82480922951699,-0.7754664514271472,-0.8077641249721057,-1.2705120951652598
N,13284,hmi.sharp_cea_720s.9403.20230422_044800_TAI.magnetogram.fits,1,-0.8177227578411931,-0.6364586561354991,-0.8721128301230777,-0.5404505106609091,-0.5678734509988327,-0.8452639486795537,-0.8230874223096357,-0.8826147334429935,-2.1486813627381376,-1.4219615501768548
N,13284,hmi.sharp_cea_720s.9403.20230422_081200_TAI.magnetogram.fits,1,-0.7980150622254082,-0.6360519531033964,-0.8571926097355647,-0.5391941744918817,-0.6175913353144561,-0.8378099091717321,-0.8204065325188359,-0.9099335683338818,-0.34830616807384984,-1.286828931941841
N,13284,hmi.sharp_cea_720s.9403.20230422_084800_TAI.magnetogram.fits,1,-0.8091847198713754,-0.6370077198077596,-0.868523646119171,-0.5239554853404729,-0.6511686106523886,-0.8430497582658797,-0.817620889729212,-0.8848928158632562,-0.407542116966518,-1.3477479244468729
N,13284,hmi.sharp_cea_720s.9403.20230422_091200_TAI.magnetogram.fits,1,-0.8165127534519336,-0.6372056500524315,-0.875228652414617,-0.5336570847262139,-0.6597385757827127,-0.8462850770503295,-0.8141283622399252,-0.8722548201059694,-0.36937140259529044,-1.316568755614251
N,13284,hmi.sharp_cea_720s.9403.20230422_093600_TAI.magnetogram.fits,1,-0.8193081894070864,-0.6379146781959557,-0.8762168295010245,-0.5458692303660306,-0.6490059498910952,-0.8490682711027989,-0.8139697145195983,-0.8817038235532327,-0.6336724656733796,-1.4196451610543983
N,13284,hmi.sharp_cea_720s.9403.20230422_101200_TAI.magnetogram.fits,1,-0.8225557702039483,-0.6378362347983015,-0.8788080164294498,-0.5487037521131563,-0.6434098506934305,-0.8511834346031255,-0.8144937983588962,-0.8960835988057891,-0.5169439932341722,-1.171425656628956
N,13284,hmi.sharp_cea_720s.9403.20230422_103600_TAI.magnetogram.fits,1,-0.8240790381778578,-0.6381994232441562,-0.8796584458440415,-0.5511051635973371,-0.6346709223994352,-0.8526901745345541,-0.8073327260128801,-0.8945543811053808,-0.45724381630383537,-1.208662795109923
N,13284,hmi.sharp_cea_720s.9403.20230422_111200_TAI.magnetogram.fits,1,-0.8245670319423399,-0.6381075467971153,-0.8753610944244075,-0.5571134661129723,-0.6070236176042728,-0.8495841937717241,-0.7995673160023042,-0.9802291017963982,-0.3017672369984277,-1.0394444657015929
N,13284,hmi.sharp_cea_720s.9403.20230422_113600_TAI.magnetogram.fits,1,-0.827348284244403,-0.6394168053733934,-0.8798913775326437,-0.5573036320460748,-0.6081287803623588,-0.8539396881541967,-0.8025441522011058,-0.9862525435670956,-0.2865039579198659,-1.2440035006050576
N,13284,hmi.sharp_cea_720s.9403.20230422_120000_TAI.magnetogram.fits,1,-0.8288998241812215,-0.6388519657794828,-0.8769519569331123,-0.5474322347701874,-0.6027651737908948,-0.8536527151950811,-0.8016374541499934,-1.0054640291031662,-0.9258699940349053,-1.00086812985161
N,13284,hmi.sharp_cea_720s.9403.20230422_123600_TAI.magnetogram.fits,1,-0.8319304883046224,-0.6395402906729111,-0.8792320676543038,-0.5466829032941565,-0.591044259747376,-0.8552651136047158,-0.8002718822773501,-1.0389517076487693,-0.29322422578763624,-1.1014239661897156
N,13284,hmi.sharp_cea_720s.9403.20230422_130000_TAI.magnetogram.fits,1,-0.8281753740330962,-0.6401643794340272,-0.8789177396141743,-0.5528373363436407,-0.6104937589703991,-0.8535828054867255,-0.8036863223584078,-1.0683303213977178,-0.6433103944469768,-1.3246436346741373
N,13284,hmi.sharp_cea_720s.9403.20230422_133600_TAI.magnetogram.fits,1,-0.8314481702213968,-0.6401181277323514,-0.8814671193218672,-0.5439707425774897,-0.6045358936737041,-0.8553109010766922,-0.804771109034776,-1.0377602636062897,-0.3999162796775933,-1.163355328163931
N,13284,hmi.sharp_cea_720s.9403.20230422_140000_TAI.magnetogram.fits,1,-0.8326548964046745,-0.6401484691491,-0.8837016243385668,-0.5503170623872918,-0.6068775586911423,-0.8558112539495174,-0.811469628481391,-1.0321598549183806,-0.48441515117867584,-1.2051473499598802
N,13284,hmi.sharp_cea_720s.9403.20230422_142400_TAI.magnetogram.fits,1,-0.8292153424100168,-0.6406290824694701,-0.8817739095738912,-0.5478288603007854,-0.5773540870697818,-0.8561031285025592,-0.8090604726385223,-1.0402533427868774,-1.0682396807171641,-1.2983925425548632
N,13284,hmi.sharp_cea_720s.9403.20230422_150000_TAI.magnetogram.fits,1,-0.8306907705562686,-0.6402862702362908,-0.8832356668812695,-0.5558396628984161,-0.5989237107955415,-0.8563097591231286,-0.8058337952914095,-1.001007968662311,-2.1486813627381376,-1.2126325195201613
N,13284,hmi.sharp_cea_720s.9403.20230422_152400_TAI.magnetogram.fits,1,-0.8290051221862451,-0.6400837024096013,-0.8819038599786351,-0.5400110078941497,-0.5939730315862921,-0.8560779017555995,-0.8127417824248185,-0.9951785853245291,-2.1486813627381376,-1.1440477156332387
N,13284,hmi.sharp_cea_720s.9403.20230422_154800_TAI.magnetogram.fits,1,-0.8256819512301576,-0.640052966773794,-0.8795055831430726,-0.542802363813849,-0.6021329858403888,-0.8545606804290794,-0.8072525265643152,-1.020919077977626,-2.1486813627381376,-1.1191582807303126
N,13284,hmi.sharp_cea_720s.9403.20230422_162400_TAI.magnetogram.fits,1,-0.8238838260287499,-0.6406826979729683,-0.8796771863709766,-0.5498496764330116,-0.6462453845245103,-0.8554454859131116,-0.809660287150578,-1.0296837706089395,-0.37844797393459206,-1.1143961008700962
N,13284,hmi.sharp_cea_720s.9403.20230422_164800_TAI.magnetogram.fits,1,-0.8153552382898591,-0.6395032822679843,-0.8740844252847311,-0.5450710007353385,-0.6369315875845818,-0.8517954480766775,-0.8067288208902266,-0.9869567498325634,-2.1486813627381376,-0.9685962691814881
N,13284,hmi.sharp_cea_720s.9403.20230422_172400_TAI.magnetogram.fits,1,-0.8068100048067709,-0.6396477639387765,-0.8654630257016211,-0.5509259576763804,-0.6405549576089427,-0.8507121055028959,-0.8025876943410438,-1.0100598636883487,-2.1486813627381376,-1.0804468982468334
N,13284,hmi.sharp_cea_720s.9403.20230422_174800_TAI.magnetogram.fits,1,-0.8056196860462691,-0.6395831525583238,-0.8590607566270911,-0.5510017417202985,-0.6350603575593015,-0.8461821759531537,-0.7968799578562569,-1.067615213613702,-2.1486813627381376,-1.3072119461566043
N,13284,hmi.sharp_cea_720s.9403.20230422_181200_TAI.magnetogram.fits,1,-0.7900639502261643,-0.6383364080756436,-0.8402045506304988,-0.5391734110241067,-0.5641261911292819,-0.8388582785972842,-0.7999244547316819,-1.091850439124246,-2.1486813627381376,-1.186793213785087
N,13284,hmi.sharp_cea_720s.9403.20230422_184800_TAI.magnetogram.fits,1,-0.7926735065726376,-0.6386259956014225,-0.8384838018280812,-0.536977706512429,-0.5794492480534309,-0.8384327370267411,-0.8062599516431619,-1.1349360578583094,-0.4889055237029494,-1.0926424459958273
N,13284,hmi.sharp_cea_720s.9403.20230422_191200_TAI.magnetogram.fits,1,-0.7984517726308727,-0.6389065773405654,-0.8461866765975911,-0.5381373301811453,-0.6229063043809421,-0.8423173855720386,-0.8042646197643851,-1.127426256154935,-1.0151915026238094,-1.0396427496768872
N,13284,hmi.sharp_cea_720s.9403.20230422_193600_TAI.magnetogram.fits,1,-0.8172926260478982,-0.6405269578696394,-0.8678901320160393,-0.510207863741833,-0.5627692949383336,-0.8552645206927714,-0.8056610813082955,-1.0712215827599105,-0.6146989561222937,-0.8660714289314948
N,13284,hmi.sharp_cea_720s.9403.20230422_201200_TAI.magnetogram.fits,1,-0.8388027932538533,-0.6419750149646982,-0.8918008297093659,-0.5439754608373686,-0.6270422756462235,-0.8677307123523521,-0.8053615324441328,-0.9533348654929227,-0.8395343262227404,-0.7046486044078951
N,13284,hmi.sharp_cea_720s.9403.20230422_203600_TAI.magnetogram.fits,1,-0.8424158015045579,-0.6429238262843551,-0.8964101749585613,-0.5381664992581944,-0.6259936038584344,-0.8699258689883657,-0.8054616263487112,-0.9698022589794079,-0.5494726775452736,-1.087250426747645
N,13284,hmi.sharp_cea_720s.9403.20230422_211200_TAI.magnetogram.fits,1,-0.8387073829414403,-0.6425453022735683,-0.8942028833295695,-0.535193636609243,-0.6194085003966899,-0.8659979405257828,-0.8143572893691585,-0.9560557600422648,-2.1486813627381376,-1.3694691915792607
N,13284,hmi.sharp_cea_720s.9403.20230422_213600_TAI.magnetogram.fits,1,-0.8337640894359308,-0.6425287504726929,-0.889609034399453,-0.5574083857147928,-0.6410274664599078,-0.8654175742610811,-0.8140501042866017,-0.9803104724032444,-2.1486813627381376,-1.2364377465354242
N,13284,hmi.sharp_cea_720s.9403.20230422_220000_TAI.magnetogram.fits,1,-0.8234341657723975,-0.6422505309624176,-0.8799509905490633,-0.5270102915467233,-0.6215329218896769,-0.8595605542712822,-0.8199320822453484,-1.0558069875702079,-2.1486813627381376,-1.4236440370351486
N,13284,hmi.sharp_cea_720s.9403.20230422_223600_TAI.magnetogram.fits,1,-0.8188678278762783,-0.6418293655820523,-0.8734663406962251,-0.5369900519699459,-0.6278918272529437,-0.8535329163960392,-0.8255132680909105,-1.096509026926678,-2.1486813627381376,-1.5129603880665488
N,13284,hmi.sharp_cea_720s.9403.20230422_230000_TAI.magnetogram.fits,1,-0.8201983626996295,-0.6412461303441674,-0.8724000391970123,-0.5421972317977937,-0.6249036639356643,-0.8526502835181946,-0.8219284139138453,-1.0765083393892227,-0.9907595089038926,-1.3632353376902335
N,13284,hmi.sharp_cea_720s.9403.20230422_232400_TAI.magnetogram.fits,1,-0.8195983351522538,-0.6416175517588136,-0.8705971482307162,-0.5568533487519829,-0.6283018477635005,-0.8529135079128055,-0.8238796191031936,-1.1171420595537305,-2.1486813627381376,-1.3057328553336631
N,13284,hmi.sharp_cea_720s.9403.20230423_000000_TAI.magnetogram.fits,1,-0.8198899222936065,-0.6419145200806938,-0.8713078816051123,-0.5510233242083061,-0.6326054701395065,-0.8525009776835024,-0.8250323111513207,-1.1360996316424317,-2.1486813627381376,-1.393926760590416
N,13287,hmi.sharp_cea_720s.9437.20230427_222400_TAI.magnetogram.fits,1,-0.7844745035397079,-0.6305736204556379,-0.8141445480667323,-0.5283327166701335,-0.5786067703441129,-0.7765316837480971,-0.8697824726623847,-1.1862500662986932,-2.1486813627381376,-1.4961159419482342
N,13287,hmi.sharp_cea_720s.9437.20230427_230000_TAI.magnetogram.fits,1,-0.7854506480873511,-0.6309846265596761,-0.8189854449481963,-0.5052484791239047,-0.5602396401657159,-0.7847327195336503,-0.8744968148680646,-1.1545267304697953,-2.1486813627381376,-1.477384608372161
N,13287,hmi.sharp_cea_720s.9437.20230427_233600_TAI.magnetogram.fits,1,-0.792004349714197,-0.6315199321699799,-0.827912794511531,-0.505102695373402,-0.562425801356203,-0.7920191987441763,-0.8771409336535081,-1.124811991712705,-2.1486813627381376,-1.4885678449055355
N,13287,hmi.sharp_cea_720s.9437.20230428_001200_TAI.magnetogram.fits,1,-0.7907823496418631,-0.6314787753772133,-0.829320657202988,-0.49512446175196445,-0.5685039369835796,-0.7942720581084772,-0.8753628848758519,-1.1056918518273642,-2.1486813627381376,-1.4671325816996073
N,13287,hmi.sharp_cea_720s.9437.20230428_004800_TAI.magnetogram.fits,1,-0.7915468438901844,-0.6312213123657744,-0.8293083258823962,-0.5089347816537689,-0.6027504086853485,-0.7937789012614538,-0.8755372215090308,-1.1050331734771215,-2.1486813627381376,-1.4824684458185882
N,13287,hmi.sharp_cea_720s.9437.20230428_012400_TAI.magnetogram.fits,1,-0.7931775909291349,-0.6310296847567629,-0.8291106177047847,-0.4963047678193344,-0.5546917591021641,-0.7926691823586673,-0.8743098826145794,-1.1115654873960257,-0.5693506111560369,-1.4243532933823218
N,13287,hmi.sharp_cea_720s.9437.20230428_020000_TAI.magnetogram.fits,1,-0.7862103023966247,-0.6303591231272923,-0.8226823487619414,-0.48141532388732455,-0.5188586140368563,-0.7919684284226751,-0.8681258569352868,-1.089395086467097,-2.1486813627381376,-1.4652234283664893
N,13287,hmi.sharp_cea_720s.9437.20230428_023600_TAI.magnetogram.fits,1,-0.7900981561866391,-0.6310995654001944,-0.82622752794036,-0.4904924982868493,-0.5291913352854747,-0.7934645817537879,-0.8628284741926706,-1.1109450011821294,-2.1486813627381376,-1.440386504713048
N,13287,hmi.sharp_cea_720s.9437.20230428_032400_TAI.magnetogram.fits,1,-0.7886242815402643,-0.6310897216389256,-0.8242517507668258,-0.5100605444903474,-0.5977729471304039,-0.7932298165554098,-0.8634065639785328,-1.1127991786831892,-2.1486813627381376,-1.486100275391362
N,13287,hmi.sharp_cea_720s.9437.20230428_040000_TAI.magnetogram.fits,1,-0.7866936016260604,-0.6305498944657024,-0.8207688344009977,-0.5197999392258965,-0.5988744787771034,-0.7893893191743924,-0.8607536201023706,-1.1211848006423144,-2.1486813627381376,-1.4484339903445467
N,13287,hmi.sharp_cea_720s.9437.20230428_043600_TAI.magnetogram.fits,1,-0.7827795052807506,-0.6310099144564187,-0.8158191338918485,-0.5325243478351832,-0.6164403833239476,-0.7887119400733201,-0.8560302365350186,-1.1394422857144388,-2.1486813627381376,-1.4893630928082497
N,13287,hmi.sharp_cea_720s.9437.20230428_051200_TAI.magnetogram.fits,1,-0.7904488613750983,-0.632004860108753,-0.824644302990182,-0.540293687739261,-0.6208826007830456,-0.79085236662016,-0.8533288294278606,-1.1566542227479217,-2.1486813627381376,-1.4383530165852154
N,13287,hmi.sharp_cea_720s.9437.20230428_054800_TAI.magnetogram.fits,1,-0.7893283897568402,-0.6320115515156611,-0.8209657269648988,-0.5295610681856763,-0.6262575135177058,-0.7891024436296591,-0.8530480256940751,-1.169323419321205,-2.1486813627381376,-1.3992375607372345
N,13287,hmi.sharp_cea_720s.9437.20230428_062400_TAI.magnetogram.fits,1,-0.7759597180073134,-0.6314621438599121,-0.8040668607197219,-0.5201518569499592,-0.6201499385710078,-0.7888462282229276,-0.8512015154193522,-1.158627962992174,-2.1486813627381376,-1.3165980992975785
N,13287,hmi.sharp_cea_720s.9437.20230428_070000_TAI.magnetogram.fits,1,-0.7692925240734149,-0.6311822413133952,-0.7953104387526547,-0.5080441788677926,-0.5947499726612785,-0.7894156585690345,-0.8534713532217614,-1.151461940403013,-2.1486813627381376,-1.298514054530622
N,13287,hmi.sharp_cea_720s.9437.20230428_073600_TAI.magnetogram.fits,1,-0.7777500808550799,-0.6327980833093764,-0.814047350053114,-0.5077248353829996,-0.5925180678329324,-0.7982636562765139,-0.8506086215777945,-1.1278224951153222,-2.1486813627381376,-1.4025092438507154
N,13287,hmi.sharp_cea_720s.9437.20230428_081200_TAI.magnetogram.fits,1,-0.7865304808310082,-0.6344012657728709,-0.8292896399826121,-0.49155887447536045,-0.5433930555730991,-0.8080790116933818,-0.8535033353703,-1.1082879929998184,-2.1486813627381376,-1.444911423386504
N,13287,hmi.sharp_cea_720s.9437.20230428_084800_TAI.magnetogram.fits,1,-0.7977633618715303,-0.635006785861738,-0.8411178699318502,-0.49271739849142,-0.5589594142067845,-0.8106772240866753,-0.8564015935347675,-1.1165213120264672,-2.1486813627381376,-1.4702981342569745
N,13287,hmi.sharp_cea_720s.9437.20230428_092400_TAI.magnetogram.fits,1,-0.8048129154008341,-0.6350976472561707,-0.8452383025983194,-0.5059768644490035,-0.5522100509777694,-0.8063586679336684,-0.8530012778006956,-1.1578915391641555,-2.1486813627381376,-1.4818356813580706
N,13287,hmi.sharp_cea_720s.9437.20230428_100000_TAI.magnetogram.fits,1,-0.8039212169100018,-0.6356425564178301,-0.8427389340472204,-0.5347073273822062,-0.6045149250313245,-0.8078914347604029,-0.8539912117445536,-1.1733090349322297,-0.869380656256236,-1.4864992658225866
N,13287,hmi.sharp_cea_720s.9437.20230428_103600_TAI.magnetogram.fits,1,-0.8123054439104149,-0.6368653448972287,-0.8531396309784367,-0.5551167537295323,-0.6414371281610739,-0.8129751843477726,-0.8556952921487609,-1.191124432425974,-0.8601534870288444,-1.5236589815993191
N,13287,hmi.sharp_cea_720s.9437.20230428_112400_TAI.magnetogram.fits,1,-0.8069801416756768,-0.6369892590311024,-0.8440771547084609,-0.555947727322697,-0.6587373211713224,-0.8100959441581715,-0.8563672731882679,-1.2276142618487604,-2.1486813627381376,-1.48752075259418
N,13287,hmi.sharp_cea_720s.9437.20230428_120000_TAI.magnetogram.fits,1,-0.804513779380673,-0.636018432213757,-0.8399424912898426,-0.5552984654785201,-0.6529719900201231,-0.8081494126287639,-0.8547682102513645,-1.2116629290036454,-1.0366905548069378,-1.4459040101934022
N,13287,hmi.sharp_cea_720s.9437.20230428_123600_TAI.magnetogram.fits,1,-0.8015440511484355,-0.6354014359004249,-0.8357438044710848,-0.5440271549882867,-0.6492419549836986,-0.8035434696209373,-0.8460645328096996,-1.2150731800924928,-2.1486813627381376,-1.4302093146583392
N,13287,hmi.sharp_cea_720s.9437.20230428_131200_TAI.magnetogram.fits,1,-0.8007223230036415,-0.6346566932553875,-0.8318526138844047,-0.5290500804075722,-0.5985032287115174,-0.7965787816242718,-0.84151020515677,-1.2247460839591604,-2.1486813627381376,-1.4505130594069608
N,13287,hmi.sharp_cea_720s.9437.20230428_134800_TAI.magnetogram.fits,1,-0.799892271986749,-0.6354690924145966,-0.8309218222405992,-0.5355252622510062,-0.5998953971541143,-0.7989981324400319,-0.8314366946867695,-1.2380374201472788,-2.1486813627381376,-1.4550855105093767
N,13287,hmi.sharp_cea_720s.9437.20230428_142400_TAI.magnetogram.fits,1,-0.8060263578081575,-0.6363402338534991,-0.8402946482525736,-0.5261227003120238,-0.5898917162092469,-0.802325193123297,-0.8326517098443985,-1.2387745115121707,-2.1486813627381376,-1.5063776021489257
N,13287,hmi.sharp_cea_720s.9437.20230428_150000_TAI.magnetogram.fits,1,-0.8002087601881405,-0.6357783294487602,-0.8350859615593581,-0.5278931168425356,-0.6149769457218501,-0.8036280112234151,-0.8321927420994818,-1.2207866258161522,-2.1486813627381376,-1.4874589182956568
N,13287,hmi.sharp_cea_720s.9437.20230428_153600_TAI.magnetogram.fits,1,-0.8032880214455791,-0.6361151192710901,-0.8399839104301908,-0.5266195545587447,-0.6280498644526068,-0.806429264505754,-0.8328148263405326,-1.2122138488481469,-2.1486813627381376,-1.5194932711309517
N,13287,hmi.sharp_cea_720s.9437.20230428_161200_TAI.magnetogram.fits,1,-0.8018724289570806,-0.6349826907705289,-0.8391822190560942,-0.5236738416623822,-0.6046482715854506,-0.8050336205409795,-0.8268833285127054,-1.1778901076877637,-2.1486813627381376,-1.4740156009061585
N,13287,hmi.sharp_cea_720s.9437.20230428_164800_TAI.magnetogram.fits,1,-0.7974078336514655,-0.6346827519451245,-0.8353461810272256,-0.5043536648155844,-0.5488624852431007,-0.8030463088581357,-0.8294978589601021,-1.1650818045070275,-2.1486813627381376,-1.5198511940393304
N,13287,hmi.sharp_cea_720s.9437.20230428_172400_TAI.magnetogram.fits,1,-0.789533781362199,-0.6339671837040375,-0.8297534942946021,-0.4736172825158508,-0.5225377533488694,-0.8053752945611677,-0.822697698344719,-1.1197046480898873,-2.1486813627381376,-1.513212394841505
N,13287,hmi.sharp_cea_720s.9437.20230428_180000_TAI.magnetogram.fits,1,-0.7852972917076042,-0.6337757949068284,-0.8272944310969426,-0.4703959136178556,-0.5306564194460247,-0.8061973172838451,-0.8215252057639637,-1.0989022630209624,-2.1486813627381376,-1.4282170644760124
N,13287,hmi.sharp_cea_720s.9437.20230428_183600_TAI.magnetogram.fits,1,-0.7764626467769057,-0.6335963369852813,-0.8123261934438413,-0.48431704575404505,-0.5795816656678857,-0.8023415752445411,-0.8269375618527289,-1.1369615025155475,-2.1486813627381376,-1.388228465175668
N,13287,hmi.sharp_cea_720s.9437.20230428_191200_TAI.magnetogram.fits,1,-0.7628362173986298,-0.6316979055388204,-0.7869834529577068,-0.4772618148287651,-0.56451697420321,-0.7929960670520113,-0.8253888467936978,-1.1544768219923123,-2.1486813627381376,-1.2367447465335024
N,13287,hmi.sharp_cea_720s.9437.20230428_200000_TAI.magnetogram.fits,1,-0.7838929779531288,-0.6332772330969139,-0.813088544164808,-0.5084337367257614,-0.6047183227753951,-0.8004041318768045,-0.8243309691672265,-1.1628657198708268,-2.1486813627381376,-1.3517556506312474
N,13287,hmi.sharp_cea_720s.9437.20230428_203600_TAI.magnetogram.fits,1,-0.7923136257889182,-0.6335074459629825,-0.8251710665360474,-0.527565801671866,-0.6262093565397792,-0.8050120728028242,-0.8253463996026992,-1.1450429842226277,-0.7531429814975819,-1.3667142287291656
N,13287,hmi.sharp_cea_720s.9437.20230428_211200_TAI.magnetogram.fits,1,-0.799049097119337,-0.6344031316723742,-0.8344345722385349,-0.5334272870092999,-0.6288045931448174,-0.8074331860802141,-0.8229249855222112,-1.1560604427601129,-0.6250189236508359,-1.4408150458136666
N,13287,hmi.sharp_cea_720s.9437.20230428_214800_TAI.magnetogram.fits,1,-0.7967739089617183,-0.6334826031476086,-0.8332563196014248,-0.5011218246745074,-0.5641377731395869,-0.8035546861252703,-0.8221781413654271,-1.1318391096183782,-2.1486813627381376,-1.4156237229727207
N,13287,hmi.sharp_cea_720s.9437.20230428_222400_TAI.magnetogram.fits,1,-0.7937571648088227,-0.6334295128034854,-0.8334419252096388,-0.47621427629069224,-0.5064424967878594,-0.8035182428739776,-0.8163921271539724,-1.1189949898773577,-2.1486813627381376,-1.509879335401665
N,13298,hmi.sharp_cea_720s.9488.20230506_094800_TAI.magnetogram.fits,1,-0.8615689145717318,-0.6461643474989913,-0.9112076443825206,-0.5364675483786844,-0.6237145879517999,-0.8804445992382429,-0.9797093109921574,-1.1666333241155047,-2.1486813627381376,-1.5451883559159936
N,13298,hmi.sharp_cea_720s.9488.20230506_102400_TAI.magnetogram.fits,1,-0.865250745153163,-0.6464916119388273,-0.9152786999846364,-0.5339692584431097,-0.6162959613547639,-0.8822645916782191,-0.9801904462625959,-1.2004731034182654,-2.1486813627381376,-1.5373907117621006
N,13298,hmi.sharp_cea_720s.9488.20230506_110000_TAI.magnetogram.fits,1,-0.8649783373729462,-0.6463457875223407,-0.9144097422544164,-0.5438327723355324,-0.6407627530477774,-0.8821637363407784,-0.9810736812633857,-1.184927143623495,-2.1486813627381376,-1.4724449330024842
N,13298,hmi.sharp_cea_720s.9488.20230506_113600_TAI.magnetogram.fits,1,-0.8628834023213533,-0.6462568486725969,-0.9109943793786733,-0.5433290614180049,-0.6341502615264742,-0.881006029197376,-0.980904634741302,-1.2088849683661458,-2.1486813627381376,-1.5353613906232162
N,13298,hmi.sharp_cea_720s.9488.20230506_121200_TAI.magnetogram.fits,1,-0.8660629179468473,-0.6465573206217874,-0.914771386473763,-0.5473560994637615,-0.638008386262095,-0.8824933850517959,-0.9816149338031883,-1.2344838885638378,-2.1486813627381376,-1.3911828795512031
N,13298,hmi.sharp_cea_720s.9488.20230506_124800_TAI.magnetogram.fits,1,-0.8664820446126368,-0.6465751181635669,-0.9164799890429978,-0.5467477001770275,-0.6406711373143328,-0.8816410369087803,-0.9836070835329535,-1.237228850074262,-2.1486813627381376,-1.55940116755566
N,13298,hmi.sharp_cea_720s.9488.20230506_132400_TAI.magnetogram.fits,1,-0.8671235070810892,-0.6467662625950985,-0.916309561474838,-0.5466146423166258,-0.6379820781989785,-0.8829109325834591,-0.9882935779492169,-1.2658941543502737,-2.1486813627381376,-1.539414551488545
N,13298,hmi.sharp_cea_720s.9488.20230506_140000_TAI.magnetogram.fits,1,-0.8688930132024526,-0.6471301309663822,-0.9179738709465576,-0.5537299864766003,-0.6534160958368994,-0.8850112176527912,-0.9896164810458223,-1.3059720514812885,-1.0472025658487507,-1.56517945651595
N,13298,hmi.sharp_cea_720s.9488.20230506_143600_TAI.magnetogram.fits,1,-0.8708190676815903,-0.6472864315096911,-0.9202503289322629,-0.5475616369684851,-0.6378179056560901,-0.8863048131847834,-0.9874037712774558,-1.3040197128017772,-2.1486813627381376,-1.5034954909809417
N,13298,hmi.sharp_cea_720s.9488.20230506_151200_TAI.magnetogram.fits,1,-0.8710283352077608,-0.6473143789845602,-0.9209465699511543,-0.5462478045796495,-0.6432684395513331,-0.8872100621272302,-0.9926101553595288,-1.2689663372097602,-2.1486813627381376,-1.5977134303965526
N,13298,hmi.sharp_cea_720s.9488.20230506_154800_TAI.magnetogram.fits,1,-0.8733018916355035,-0.6475354550103818,-0.9232449818300718,-0.5466974966614414,-0.6409207561506366,-0.8888836924474052,-0.9947344171051807,-1.3023672787221934,-2.1486813627381376,-1.5913294267700795
N,13298,hmi.sharp_cea_720s.9488.20230506_163600_TAI.magnetogram.fits,1,-0.8733285691163666,-0.6476157201007195,-0.9232296404775977,-0.5483297381671745,-0.6452392084557639,-0.8897075132329757,-0.9953696121857396,-1.2995052773303541,-2.1486813627381376,-1.5431996666376664
N,13298,hmi.sharp_cea_720s.9488.20230506_171200_TAI.magnetogram.fits,1,-0.87378890712069,-0.6476036324389747,-0.9248866179614155,-0.5502215810270887,-0.6496984775877658,-0.8901915734695928,-0.995001535954557,-1.2086782362349404,-1.057653756138602,-1.6269454469106552
N,13298,hmi.sharp_cea_720s.9488.20230506_174800_TAI.magnetogram.fits,1,-0.8731309790458079,-0.6474902379589719,-0.923806354634965,-0.5557030158525902,-0.6613733410131593,-0.8896925190935472,-0.997409878618642,-1.1988732717194188,-0.9537263030821286,-1.579997056404224
N,13298,hmi.sharp_cea_720s.9488.20230506_182400_TAI.magnetogram.fits,1,-0.8715894367734839,-0.6473689123430337,-0.9225650107114121,-0.5546236135850164,-0.6556453592532419,-0.888835110481135,-0.997555603469815,-1.1732262437308985,-2.1486813627381376,-1.6269454469106552
N,13298,hmi.sharp_cea_720s.9488.20230506_190000_TAI.magnetogram.fits,1,-0.8692475449125884,-0.6473026021638444,-0.9192813978256777,-0.5490119948290787,-0.6482827130665106,-0.887419615121554,-0.9986265041915792,-1.2320872007575354,-2.1486813627381376,-1.529095119865526
N,13298,hmi.sharp_cea_720s.9488.20230506_193600_TAI.magnetogram.fits,1,-0.8720006688988399,-0.6475385868245652,-0.9215064585287721,-0.5448542686584781,-0.6442006767006511,-0.8893600287045871,-0.9976764152666127,-1.2964827392594076,-2.1486813627381376,-1.150238691800919
