Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.5,Accuracy,0.952,0.952
0.5,Recall,0.941,1.0
0.5,Precision,1.0,0.8
0.5,TSS,0.941,0.941
0.5,HSS,0.859,0.859
0.5,FAR,0.0,0.2
0.5,FPR,0.0,0.058
