Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.117
0.2,0.176
0.25,0.294
0.3,0.705
0.35000000000000003,0.941
0.4,0.941
0.45,0.941
0.5,1.0
0.55,0.75
0.6000000000000001,0.75
0.6500000000000001,0.75
0.7000000000000001,0.5
0.7500000000000001,0.25
0.8,0.25
0.8500000000000001,0.25
0.9000000000000001,0.0
0.9500000000000001,0.0
