Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.5,Accuracy,1.0,1.0
0.5,Recall,1.0,1.0
0.5,Precision,1.0,1.0
0.5,BSS,0.082,0.466
0.5,HSS,1.0,1.0
0.5,FAR,0.0,0.0
0.5,FPR,0.0,0.0
