0,1,2,3,4,5,6,7,8,9
6.77485408101763,6.769053646496364,6.771427529198783,6.7627476794379096,6.774055174418858,6.774844901902335,6.769797171865191,6.769634774753025,6.766856551170349,6.769796098981585
0.77933547673402,0.7882818071930496,0.7841972002276668,0.7746165350631431,0.7789109040189672,0.7927785515785217,0.7837595873408847,0.7877778742048476,0.7826367682880826,0.7874230058104904
0.6943207217587365,0.6944679132214299,0.6946245122838903,0.6971506962069759,0.6921474160971465,0.695126309438988,0.694768222393813,0.6954611904091306,0.6963302393754324,0.6939267096696077
0.7308720548947653,0.7285615382371126,0.7280229506669221,0.71366164860902,0.7318392097949982,0.7232788845344826,0.7287361047886036,0.7254638671875,0.7259248870390432,0.7328473307468273
0.7099078396956126,0.7104036399611721,0.7079775267177157,0.7017447749773661,0.7006977708251388,0.7059447081000717,0.7085944601783046,0.706635488404168,0.7086945054707704,0.7108804318639967
0.7008660943419845,0.7072473852722733,0.7183973149017051,0.7110066148969862,0.7147763680528711,0.7059192326333787,0.7128160264756944,0.7176224169907747,0.7059608256375348,0.7025959094365438
0.6934815799748456,0.693428823241481,0.6944243885852672,0.6918352908558316,0.6898444670218008,0.6945598566973651,0.6953923967149522,0.6960387384449994,0.7000250176147178,0.6904792498659205
0.6939474818883119,0.6924011122297358,0.6868493181687815,0.686783719945837,0.6906019018756019,0.6903082794613309,0.6851267980204688,0.6852006062313363,0.690927016514319,0.6908008809442874
0.695354786184099,0.6968180139859518,0.7023532655504015,0.704507796852677,0.6955422759056091,0.7027259491108082,0.7045879739302175,0.7058764696121216,0.6997047066688538,0.69694674677319
0.6928885777791342,0.6922887718236005,0.6929141989460698,0.6947757712116948,0.6929391688770719,0.6926248559245357,0.6929389900631375,0.6921303382626286,0.6934750058032848,0.692968573835161
0.6902968817287021,0.6905009834854691,0.6901370794684799,0.6890173951784769,0.6908829940689935,0.689990207001015,0.6901198117821304,0.6902320716116164,0.6896658451468857,0.6905670629607307
0.6902260559576529,0.6903598418942204,0.6904939788359182,0.6904473370975919,0.6899710562494066,0.6910816431045532,0.6903924986168191,0.6899772992840519,0.6902445046990006,0.6902121614526819
0.6891679896248711,0.6895432030713117,0.6892124281989204,0.6893804581077011,0.6894057128164504,0.6891911493407356,0.6895691001856769,0.6893689919401098,0.6880839599503411,0.6896873624236496
0.6883174865334122,0.6870348806734439,0.6875577591083668,0.6876753723179853,0.6872172929622509,0.6879219169969912,0.687668689975032,0.6877234026237771,0.6889822902502837,0.6878274303895456
0.6870777805646261,0.686890149558032,0.6862105109073497,0.6852317386203342,0.6860818266868591,0.6859981572186505,0.6864468411163047,0.6862336794535319,0.6868617358031096,0.687444391074004
0.6860115594334073,0.684929679941248,0.6846293233059071,0.6841397462067781,0.6842810025921574,0.6850079849914268,0.6851750038288258,0.6848645121962936,0.6865573525428772,0.6857311637313278
0.6843899466373302,0.68402542008294,0.6840886032139813,0.683585023438489,0.6838057813821016,0.6839115111916153,0.6842463568404868,0.6846827025766726,0.684575065418526,0.6847385190151356
0.6847111847665575,0.6841384481500696,0.6849360532230802,0.6844483172452008,0.6843949468047531,0.6847206000928525,0.6846972902615865,0.6849291170084918,0.6856327211415326,0.684410258575722
0.6901385916603936,0.6896306563306738,0.6890610743452001,0.6885303921169705,0.6895447439617581,0.6894243271262558,0.6893946572586342,0.6883454256587558,0.6902025982185647,0.6902058632285507
0.6873400542471144,0.6874162974180998,0.6880391240119934,0.6872629876489993,0.6875157334186413,0.6882313953505622,0.6876580052905612,0.6875966478277136,0.6879799101087782,0.6870254896305226
0.6881315001734981,0.6878757057366548,0.6882970973297402,0.687587872699455,0.6873815170040837,0.6884562284858139,0.6887600576436078,0.68824792570538,0.6878925826814439,0.6883470217386881
0.6848811198163915,0.6844032230200591,0.6838943031099107,0.683606156596431,0.6844276719623141,0.6842320186120493,0.6842431867564166,0.6842253318539372,0.6850748746483414,0.684554726989181
0.6863057767903363,0.6869213934297915,0.6866941187116835,0.6853664605705826,0.6871810930746572,0.6870189507802328,0.6864842750408031,0.6865093310674032,0.6859295346118786,0.68634565671285
0.6919924396055716,0.6910151044527689,0.6910899745093452,0.6888317245024221,0.6903874476750692,0.6909396979543898,0.6913920552642258,0.69075682648906,0.6922979178252043,0.6921128321577001
0.6894148566104747,0.6890471489341171,0.6894381178749932,0.6872334325755084,0.6890835673720749,0.6899520556131998,0.6890181082266348,0.6896464118251094,0.6902293452510128,0.6892883777618408
0.6850673048584549,0.6848229854195206,0.684672870017864,0.683307804443218,0.6843020077104922,0.684895811257539,0.6847318874465095,0.6847512744091175,0.6850262328430459,0.6851590010854933
0.6858976704102976,0.6866015791893005,0.6859782713430899,0.6836272169042517,0.6868033254588092,0.6861726950716089,0.6858313348558214,0.6853953379171865,0.6857982057112234,0.686348729663425
