Class,noaaID,zero,one
N,13284,0.8309131264686584,0.1690868437290191
N,13286,0.3011869490146637,0.6988130211830139
N,13287,0.8680457472801208,0.1319542527198791
N,13298,0.8676953911781311,0.1323046386241912
N,13301,0.5844799280166626,0.4155200719833374
N,13303,0.827378511428833,0.172621488571167
N,13307,0.8772605657577515,0.1227394938468933
N,13345,0.7941492795944214,0.2058508098125457
N,13349,0.7939152121543884,0.2060847580432891
N,13356,0.7512167692184448,0.2487833201885223
N,13362,0.8618809580802917,0.1381190121173858
N,13371,0.7939504981040955,0.2060495465993881
N,13393,0.5728644728660583,0.4271354675292969
N,13412,0.8438844084739685,0.1561155021190643
N,13414,0.8853409886360168,0.1146590933203697
N,13420,0.7356905937194824,0.2643094062805176
N,13439,0.6966904997825623,0.3033095002174377
N,13440,0.6768100261688232,0.3231900334358215
N,13446,0.7575840353965759,0.242415964603424
N,13461,0.8093801736831665,0.190619871020317
N,13470,0.7716698050498962,0.2283302992582321
N,13488,0.8707646727561951,0.1292353123426437
N,13496,0.8221995830535889,0.1778004467487335
N,13497,0.055725447833538,0.9442744851112366
N,13501,0.8486021757125854,0.1513978540897369
N,13505,0.6721301078796387,0.3278699815273285
N,13512,0.8557469844818115,0.1442529708147049
N,13515,0.797757089138031,0.2022428810596466
N,13522,0.8368662595748901,0.163133829832077
N,13525,0.8564232587814331,0.1435768157243728
N,13544,0.7452760934829712,0.2547239065170288
N,13550,0.8237102627754211,0.1762896925210952
N,13557,0.7037350535392761,0.2962649464607239
N,13563,0.8726651072502136,0.1273348778486251
N,13570,0.730720043182373,0.2692798972129822
N,13572,0.8651646971702576,0.1348353028297424
N,13577,0.7813610434532166,0.2186389118432998
N,13578,0.0797047317028045,0.920295238494873
N,13579,0.1386942565441131,0.8613057136535645
N,13581,0.8464495539665222,0.1535504162311554
N,13585,0.4781726896762848,0.5218273401260376
N,13597,0.7796192765235901,0.2203807532787323
N,13609,0.867971658706665,0.1320284157991409
N,13610,0.8341226577758789,0.1658773422241211
