y_true,zero,one
0.0,0.7112723588943481,0.28872764110565186
0.0,0.7107192277908325,0.2892807722091675
0.0,0.7109065055847168,0.2890934944152832
0.0,0.6183831691741943,0.3816168010234833
0.0,0.3564103841781616,0.6435896158218384
0.0,0.356523722410202,0.6434763073921204
0.0,0.35627615451812744,0.6437238454818726
0.0,0.7107686400413513,0.2892313599586487
0.0,0.7108982801437378,0.2891017496585846
0.0,0.3573349416255951,0.6426650285720825
0.0,0.3569192886352539,0.6430807709693909
0.0,0.35610610246658325,0.6438939571380615
0.0,0.709990918636322,0.29000911116600037
0.0,0.710791826248169,0.28920820355415344
0.0,0.7099791169166565,0.2900209128856659
0.0,0.7097556591033936,0.29024437069892883
0.0,0.3560943901538849,0.6439056396484375
0.0,0.6637182235717773,0.33628180623054504
0.0,0.3561956584453583,0.6438043713569641
0.0,0.707038402557373,0.29296159744262695
0.0,0.7109849452972412,0.2890150547027588
0.0,0.3565960228443146,0.6434040069580078
0.0,0.7107729911804199,0.28922706842422485
0.0,0.35618874430656433,0.6438112854957581
0.0,0.356078565120697,0.6439214944839478
0.0,0.7110888957977295,0.2889110743999481
0.0,0.7104946374893188,0.28950533270835876
0.0,0.7112744450569153,0.2887255847454071
0.0,0.7108898162841797,0.28911012411117554
0.0,0.6377660036087036,0.36223405599594116
0.0,0.7113453149795532,0.2886546850204468
0.0,0.7109232544898987,0.2890768051147461
0.0,0.7106984257698059,0.2893016040325165
0.0,0.3561093509197235,0.6438907384872437
0.0,0.7112300992012024,0.28876993060112
0.0,0.7108556032180786,0.289144366979599
0.0,0.7101660370826721,0.2898339629173279
0.0,0.35760560631752014,0.6423944234848022
0.0,0.7112499475479126,0.2887500822544098
0.0,0.7099302411079407,0.2900697886943817
0.0,0.703676700592041,0.29632341861724854
0.0,0.7110338807106018,0.2889661192893982
0.0,0.7111379504203796,0.2888621687889099
0.0,0.7074083685874939,0.2925916910171509
0.0,0.7098036408424377,0.29019638895988464
0.0,0.7100052833557129,0.2899947762489319
0.0,0.35635673999786377,0.6436432600021362
0.0,0.7107632756233215,0.28923672437667847
