y_true,zero,one
0.0,0.3012576103210449,0.6987423896789551
0.0,0.3035459816455841,0.6964539289474487
0.0,0.3024534583091736,0.6975465416908264
0.0,0.31303513050079346,0.6869648694992065
0.0,0.3210960626602173,0.6789039373397827
0.0,0.3012484312057495,0.6987515091896057
0.0,0.2975260019302368,0.7024739980697632
0.0,0.2900850176811218,0.7099149823188782
0.0,0.2933363616466522,0.7066636681556702
0.0,0.29945674538612366,0.7005432844161987
0.0,0.31914547085762024,0.6808545589447021
0.0,0.3190034329891205,0.6809965968132019
0.0,0.33251237869262695,0.667487621307373
0.0,0.3249857425689697,0.6750142574310303
0.0,0.32341623306274414,0.6765837669372559
0.0,0.32477450370788574,0.6752254962921143
0.0,0.3247307240962982,0.6752693057060242
0.0,0.32474952936172485,0.6752505302429199
0.0,0.3273179531097412,0.6726821064949036
0.0,0.3241223394870758,0.6758776903152466
0.0,0.3315470218658447,0.6684529781341553
0.0,0.33484092354774475,0.6651590466499329
0.0,0.34207579493522644,0.6579241156578064
0.0,0.3455939292907715,0.6544060707092285
0.0,0.35315078496932983,0.6468492150306702
0.0,0.34387001395225525,0.6561299562454224
0.0,0.3455505669116974,0.654449462890625
0.0,0.34139326214790344,0.658606767654419
0.0,0.33325982093811035,0.6667402386665344
0.0,0.3458554446697235,0.6541445851325989
0.0,0.3495466709136963,0.6504533290863037
0.0,0.35882556438446045,0.6411744356155396
0.0,0.36504220962524414,0.6349578499794006
0.0,0.3681809902191162,0.6318190693855286
0.0,0.34976133704185486,0.6502386331558228
0.0,0.35452163219451904,0.6454784274101257
0.0,0.3424731492996216,0.6575267314910889
0.0,0.33471423387527466,0.6652857065200806
0.0,0.3372259736061096,0.6627740859985352
0.0,0.3419813811779022,0.6580187082290649
0.0,0.7456616759300232,0.25433826446533203
0.0,0.7360942363739014,0.26390573382377625
0.0,0.7528276443481445,0.24717235565185547
0.0,0.7585524916648865,0.24144750833511353
0.0,0.7519744038581848,0.24802562594413757
0.0,0.7539637088775635,0.24603630602359772
0.0,0.7511206269264221,0.24887941777706146
0.0,0.7563909888267517,0.2436089813709259
0.0,0.7757318019866943,0.22426815330982208
0.0,0.7633121013641357,0.23668792843818665
0.0,0.7736321091651917,0.22636789083480835
0.0,0.7832370400428772,0.2167629897594452
0.0,0.7559934854507446,0.24400657415390015
0.0,0.7624629735946655,0.23753701150417328
0.0,0.7640458941459656,0.23595409095287323
0.0,0.7531266212463379,0.24687343835830688
0.0,0.7550303339958191,0.24496982991695404
0.0,0.7461402416229248,0.2538597583770752
0.0,0.7707226276397705,0.2292773276567459
0.0,0.7669535875320435,0.23304647207260132
0.0,0.7785295844078064,0.22147038578987122
0.0,0.778548002243042,0.2214520126581192
0.0,0.7776581645011902,0.22234183549880981
0.0,0.7811561822891235,0.21884378790855408
0.0,0.7669022679328918,0.23309774696826935
0.0,0.770463228225708,0.2295367568731308
0.0,0.7883116006851196,0.21168841421604156
0.0,0.7722691297531128,0.22773094475269318
0.0,0.8028907775878906,0.19710926711559296
0.0,0.7982929944992065,0.20170702040195465
0.0,0.7875732779502869,0.21242673695087433
0.0,0.8533702492713928,0.14662978053092957
0.0,0.851571261882782,0.1484287679195404
0.0,0.8504014611244202,0.14959858357906342
0.0,0.8461435437202454,0.15385650098323822
0.0,0.8471882939338684,0.15281179547309875
0.0,0.8471744656562805,0.15282559394836426
0.0,0.847839891910553,0.15216010808944702
0.0,0.7764136791229248,0.22358641028404236
0.0,0.8484076261520386,0.15159235894680023
0.0,0.6792963743209839,0.32070356607437134
0.0,0.6777055263519287,0.3222944438457489
0.0,0.6835536956787109,0.31644633412361145
0.0,0.6748407483100891,0.3251592814922333
0.0,0.6727282404899597,0.3272717595100403
0.0,0.6838167309761047,0.31618332862854004
0.0,0.6954683065414429,0.30453163385391235
0.0,0.6836274862289429,0.3163725435733795
0.0,0.67946857213974,0.32053142786026
0.0,0.6759654879570007,0.32403460144996643
0.0,0.6766557097434998,0.32334429025650024
0.0,0.6890576481819153,0.3109423816204071
0.0,0.6821770071983337,0.31782296299934387
0.0,0.6889618635177612,0.31103819608688354
0.0,0.6834672093391418,0.31653282046318054
0.0,0.6943714618682861,0.3056285083293915
0.0,0.6887161135673523,0.3112838566303253
0.0,0.687165379524231,0.31283462047576904
0.0,0.6974937915802002,0.3025061786174774
0.0,0.6825593709945679,0.31744059920310974
0.0,0.6922520399093628,0.30774787068367004
0.0,0.685602605342865,0.314397394657135
0.0,0.6851085424423218,0.314891517162323
0.0,0.6884762644767761,0.3115237355232239
0.0,0.6947008967399597,0.3052990734577179
0.0,0.704551100730896,0.2954489290714264
0.0,0.6893029808998108,0.31069695949554443
0.0,0.6867222189903259,0.31327781081199646
0.0,0.6771826148033142,0.3228173553943634
0.0,0.6830880045890808,0.3169119954109192
0.0,0.6736178994178772,0.3263820707798004
0.0,0.673514723777771,0.326485276222229
0.0,0.6776178479194641,0.3223820924758911
0.0,0.6762065887451172,0.32379335165023804
0.0,0.6837286949157715,0.3162713646888733
0.0,0.6761886477470398,0.3238113224506378
0.0,0.6787572503089905,0.3212427496910095
0.0,0.6784389019012451,0.3215610682964325
0.0,0.6816580295562744,0.3183419108390808
0.0,0.6863728761672974,0.3136270344257355
0.0,0.7243780493736267,0.2756219208240509
0.0,0.730108380317688,0.2698916494846344
0.0,0.7296489477157593,0.2703510522842407
0.0,0.7251545786857605,0.2748454213142395
0.0,0.7294837832450867,0.27051621675491333
0.0,0.7477667331695557,0.2522332966327667
0.0,0.7348233461380005,0.2651766538619995
0.0,0.7351277470588684,0.26487231254577637
0.0,0.7112884521484375,0.2887115776538849
0.0,0.7107810378074646,0.2892189621925354
0.0,0.7229437232017517,0.2770562469959259
0.0,0.7313747406005859,0.2686252295970917
0.0,0.7156702280044556,0.2843298316001892
0.0,0.726742148399353,0.273257851600647
0.0,0.7326430678367615,0.26735687255859375
0.0,0.7348577380180359,0.2651422917842865
0.0,0.7395440340042114,0.2604559659957886
0.0,0.7354422807693481,0.26455774903297424
0.0,0.7415140867233276,0.25848588347435
0.0,0.7407547831535339,0.2592451870441437
0.0,0.7394325733184814,0.26056742668151855
0.0,0.748508870601654,0.25149115920066833
0.0,0.7323598861694336,0.2676401734352112
0.0,0.7265487909317017,0.27345117926597595
0.0,0.7369621396064758,0.26303789019584656
0.0,0.7286962866783142,0.2713037431240082
0.0,0.7288782596588135,0.27112171053886414
0.0,0.7456642389297485,0.2543357312679291
0.0,0.7533993721008301,0.24660064280033112
0.0,0.7616183757781982,0.23838168382644653
0.0,0.7517478466033936,0.24825216829776764
0.0,0.7522767186164856,0.24772322177886963
0.0,0.7546706199645996,0.24532945454120636
0.0,0.7536535859107971,0.24634645879268646
0.0,0.7510387897491455,0.24896126985549927
0.0,0.7471067905426025,0.2528931796550751
0.0,0.7444332838058472,0.2555667459964752
0.0,0.7422429919242859,0.2577569782733917
0.0,0.7417681813240051,0.2582318186759949
0.0,0.7478344440460205,0.2521655559539795
0.0,0.735403835773468,0.264596164226532
0.0,0.7445120811462402,0.2554880380630493
0.0,0.7485209107398987,0.2514791190624237
0.0,0.7380346655845642,0.2619653344154358
0.0,0.7351834774017334,0.2648165225982666
0.0,0.7294495701789856,0.2705504596233368
0.0,0.7385861873626709,0.2614137530326843
0.0,0.7277953624725342,0.27220460772514343
0.0,0.7292652130126953,0.2707347869873047
0.0,0.7234157919883728,0.2765842080116272
0.0,0.8276852965354919,0.17231479287147522
0.0,0.7503807544708252,0.24961933493614197
0.0,0.7510497570037842,0.24895025789737701
0.0,0.7481110692024231,0.25188902020454407
0.0,0.733429491519928,0.2665705680847168
0.0,0.7667799592018127,0.23322011530399323
0.0,0.7472403645515442,0.2527596652507782
0.0,0.743423342704773,0.2565767467021942
0.0,0.7676087617874146,0.23239128291606903
0.0,0.7372472286224365,0.26275280117988586
0.0,0.7487829923629761,0.25121697783470154
0.0,0.7451983094215393,0.2548016607761383
0.0,0.7576317191123962,0.24236834049224854
0.0,0.7405455112457275,0.25945451855659485
