serial,prediction_date,jsoc_date,noaaID,harpnum,c_class,MPlus,m5_class,solarmonitor_date
443,20240414,2024/4/13 23:58,13634,9900,57.36%,0.0833,0.93%,2024/4/13
443,20240414,2024/4/13 23:58,13635,9913,3.33%,0.0143,0.50%,2024/4/13
443,20240414,2024/4/13 23:58,13636,9922,0.18%,0.0018,0.12%,2024/4/13
444,20240415,2024/4/14 23:58,13633,9896,22.31%,0.08789999999999999,0.12%,2024/4/14
444,20240415,2024/4/14 23:58,13634,9900,14.89%,0.0582,4.66%,2024/4/14
444,20240415,2024/4/14 23:58,13635,9913,3.62%,0.0021,0.10%,2024/4/14
444,20240415,2024/4/14 23:58,13636,9922,0.13%,0.0013,0.09%,2024/4/14
444,20240415,2024/4/14 23:58,13637,9927,5.59%,0.0436,0.67%,2024/4/14
444,20240415,2024/4/14 23:58,13638,9927,4.81%,0.0104,0.45%,2024/4/14
445,20240416,2024/4/15 23:58,13633,9896,28.37%,0.1463,0.12%,2024/4/15
445,20240416,2024/4/15 23:58,13634,9900,12.43%,0.0512,1%,2024/4/15
445,20240416,2024/4/15 23:58,13635,9913,94.24%,0.9423999999999999,13.52%,2024/4/15
445,20240416,2024/4/15 23:58,13636,9922,9.90%,0.0462,0.14%,2024/4/15
445,20240416,2024/4/15 23:58,13637,9927,0.09%,0.0009,0.09%,2024/4/15
445,20240416,2024/4/15 23:58,13638,9927,8.96%,0.0341,0.90%,2024/4/15
445,20240416,2024/4/15 23:58,13639,9929,6.09%,0.0378,1.11%,2024/4/15
445,20240416,2024/4/15 23:58,13641,9934,22.34%,0.11449999999999999,0.09%,2024/4/15
446,20240417,2024/4/16 14:34,13633,9896,4.98%,0.0043,0.12%,2024/4/16
446,20240417,2024/4/16 14:34,13634,9900,80.36%,0.1802,1.65%,2024/4/16
446,20240417,2024/4/16 14:34,13635,9913,0.18%,0.0018,0.18%,2024/4/16
446,20240417,2024/4/16 14:34,13636,9922,86.98%,0.0641,2.52%,2024/4/16
446,20240417,2024/4/16 14:34,13637,9927,27.18%,0.06570000000000001,2.23%,2024/4/16
446,20240417,2024/4/16 14:34,13638,9927,1.52%,0.0072,0.25%,2024/4/16
446,20240417,2024/4/16 14:34,13639,9929,38.48%,0.0699,6.50%,2024/4/16
446,20240417,2024/4/16 14:34,13641,9934,13.19%,0.0394,0.10%,2024/4/16
447,20240418,2024/4/17 23:58,13634,9900,0.19%,0.0019,0.19%,2024/4/17
447,20240418,2024/4/17 23:58,13635,9913,0.16%,0.0016,0.16%,2024/4/17
447,20240418,2024/4/17 23:58,13636,9922,78.62%,0.005600000000000001,0.22%,2024/4/17
447,20240418,2024/4/17 23:58,13638,9927,28.48%,0.0737,3.40%,2024/4/17
447,20240418,2024/4/17 23:58,13639,9929,37.06%,0.038599999999999995,0.69%,2024/4/17
447,20240418,2024/4/17 23:58,13641,9934,16.97%,0.05,0.10%,2024/4/17
447,20240418,2024/4/17 23:58,13644,9946,10.09%,0.0038,0.09%,2024/4/17
448,20240419,2024/4/18 23:58,13635,9913,0.11%,0.0011,0.10%,2024/4/18
448,20240419,2024/4/18 23:58,13636,9922,31.22%,0.11460000000000001,0.09%,2024/4/18
448,20240419,2024/4/18 23:58,13638,9927,99.62%,0.9962000000000001,12.52%,2024/4/18
448,20240419,2024/4/18 23:58,13639,9929,36.48%,0.0152,0.45%,2024/4/18
448,20240419,2024/4/18 23:58,13641,9934,24.60%,0.23670000000000002,0.11%,2024/4/18
448,20240419,2024/4/18 23:58,13643,9927,8.64%,0.0262,0.89%,2024/4/18
448,20240419,2024/4/18 23:58,13644,9946,0.37%,0.0019,0.10%,2024/4/18
448,20240419,2024/4/18 23:58,13646,9948,17.76%,0.0308,0.09%,2024/4/18
449,20240420,2024/4/19 23:58,13635,9913,0.51%,0.0023,0.10%,2024/4/19
449,20240420,2024/4/19 23:58,13636,9922,31.34%,0.15039999999999998,0.13%,2024/4/19
449,20240420,2024/4/19 23:58,13639,9929,34.12%,0.0098,0.38%,2024/4/19
449,20240420,2024/4/19 23:58,13641,9934,34.17%,0.2148,0.10%,2024/4/19
449,20240420,2024/4/19 23:58,13643,9927,32.92%,0.0393,0.56%,2024/4/19
449,20240420,2024/4/19 23:58,13644,9946,0.46%,0.002,0.10%,2024/4/19
449,20240420,2024/4/19 23:58,13646,9948,29.44%,0.1082,0.10%,2024/4/19
450,20240421,2024/4/20 23:58,13636,9922,9.01%,0.029900000000000003,0.10%,2024/4/20
450,20240421,2024/4/20 23:58,13639,9929,4.14%,0.0149,0.42%,2024/4/20
450,20240421,2024/4/20 23:58,13643,9927,86.16%,0.0129,0.27%,2024/4/20
450,20240421,2024/4/20 23:58,13644,9946,27.73%,0.114,3.76%,2024/4/20
450,20240421,2024/4/20 23:58,13645,9927,4.29%,0.009899999999999999,0.34%,2024/4/20
450,20240421,2024/4/20 23:58,13646,9946,23.50%,0.1148,1.96%,2024/4/20
451,20240422,2024/4/21 21:46,13636,9922,10.63%,0.09359999999999999,0.12%,2024/4/21
451,20240422,2024/4/21 21:46,13639,9929,4.10%,0.029500000000000002,1.25%,2024/4/21
451,20240422,2024/4/21 21:46,13643,9927,0.86%,0.0034999999999999996,0.18%,2024/4/21
451,20240422,2024/4/21 21:46,13644,9946,37.31%,0.2409,11.16%,2024/4/21
452,20240423,2024/4/22 9:10,13639,9929,25.26%,0.0292,0.59%,2024/4/22
452,20240423,2024/4/22 9:10,13643,9927,1.01%,0.0021,0.14%,2024/4/22
452,20240423,2024/4/22 9:10,13644,9946,0.20%,0.002,0.20%,2024/4/22
452,20240423,2024/4/22 9:10,13645,9927,38.79%,0.0245,1.03%,2024/4/22
452,20240423,2024/4/22 9:10,13652,9963,31.96%,0.0038,0.09%,2024/4/22
452,20240423,2024/4/22 9:10,13653,9968,6.28%,0.013600000000000001,0.09%,2024/4/22
452,20240423,2024/4/22 9:10,13655,9969,24.28%,0.1128,0.09%,2024/4/22
452,20240423,2024/4/22 9:10,13656,9966,9.54%,0.0147,0.09%,2024/4/22
453,20240424,2024/4/23 23:58,13639,9929,1.85%,0.008,0.26%,2024/4/23
453,20240424,2024/4/23 23:58,13644,9946,3.20%,0.0067,0.31%,2024/4/23
453,20240424,2024/4/23 23:58,13645,9927,36.19%,0.021099999999999997,0.63%,2024/4/23
453,20240424,2024/4/23 23:58,13652,9963,23.71%,0.2322,0.10%,2024/4/23
453,20240424,2024/4/23 23:58,13653,9968,6.72%,0.0054,0.10%,2024/4/23
453,20240424,2024/4/23 23:58,13654,9966,11.68%,0.0412,1.37%,2024/4/23
453,20240424,2024/4/23 23:58,13655,9969,9.13%,0.0336,0.09%,2024/4/23
453,20240424,2024/4/23 23:58,13656,9966,2.58%,0.015700000000000002,0.50%,2024/4/23
453,20240424,2024/4/23 23:58,13657,9965,10.44%,0.0034000000000000002,0.09%,2024/4/23
454,20240425,2024/4/24 23:58,13644,9946,32.71%,0.048,1.24%,2024/4/24
454,20240425,2024/4/24 23:58,13652,9963,83.43%,0.23120000000000002,0.13%,2024/4/24
454,20240425,2024/4/24 23:58,13653,9968,14.28%,0.0317,0.10%,2024/4/24
454,20240425,2024/4/24 23:58,13654,9966,0.77%,0.0028000000000000004,0.14%,2024/4/24
454,20240425,2024/4/24 23:58,13655,9969,4.89%,0.0152,0.11%,2024/4/24
454,20240425,2024/4/24 23:58,13657,9965,0.42%,0.0021,0.11%,2024/4/24
455,20240426,2024/4/25 23:58,13644,9946,17.38%,0.0762,6.38%,2024/4/25
455,20240426,2024/4/25 23:58,13652,9963,34.80%,0.2375,0.10%,2024/4/25
455,20240426,2024/4/25 23:58,13653,9968,56.79%,0.0356,0.11%,2024/4/25
455,20240426,2024/4/25 23:58,13654,9966,2.73%,0.0089,0.38%,2024/4/25
455,20240426,2024/4/25 23:58,13655,9969,5.64%,0.0415,0.11%,2024/4/25
455,20240426,2024/4/25 23:58,13657,9965,57.97%,0.11230000000000001,0.10%,2024/4/25
455,20240426,2024/4/25 23:58,13658,9973,13.90%,0.0894,0.09%,2024/4/25
456,20240427,2024/4/26 23:58,13644,9946,35.45%,0.2716,10.91%,2024/4/26
456,20240427,2024/4/26 23:58,13652,9963,7.54%,0.0317,0.11%,2024/4/26
456,20240427,2024/4/26 23:58,13653,9968,52.61%,0.0169,0.10%,2024/4/26
456,20240427,2024/4/26 23:58,13654,9966,3.97%,0.0187,0.77%,2024/4/26
456,20240427,2024/4/26 23:58,13655,9969,30.10%,0.17629999999999998,0.10%,2024/4/26
456,20240427,2024/4/26 23:58,13657,9965,58.61%,0.15560000000000002,0.10%,2024/4/26
456,20240427,2024/4/26 23:58,13658,9973,0.18%,0.0018,0.10%,2024/4/26
456,20240427,2024/4/26 23:58,13659,9978,13.59%,0.0033,0.09%,2024/4/26
457,20240428,2024/4/27 23:46,13652,9963,4.63%,0.013600000000000001,0.11%,2024/4/27
457,20240428,2024/4/27 23:46,13654,9966,84.71%,0.21760000000000002,6.15%,2024/4/27
457,20240428,2024/4/27 23:46,13655,9969,55.09%,0.0111,0.10%,2024/4/27
457,20240428,2024/4/27 23:46,13657,9965,51.95%,0.0074,0.10%,2024/4/27
457,20240428,2024/4/27 23:46,13659,9978,1.18%,0.0028000000000000004,0.11%,2024/4/27
458,20240429,2024/4/28 23:58,13654,9966,7.98%,0.0179,0.37%,2024/4/28
458,20240429,2024/4/28 23:58,13655,9969,32.73%,0.0506,0.10%,2024/4/28
458,20240429,2024/4/28 23:58,13657,9965,25.83%,0.04019999999999999,0.10%,2024/4/28
458,20240429,2024/4/28 23:58,13659,9978,78.43%,0.0176,0.10%,2024/4/28
458,20240429,2024/4/28 23:58,13660,9982,14.49%,0.0033,0.09%,2024/4/28
459,20240430,2024/4/29 23:46,13654,9966,19.90%,0.047,3.69%,2024/4/29
459,20240430,2024/4/29 23:46,13655,9969,31.63%,0.0637,0.16%,2024/4/29
459,20240430,2024/4/29 23:46,13657,9965,13.46%,0.042199999999999994,0.10%,2024/4/29
459,20240430,2024/4/29 23:46,13660,9982,0.96%,0.0045000000000000005,0.10%,2024/4/29
460,20240501,2024/4/30 23:58,13654,9966,13.80%,0.0359,1.69%,2024/4/30
460,20240501,2024/4/30 23:58,13655,9969,4.47%,0.0132,0.11%,2024/4/30
460,20240501,2024/4/30 23:58,13660,9982,29.23%,0.2847,0.10%,2024/4/30
460,20240501,2024/4/30 23:58,13661,9989,13.95%,0.0033,0.09%,2024/4/30
461,20240502,2024/5/1 23:58,13660,9982,14.83%,0.0332,0.11%,2024/5/1
461,20240502,2024/5/1 23:58,13661,9989,0.43%,0.0021,0.10%,2024/5/1
461,20240502,2024/5/1 23:58,13662,9992,31.01%,0.0033,0.09%,2024/5/1
461,20240502,2024/5/1 23:58,13663,9994,31.97%,0.0036,0.09%,2024/5/1
462,20240503,2024/5/2 23:58,13661,9989,1.31%,0.0043,0.10%,2024/5/2
462,20240503,2024/5/2 23:58,13662,9992,1.75%,0.0049,0.10%,2024/5/2
462,20240503,2024/5/2 23:58,13663,9994,0.22%,0.0019,0.11%,2024/5/2
462,20240503,2024/5/2 23:58,13664,9997,35.30%,0.0297,0.66%,2024/5/2
463,20240504,2024/5/3 23:10,13661,9989,29.18%,0.0034000000000000002,0.18%,2024/5/3
463,20240504,2024/5/3 23:10,13662,9992,25.46%,0.2137,0.15%,2024/5/3
463,20240504,2024/5/3 23:10,13663,9989,28.02%,0.0441,1.73%,2024/5/3
463,20240504,2024/5/3 23:10,13664,9997,33.39%,0.0417,2%,2024/5/3
463,20240504,2024/5/3 23:10,13665,10008,10.29%,0.0034000000000000002,0.09%,2024/5/3
464,20240505,2024/5/4 23:58,13662,9992,12.33%,0.1202,0.10%,2024/5/4
464,20240505,2024/5/4 23:58,13663,9989,95.30%,0.9287000000000001,92.87%,2024/5/4
464,20240505,2024/5/4 23:58,13664,9997,31.64%,0.11220000000000001,2.30%,2024/5/4
464,20240505,2024/5/4 23:58,13665,10008,24.05%,0.0096,0.10%,2024/5/4
464,20240505,2024/5/4 23:58,13666,10001,1.76%,0.0036,0.19%,2024/5/4
465,20240506,2024/5/5 23:58,13662,9992,2.29%,0.0063,0.11%,2024/5/5
465,20240506,2024/5/5 23:58,13663,9989,99.59%,0.9954999999999999,99.55%,2024/5/5
465,20240506,2024/5/5 23:58,13664,9997,6.58%,0.0253,0.39%,2024/5/5
465,20240506,2024/5/5 23:58,13665,10008,8.78%,0.0395,0.10%,2024/5/5
465,20240506,2024/5/5 23:58,13666,10001,31.78%,0.046900000000000004,1.22%,2024/5/5
465,20240506,2024/5/5 23:58,13667,10020,9.38%,0.0034000000000000002,0.09%,2024/5/5
466,20240507,2024/5/6 23:58,13663,9989,99.57%,0.9956999999999999,99.57%,2024/5/6
466,20240507,2024/5/6 23:58,13664,9997,7.87%,0.0026,0.17%,2024/5/6
466,20240507,2024/5/6 23:58,13665,10008,13.94%,0.0364,0.13%,2024/5/6
466,20240507,2024/5/6 23:58,13666,10001,19.70%,0.1013,0.14%,2024/5/6
466,20240507,2024/5/6 23:58,13667,10020,27.97%,0.2559,0.12%,2024/5/6
467,20240508,2024/5/7 23:58,13663,9989,99.06%,0.9906,99.06%,2024/5/7
467,20240508,2024/5/7 23:58,13664,9997,99.68%,0.9968,14.69%,2024/5/7
467,20240508,2024/5/7 23:58,13665,10008,35.57%,0.1353,0.09%,2024/5/7
467,20240508,2024/5/7 23:58,13666,10001,5.88%,0.009399999999999999,0.30%,2024/5/7
467,20240508,2024/5/7 23:58,13667,10020,0.20%,0.0016,0.11%,2024/5/7
467,20240508,2024/5/7 23:58,13670,10029,12.36%,0.0034000000000000002,0.09%,2024/5/7
468,20240509,2024/5/8 16:10,13664,9997,18.63%,0.0673,1.05%,2024/5/8
468,20240509,2024/5/8 16:10,13666,10001,19.33%,0.1862,0.12%,2024/5/8
468,20240509,2024/5/8 16:10,13667,10020,0.39%,0.002,0.10%,2024/5/8
468,20240509,2024/5/8 16:10,13670,10029,2.30%,0.005600000000000001,0.10%,2024/5/8
469,20240510,2024/5/9 19:46,13664,9997,7.62%,0.0021,0.18%,2024/5/9
469,20240510,2024/5/9 19:46,13666,10001,2.66%,0.01,0.10%,2024/5/9
469,20240510,2024/5/9 19:46,13667,10020,1.37%,0.0038,0.10%,2024/5/9
469,20240510,2024/5/9 19:46,13670,10029,1.58%,0.0079,0.13%,2024/5/9
470,20240511,2024/5/10 23:58,13664,9997,99.71%,0.9971,2.55%,2024/5/10
470,20240511,2024/5/10 23:58,13667,10020,10.05%,0.0048,0.12%,2024/5/10
470,20240511,2024/5/10 23:58,13670,10029,0.32%,0.0018,0.17%,2024/5/10
470,20240511,2024/5/10 23:58,13672,10041,32.84%,0.1808,0.12%,2024/5/10
471,20240512,2024/5/11 23:58,13664,9997,99.72%,0.9972,18.07%,2024/5/11
471,20240512,2024/5/11 23:58,13667,10020,5.24%,0.0139,0.10%,2024/5/11
471,20240512,2024/5/11 23:58,13670,10029,0.33%,0.0019,0.19%,2024/5/11
471,20240512,2024/5/11 23:58,13672,10041,0.19%,0.0019,0.10%,2024/5/11
472,20240513,2024/5/12 23:58,13667,10020,18.35%,0.0124,0.11%,2024/5/12
472,20240513,2024/5/12 23:58,13670,10029,0.19%,0.0017000000000000001,0.10%,2024/5/12
472,20240513,2024/5/12 23:58,13672,10041,0.20%,0.002,0.15%,2024/5/12
472,20240513,2024/5/12 23:58,13674,10043,3.93%,0.014199999999999999,0.37%,2024/5/12
472,20240513,2024/5/12 23:58,13675,10059,35.76%,0.0033,0.09%,2024/5/12
473,20240514,2024/5/13 20:46,13667,10020,12.23%,0.023799999999999998,0.11%,2024/5/13
473,20240514,2024/5/13 20:46,13670,10029,28.16%,0.0482,2.26%,2024/5/13
473,20240514,2024/5/13 20:46,13672,10041,0.68%,0.0028000000000000004,0.16%,2024/5/13
473,20240514,2024/5/13 20:46,13674,10043,18.01%,0.0554,2.69%,2024/5/13
473,20240514,2024/5/13 20:46,13675,10059,0.16%,0.0013,0.10%,2024/5/13
473,20240514,2024/5/13 20:46,13676,10044,17.34%,0.1371,3.73%,2024/5/13
473,20240514,2024/5/13 20:46,13677,10070,8.25%,0.0034000000000000002,0.09%,2024/5/13
473,20240514,2024/5/13 20:46,13678,10062,12%,0.0033,0.09%,2024/5/13
473,20240514,2024/5/13 20:46,13679,10068,22.93%,0.0593,0.09%,2024/5/13
474,20240515,2024/5/14 23:58,13667,10020,1.46%,0.006999999999999999,0.10%,2024/5/14
474,20240515,2024/5/14 23:58,13670,10029,3.45%,0.0024,0.15%,2024/5/14
474,20240515,2024/5/14 23:58,13672,10041,11.41%,0.0092,0.42%,2024/5/14
474,20240515,2024/5/14 23:58,13674,10043,0.13%,0.0013,0.11%,2024/5/14
474,20240515,2024/5/14 23:58,13676,10044,90.48%,0.9048,0.26%,2024/5/14
474,20240515,2024/5/14 23:58,13678,10062,0.11%,0.0011,0.10%,2024/5/14
474,20240515,2024/5/14 23:58,13679,10068,0.19%,0.0019,0.19%,2024/5/14
474,20240515,2024/5/14 23:58,13680,10066,9.85%,0.005600000000000001,0.22%,2024/5/14
474,20240515,2024/5/14 23:58,13681,10067,7.29%,0.0088,0.09%,2024/5/14
475,20240516,2024/5/15 23:58,13670,10029,1.42%,0.0051,0.21%,2024/5/15
475,20240516,2024/5/15 23:58,13672,10041,0.77%,0.0031,0.18%,2024/5/15
475,20240516,2024/5/15 23:58,13674,10043,0.14%,0.0014000000000000002,0.14%,2024/5/15
475,20240516,2024/5/15 23:58,13678,10062,23.72%,0.0084,0.10%,2024/5/15
475,20240516,2024/5/15 23:58,13680,10066,19.88%,0.0649,2.79%,2024/5/15
475,20240516,2024/5/15 23:58,13681,10067,15.74%,0.0828,0.10%,2024/5/15
476,20240517,2024/5/16 23:58,13670,10029,36.21%,0.0363,2.33%,2024/5/16
476,20240517,2024/5/16 23:58,13672,10041,9.99%,0.0032,0.16%,2024/5/16
476,20240517,2024/5/16 23:58,13674,10043,15.58%,0.049100000000000005,1.86%,2024/5/16
476,20240517,2024/5/16 23:58,13678,10062,22.56%,0.004,0.12%,2024/5/16
476,20240517,2024/5/16 23:58,13680,10063,0.38%,0.002,0.11%,2024/5/16
476,20240517,2024/5/16 23:58,13682,10063,0.44%,0.0021,0.18%,2024/5/16
477,20240518,2024/5/17 3:22,13672,10041,0.37%,0.0019,0.14%,2024/5/17
477,20240518,2024/5/17 3:22,13674,10043,81.35%,0.1311,10.56%,2024/5/17
477,20240518,2024/5/17 3:22,13679,10043,36.74%,0.20190000000000002,18.01%,2024/5/17
477,20240518,2024/5/17 3:22,13682,10063,0.10%,0.001,0.10%,2024/5/17
477,20240518,2024/5/17 3:22,13684,10086,10.06%,0.0034000000000000002,0.09%,2024/5/17
477,20240518,2024/5/17 3:22,13685,10087,9.99%,0.0054,0.24%,2024/5/17
478,20240519,2024/5/18 20:34,13672,10041,4.81%,0.003,0.10%,2024/5/18
478,20240519,2024/5/18 20:34,13679,10043,0.19%,0.0017000000000000001,0.10%,2024/5/18
478,20240519,2024/5/18 20:34,13682,10063,27.07%,0.259,16.01%,2024/5/18
478,20240519,2024/5/18 20:34,13684,10086,18.61%,0.1607,0.10%,2024/5/18
478,20240519,2024/5/18 20:34,13685,10087,31.81%,0.0063,0.24%,2024/5/18
479,20240520,2024/5/19 23:58,13679,10043,26.51%,0.0567,2.47%,2024/5/19
479,20240520,2024/5/19 23:58,13682,10063,37.13%,0.1483,1.89%,2024/5/19
479,20240520,2024/5/19 23:58,13685,10087,28.90%,0.1868,13.64%,2024/5/19
480,20240521,2024/5/20 23:58,13679,10043,8.76%,0.022400000000000003,0.58%,2024/5/20
480,20240521,2024/5/20 23:58,13682,10063,12.42%,0.0379,1.49%,2024/5/20
480,20240521,2024/5/20 23:58,13684,10086,85.11%,0.8511,0.10%,2024/5/20
480,20240521,2024/5/20 23:58,13685,10087,7.56%,0.020499999999999997,0.45%,2024/5/20
481,20240522,2024/5/21 23:58,13679,10043,9.67%,0.0392,1.02%,2024/5/21
481,20240522,2024/5/21 23:58,13684,10086,81.15%,0.1848,0.11%,2024/5/21
481,20240522,2024/5/21 23:58,13685,10087,36.82%,0.0273,1.04%,2024/5/21
482,20240523,2024/5/22 23:58,13679,10043,37.32%,0.247,1.01%,2024/5/22
482,20240523,2024/5/22 23:58,13682,10063,1.39%,0.005,0.41%,2024/5/22
482,20240523,2024/5/22 23:58,13684,10086,82.93%,0.1649,0.14%,2024/5/22
482,20240523,2024/5/22 23:58,13685,10087,77.42%,0.7742,16.70%,2024/5/22
482,20240523,2024/5/22 23:58,13689,10115,20.75%,0.011699999999999999,0.09%,2024/5/22
483,20240524,2024/5/23 23:58,13682,10063,0.34%,0.0019,0.15%,2024/5/23
483,20240524,2024/5/23 23:58,13684,10086,0.14%,0.0014000000000000002,0.14%,2024/5/23
483,20240524,2024/5/23 23:58,13685,10087,0.19%,0.0019,0.19%,2024/5/23
483,20240524,2024/5/23 23:58,13689,10115,0.16%,0.0016,0.16%,2024/5/23
484,20240525,2024/5/24 13:46,13684,10086,0.62%,0.003,0.20%,2024/5/24
484,20240525,2024/5/24 13:46,13685,10087,4.32%,0.004699999999999999,0.22%,2024/5/24
484,20240525,2024/5/24 13:46,13689,10115,4.03%,0.018000000000000002,0.10%,2024/5/24
484,20240525,2024/5/24 13:46,13690,10128,14.91%,0.0033,0.09%,2024/5/24
485,20240526,2024/5/25 23:58,13685,10087,3.21%,0.0128,0.53%,2024/5/25
485,20240526,2024/5/25 23:58,13689,10115,15.87%,0.12539999999999998,0.11%,2024/5/25
485,20240526,2024/5/25 23:58,13690,10128,1.45%,0.0034000000000000002,0.10%,2024/5/25
486,20240527,2024/5/26 23:58,13685,10087,13.86%,0.0305,1.03%,2024/5/26
486,20240527,2024/5/26 23:58,13689,10115,27.62%,0.19920000000000002,0.11%,2024/5/26
486,20240527,2024/5/26 23:58,13690,10128,0.96%,0.0045000000000000005,0.10%,2024/5/26
486,20240527,2024/5/26 23:58,13691,10131,8.28%,0.015700000000000002,0.58%,2024/5/26
486,20240527,2024/5/26 23:58,13692,10123,24.63%,0.0033,0.09%,2024/5/26
487,20240528,2024/5/27 23:58,13689,10115,7.82%,0.0063,0.14%,2024/5/27
487,20240528,2024/5/27 23:58,13690,10128,0.20%,0.0016,0.10%,2024/5/27
487,20240528,2024/5/27 23:58,13691,10128,10.45%,0.048799999999999996,2.83%,2024/5/27
487,20240528,2024/5/27 23:58,13693,10143,23.14%,0.0033,0.09%,2024/5/27
487,20240528,2024/5/27 23:58,13696,10139,13.10%,0.0034000000000000002,0.09%,2024/5/27
488,20240529,2024/5/28 22:58,13689,10115,31.81%,0.0168,0.81%,2024/5/28
488,20240529,2024/5/28 22:58,13691,10128,22.08%,0.016399999999999998,0.52%,2024/5/28
488,20240529,2024/5/28 22:58,13693,10143,14.59%,0.0525,0.09%,2024/5/28
488,20240529,2024/5/28 22:58,13696,10139,1.85%,0.006999999999999999,0.10%,2024/5/28
489,20240530,2024/5/29 20:34,13691,10128,18.01%,0.0922,2.98%,2024/5/29
489,20240530,2024/5/29 20:34,13692,10115,14.12%,0.0452,0.09%,2024/5/29
489,20240530,2024/5/29 20:34,13693,10143,65.18%,0.6518,59.56%,2024/5/29
489,20240530,2024/5/29 20:34,13696,10139,1.09%,0.0036,0.10%,2024/5/29
489,20240530,2024/5/29 20:34,13697,10149,6.52%,0.0259,0.80%,2024/5/29
490,20240531,2024/5/30 23:58,13691,10128,3.25%,0.0127,0.54%,2024/5/30
490,20240531,2024/5/30 23:58,13692,10115,11.56%,0.10210000000000001,0.12%,2024/5/30
490,20240531,2024/5/30 23:58,13693,10143,95.71%,0.6927,61.19%,2024/5/30
490,20240531,2024/5/30 23:58,13696,10139,9.17%,0.0809,0.11%,2024/5/30
490,20240531,2024/5/30 23:58,13697,10149,38.30%,0.21760000000000002,10.02%,2024/5/30
491,20240601,2024/5/31 18:58,13691,10128,83.38%,0.0868,7.65%,2024/5/31
491,20240601,2024/5/31 18:58,13692,10115,5.46%,0.0194,0.11%,2024/5/31
491,20240601,2024/5/31 18:58,13693,10143,23.53%,0.0294,0.11%,2024/5/31
491,20240601,2024/5/31 18:58,13696,10139,22.50%,0.068,0.11%,2024/5/31
491,20240601,2024/5/31 18:58,13697,10149,25.63%,0.0482,0.55%,2024/5/31
491,20240601,2024/5/31 18:58,13698,10153,22.51%,0.0441,0.09%,2024/5/31
492,20240602,2024/6/1 23:58,13691,10128,2.58%,0.0128,0.25%,2024/6/1
492,20240602,2024/6/1 23:58,13693,10143,23.23%,0.0048,0.11%,2024/6/1
492,20240602,2024/6/1 23:58,13696,10139,14.83%,0.0473,0.10%,2024/6/1
492,20240602,2024/6/1 23:58,13697,10149,37.07%,0.2211,6.47%,2024/6/1
492,20240602,2024/6/1 23:58,13698,10153,5.10%,0.021099999999999997,0.10%,2024/6/1
492,20240602,2024/6/1 23:58,13699,10161,83.99%,0.004,0.09%,2024/6/1
493,20240603,2024/6/2 23:58,13691,10128,20.03%,0.1478,2.48%,2024/6/2
493,20240603,2024/6/2 23:58,13693,10143,2.24%,0.0204,0.10%,2024/6/2
493,20240603,2024/6/2 23:58,13697,10149,99.73%,0.9973000000000001,1.30%,2024/6/2
493,20240603,2024/6/2 23:58,13698,10153,0.19%,0.0019,0.19%,2024/6/2
493,20240603,2024/6/2 23:58,13699,10161,0.46%,0.0021,0.12%,2024/6/2
493,20240603,2024/6/2 23:58,13700,10164,11.63%,0.08529999999999999,2.87%,2024/6/2
493,20240603,2024/6/2 23:58,13701,10162,13.70%,0.0246,0.09%,2024/6/2
494,20240604,2024/6/3 23:58,13691,10128,26.72%,0.1527,6.57%,2024/6/3
494,20240604,2024/6/3 23:58,13697,10149,99.72%,0.9972,13.47%,2024/6/3
494,20240604,2024/6/3 23:58,13698,10153,0.43%,0.0021,0.19%,2024/6/3
494,20240604,2024/6/3 23:58,13699,10161,11.13%,0.0635,0.10%,2024/6/3
494,20240604,2024/6/3 23:58,13700,10164,24.36%,0.2322,8.20%,2024/6/3
494,20240604,2024/6/3 23:58,13701,10162,0.17%,0.0017000000000000001,0.10%,2024/6/3
494,20240604,2024/6/3 23:58,13702,10166,13.63%,0.0034000000000000002,0.09%,2024/6/3
495,20240605,2024/6/4 23:58,13697,10149,55.61%,0.062,1.59%,2024/6/4
495,20240605,2024/6/4 23:58,13698,10153,0.25%,0.0016,0.13%,2024/6/4
495,20240605,2024/6/4 23:58,13699,10161,33.40%,0.0584,0.13%,2024/6/4
495,20240605,2024/6/4 23:58,13701,10162,88.37%,0.0308,0.10%,2024/6/4
495,20240605,2024/6/4 23:58,13702,10166,3.79%,0.01,0.10%,2024/6/4
495,20240605,2024/6/4 23:58,13703,10169,33.74%,0.0034999999999999996,0.09%,2024/6/4
495,20240605,2024/6/4 23:58,13704,10168,10.29%,0.0038,0.09%,2024/6/4
496,20240606,2024/6/5 23:58,13697,10149,18.44%,0.1253,3.37%,2024/6/5
496,20240606,2024/6/5 23:58,13698,10153,0.75%,0.003,0.18%,2024/6/5
496,20240606,2024/6/5 23:58,13701,10162,82.94%,0.1961,0.09%,2024/6/5
496,20240606,2024/6/5 23:58,13702,10166,0.79%,0.0029,0.10%,2024/6/5
496,20240606,2024/6/5 23:58,13703,10169,99.71%,0.9971,0.75%,2024/6/5
496,20240606,2024/6/5 23:58,13704,10168,35.27%,0.1503,0.10%,2024/6/5
496,20240606,2024/6/5 23:58,13706,10171,13.14%,0.0034000000000000002,0.09%,2024/6/5
497,20240607,2024/6/6 23:58,13697,10149,3.43%,0.0059,0.23%,2024/6/6
497,20240607,2024/6/6 23:58,13698,10153,1%,0.0025,0.14%,2024/6/6
497,20240607,2024/6/6 23:58,13701,10162,27.01%,0.1702,16.03%,2024/6/6
