serial,prediction_date,jsoc_date,noaaID,harpnum,c_class,MPlus,m5_class,solarmonitor_date
142,20230610,2023/6/9 23:58,13332,8476,9.96%,0.0325,0.09%,2023/6/9
143,20230611,2023/6/10 23:58,13323,8434,88.61%,0.1888,11.96%,2023/6/10
143,20230611,2023/6/10 23:58,13326,8444,24.64%,0.09880000000000001,0.69%,2023/6/10
143,20230611,2023/6/10 23:58,13327,8454,80.25%,0.21,15.33%,2023/6/10
143,20230611,2023/6/10 23:58,13331,8466,3.49%,0.0143,0.13%,2023/6/10
143,20230611,2023/6/10 23:58,13332,8476,36.08%,0.0528,0.10%,2023/6/10
144,20230612,2023/6/11 23:58,13326,8444,5.51%,0.0109,0.25%,2023/6/11
144,20230612,2023/6/11 23:58,13327,8454,80.44%,0.1318,2.08%,2023/6/11
144,20230612,2023/6/11 23:58,13331,8466,3.41%,0.0066,0.31%,2023/6/11
144,20230612,2023/6/11 23:58,13332,8476,0.88%,0.0028000000000000004,0.10%,2023/6/11
145,20230613,2023/6/12 17:46,13326,8444,0.14%,0.0011,0.06%,2023/6/12
145,20230613,2023/6/12 17:46,13327,8454,83.91%,0.1315,0.79%,2023/6/12
145,20230613,2023/6/12 17:46,13331,8466,85.78%,0.17010000000000003,12.96%,2023/6/12
145,20230613,2023/6/12 17:46,13332,8476,4.82%,0.0204,0.10%,2023/6/12
146,20230614,2023/6/13 23:58,13326,8444,0.19%,0.0019,0.13%,2023/6/13
146,20230614,2023/6/13 23:58,13327,8454,78.92%,0.2635,14.47%,2023/6/13
146,20230614,2023/6/13 23:58,13331,8466,85.23%,0.026000000000000002,0.80%,2023/6/13
146,20230614,2023/6/13 23:58,13332,8476,79.30%,0.1202,0.10%,2023/6/13
147,20230615,2023/6/14 23:58,13327,8454,84.83%,0.2848,1.62%,2023/6/14
147,20230615,2023/6/14 23:58,13331,8466,0.46%,0.0021,0.19%,2023/6/14
147,20230615,2023/6/14 23:58,13332,8476,4.56%,0.008100000000000001,0.11%,2023/6/14
147,20230615,2023/6/14 23:58,13333,8498,82.94%,0.0706,0.09%,2023/6/14
148,20230616,2023/6/15 23:58,13331,8466,0.29%,0.0019,0.16%,2023/6/15
148,20230616,2023/6/15 23:58,13333,8498,16.02%,0.0676,0.16%,2023/6/15
148,20230616,2023/6/15 23:58,13334,8501,6.13%,0.0034999999999999996,0.09%,2023/6/15
148,20230616,2023/6/15 23:58,13336,8503,87.45%,0.19649999999999998,7.08%,2023/6/15
149,20230617,2023/6/16 23:58,13331,8466,62.55%,0.6255,0.11%,2023/6/16
149,20230617,2023/6/16 23:58,13333,8498,81.49%,0.1771,8.90%,2023/6/16
149,20230617,2023/6/16 23:58,13334,8501,37.68%,0.0942,0.10%,2023/6/16
149,20230617,2023/6/16 23:58,13335,8503,83.40%,0.1728,12.56%,2023/6/16
149,20230617,2023/6/16 23:58,13336,8503,29.42%,0.08560000000000001,1.03%,2023/6/16
149,20230617,2023/6/16 23:58,13337,8511,66.57%,0.6657,0.09%,2023/6/16
149,20230617,2023/6/16 23:58,13338,8512,76.28%,0.7628,0.09%,2023/6/16
150,20230618,2023/6/17 21:58,13331,8466,28.93%,0.10679999999999999,0.09%,2023/6/17
150,20230618,2023/6/17 21:58,13333,8498,85.77%,0.17579999999999998,3.98%,2023/6/17
150,20230618,2023/6/17 21:58,13334,8501,8.48%,0.0407,1.73%,2023/6/17
150,20230618,2023/6/17 21:58,13335,8503,57.63%,0.1444,7.11%,2023/6/17
150,20230618,2023/6/17 21:58,13337,8511,17.57%,0.0273,0.10%,2023/6/17
150,20230618,2023/6/17 21:58,13338,8511,28.17%,0.19879999999999998,18.74%,2023/6/17
151,20230619,2023/6/18 23:58,13333,8498,0.17%,0.0017000000000000001,0.16%,2023/6/18
151,20230619,2023/6/18 23:58,13334,8501,83.15%,0.17809999999999998,7.07%,2023/6/18
151,20230619,2023/6/18 23:58,13335,8503,88.66%,0.030600000000000002,1.19%,2023/6/18
151,20230619,2023/6/18 23:58,13337,8511,30.14%,0.09269999999999999,1%,2023/6/18
151,20230619,2023/6/18 23:58,13338,8511,0.17%,0.0017000000000000001,0.17%,2023/6/18
151,20230619,2023/6/18 23:58,13339,8521,9.91%,0.0033,0.09%,2023/6/18
152,20230620,2023/6/19 23:58,13333,8498,25.71%,0.0489,1.48%,2023/6/19
152,20230620,2023/6/19 23:58,13335,8503,82.61%,0.20879999999999999,5.49%,2023/6/19
152,20230620,2023/6/19 23:58,13338,8511,52.27%,0.049,0.74%,2023/6/19
152,20230620,2023/6/19 23:58,13339,8521,0.74%,0.0034000000000000002,0.09%,2023/6/19
152,20230620,2023/6/19 23:58,13340,8522,53.69%,0.1119,3.40%,2023/6/19
153,20230621,2023/6/20 23:58,13333,8498,83.91%,0.2815,19.20%,2023/6/20
153,20230621,2023/6/20 23:58,13335,8503,87.07%,0.1471,6.65%,2023/6/20
153,20230621,2023/6/20 23:58,13338,8511,3.49%,0.0174,0.34%,2023/6/20
153,20230621,2023/6/20 23:58,13339,8521,85.58%,0.0447,0.09%,2023/6/20
153,20230621,2023/6/20 23:58,13340,8522,9.87%,0.0078000000000000005,0.28%,2023/6/20
154,20230622,2023/6/21 23:58,13333,8498,0.51%,0.0021,0.16%,2023/6/21
154,20230622,2023/6/21 23:58,13335,8503,0.14%,0.0014000000000000002,0.08%,2023/6/21
154,20230622,2023/6/21 23:58,13338,8511,0.11%,0.0011,0.09%,2023/6/21
154,20230622,2023/6/21 23:58,13339,8521,3.01%,0.0072,0.25%,2023/6/21
154,20230622,2023/6/21 23:58,13340,8522,0.28%,0.0016,0.14%,2023/6/21
154,20230622,2023/6/21 23:58,13341,8538,99.40%,0.9940000000000001,8.82%,2023/6/21
154,20230622,2023/6/21 23:58,13344,8540,18.53%,0.0033,0.09%,2023/6/21
154,20230622,2023/6/21 23:58,13345,8542,17.64%,0.0034000000000000002,0.09%,2023/6/21
155,20230623,2023/6/22 23:58,13335,8503,9.74%,0.035,1.03%,2023/6/22
155,20230623,2023/6/22 23:58,13338,8501,33.52%,0.2306,8.60%,2023/6/22
155,20230623,2023/6/22 23:58,13339,8521,87.51%,0.1255,2.36%,2023/6/22
155,20230623,2023/6/22 23:58,13340,8522,65.40%,0.654,2.50%,2023/6/22
155,20230623,2023/6/22 23:58,13341,8538,69.31%,0.6607,16.84%,2023/6/22
155,20230623,2023/6/22 23:58,13345,8542,12.28%,0.0039000000000000003,0.14%,2023/6/22
155,20230623,2023/6/22 23:58,13346,8547,11.21%,0.0034000000000000002,0.09%,2023/6/22
156,20230624,2023/6/23 23:58,13335,8503,58.96%,0.0116,0.21%,2023/6/23
156,20230624,2023/6/23 23:58,13338,8501,52.94%,0.0821,1.26%,2023/6/23
156,20230624,2023/6/23 23:58,13339,8521,80.63%,0.2519,12.87%,2023/6/23
156,20230624,2023/6/23 23:58,13340,8522,51.98%,0.2962,8.76%,2023/6/23
156,20230624,2023/6/23 23:58,13341,8538,88.94%,0.07400000000000001,2.56%,2023/6/23
156,20230624,2023/6/23 23:58,13345,8542,2.72%,0.005699999999999999,0.13%,2023/6/23
156,20230624,2023/6/23 23:58,13346,8547,80.74%,0.047599999999999996,0.11%,2023/6/23
157,20230625,2023/6/24 1:10,13338,8501,86.82%,0.08070000000000001,2.38%,2023/6/24
157,20230625,2023/6/24 1:10,13339,8521,87.89%,0.183,14.16%,2023/6/24
157,20230625,2023/6/24 1:10,13340,8522,79.76%,0.1784,0.71%,2023/6/24
157,20230625,2023/6/24 1:10,13341,8538,88.77%,0.0282,1.32%,2023/6/24
157,20230625,2023/6/24 1:10,13345,8542,2.21%,0.0098,0.10%,2023/6/24
157,20230625,2023/6/24 1:10,13346,8547,28.22%,0.2159,0.10%,2023/6/24
157,20230625,2023/6/24 1:10,13347,8551,16.48%,0.0033,0.09%,2023/6/24
157,20230625,2023/6/24 1:10,13348,8550,6.67%,0.0067,0.09%,2023/6/24
157,20230625,2023/6/24 1:10,13349,8553,12.51%,0.0034000000000000002,0.09%,2023/6/24
157,20230625,2023/6/24 1:10,13350,8545,7.05%,0.0327,0.09%,2023/6/24
157,20230625,2023/6/24 1:10,13351,8552,13.86%,0.0034000000000000002,0.09%,2023/6/24
158,20230626,2023/6/25 6:34,13338,8501,58.51%,0.18230000000000002,14.25%,2023/6/25
158,20230626,2023/6/25 6:34,13339,8521,87.20%,0.0045000000000000005,0.22%,2023/6/25
158,20230626,2023/6/25 6:34,13340,8522,85.83%,0.0537,2.24%,2023/6/25
158,20230626,2023/6/25 6:34,13341,8538,58.72%,0.0602,2.49%,2023/6/25
158,20230626,2023/6/25 6:34,13345,8542,0.21%,0.0012,0.11%,2023/6/25
158,20230626,2023/6/25 6:34,13346,8547,0.17%,0.0017000000000000001,0.10%,2023/6/25
158,20230626,2023/6/25 6:34,13347,8551,34.26%,0.0036,0.10%,2023/6/25
158,20230626,2023/6/25 6:34,13348,8550,33.55%,0.0166,0.10%,2023/6/25
158,20230626,2023/6/25 6:34,13349,8553,5.59%,0.0033,0.12%,2023/6/25
158,20230626,2023/6/25 6:34,13350,8545,22.75%,0.0123,0.10%,2023/6/25
158,20230626,2023/6/25 6:34,13351,8552,20.17%,0.1959,0.10%,2023/6/25
159,20230627,2023/6/26 23:58,13339,8521,84.23%,0.09880000000000001,8.58%,2023/6/26
159,20230627,2023/6/26 23:58,13340,8522,91.85%,0.9185,7.99%,2023/6/26
159,20230627,2023/6/26 23:58,13341,8538,78.47%,0.2164,3.38%,2023/6/26
159,20230627,2023/6/26 23:58,13345,8542,53.79%,0.13570000000000002,0.12%,2023/6/26
159,20230627,2023/6/26 23:58,13346,8547,9.34%,0.0208,0.10%,2023/6/26
159,20230627,2023/6/26 23:58,13347,8551,29.09%,0.0074,0.11%,2023/6/26
159,20230627,2023/6/26 23:58,13348,8550,29.75%,0.2445,0.10%,2023/6/26
159,20230627,2023/6/26 23:58,13349,8553,15.83%,0.004,0.12%,2023/6/26
159,20230627,2023/6/26 23:58,13351,8552,81.25%,0.1495,7.07%,2023/6/26
160,20230628,2023/6/27 23:58,13339,8521,0.38%,0.002,0.19%,2023/6/27
160,20230628,2023/6/27 23:58,13340,8522,82.70%,0.8270000000000001,19.30%,2023/6/27
160,20230628,2023/6/27 23:58,13341,8538,84.34%,0.2262,16.52%,2023/6/27
160,20230628,2023/6/27 23:58,13345,8542,31.50%,0.192,0.10%,2023/6/27
160,20230628,2023/6/27 23:58,13348,8550,16.75%,0.1496,0.10%,2023/6/27
160,20230628,2023/6/27 23:58,13349,8553,1.31%,0.0064,0.10%,2023/6/27
160,20230628,2023/6/27 23:58,13351,8552,82.73%,0.0748,6.87%,2023/6/27
161,20230629,2023/6/28 23:58,13341,8538,2.35%,0.0033,0.19%,2023/6/28
161,20230629,2023/6/28 23:58,13345,8542,17.36%,0.0213,0.10%,2023/6/28
161,20230629,2023/6/28 23:58,13348,8550,82.48%,0.2757,0.11%,2023/6/28
161,20230629,2023/6/28 23:58,13351,8552,96.31%,0.9631000000000001,18.05%,2023/6/28
161,20230629,2023/6/28 23:58,13354,8552,50.63%,0.0999,3.08%,2023/6/28
161,20230629,2023/6/28 23:58,13355,8561,12.85%,0.0034000000000000002,0.09%,2023/6/28
162,20230630,2023/6/29 23:58,13341,8538,59.41%,0.1177,6.18%,2023/6/29
162,20230630,2023/6/29 23:58,13345,8542,17.07%,0.08470000000000001,0.10%,2023/6/29
162,20230630,2023/6/29 23:58,13348,8550,88.59%,0.18460000000000001,0.11%,2023/6/29
162,20230630,2023/6/29 23:58,13354,8552,99.66%,0.9965999999999999,13.36%,2023/6/29
162,20230630,2023/6/29 23:58,13355,8561,2.05%,0.0077,0.11%,2023/6/29
163,20230701,2023/6/30 23:58,13348,8550,1.69%,0.0034000000000000002,0.12%,2023/6/30
163,20230701,2023/6/30 23:58,13354,8552,56.95%,0.1909,4.15%,2023/6/30
163,20230701,2023/6/30 23:58,13355,8561,1.99%,0.0072,0.12%,2023/6/30
164,20230702,2023/7/1 23:58,13354,8552,51.65%,0.0962,1.25%,2023/7/1
164,20230702,2023/7/1 23:58,13355,8561,4.14%,0.0075,0.10%,2023/7/1
164,20230702,2023/7/1 23:58,13356,8570,37.31%,0.0040999999999999995,0.09%,2023/7/1
165,20230703,2023/7/2 23:58,13354,8552,99.58%,0.9958,99.58%,2023/7/2
165,20230703,2023/7/2 23:58,13355,8561,35.13%,0.02,0.10%,2023/7/2
165,20230703,2023/7/2 23:58,13356,8570,1.96%,0.0059,0.10%,2023/7/2
165,20230703,2023/7/2 23:58,13358,8575,10.61%,0.10529999999999999,9.63%,2023/7/2
166,20230704,2023/7/3 22:34,13355,8561,37.58%,0.0051,0.11%,2023/7/3
166,20230704,2023/7/3 22:34,13356,8570,86.70%,0.018600000000000002,0.90%,2023/7/3
166,20230704,2023/7/3 22:34,13358,8575,99.73%,0.9973000000000001,19.89%,2023/7/3
166,20230704,2023/7/3 22:34,13360,8577,88.52%,0.0034000000000000002,0.09%,2023/7/3
167,20230705,2023/7/4 23:58,13355,8561,19.84%,0.0212,0.12%,2023/7/4
167,20230705,2023/7/4 23:58,13356,8570,31.90%,0.1355,9.02%,2023/7/4
167,20230705,2023/7/4 23:58,13357,8570,83.51%,0.1948,8.99%,2023/7/4
167,20230705,2023/7/4 23:58,13358,8575,58.95%,0.1928,1.92%,2023/7/4
167,20230705,2023/7/4 23:58,13360,8577,88.59%,0.0208,0.66%,2023/7/4
168,20230706,2023/7/5 23:58,13357,8570,16.65%,0.013500000000000002,0.37%,2023/7/5
168,20230706,2023/7/5 23:58,13358,8575,3.83%,0.006999999999999999,0.27%,2023/7/5
168,20230706,2023/7/5 23:58,13360,8577,81.45%,0.1499,4.18%,2023/7/5
168,20230706,2023/7/5 23:58,13361,8587,66.43%,0.6231,12.94%,2023/7/5
169,20230707,2023/7/6 23:58,13357,8570,0.71%,0.0034000000000000002,0.18%,2023/7/6
169,20230707,2023/7/6 23:58,13358,8575,12.92%,0.0492,1.15%,2023/7/6
169,20230707,2023/7/6 23:58,13359,8575,80.69%,0.1517,1.50%,2023/7/6
169,20230707,2023/7/6 23:58,13360,8577,55.68%,0.20559999999999998,0.47%,2023/7/6
169,20230707,2023/7/6 23:58,13361,8587,84.76%,0.1606,14.20%,2023/7/6
169,20230707,2023/7/6 23:58,13362,8597,10.15%,0.0034000000000000002,0.09%,2023/7/6
170,20230708,2023/7/7 13:10,13357,8570,38.03%,0.0318,0.19%,2023/7/7
170,20230708,2023/7/7 13:10,13359,8575,99.71%,0.9971,18.88%,2023/7/7
170,20230708,2023/7/7 13:10,13360,8577,26.02%,0.0155,0.51%,2023/7/7
170,20230708,2023/7/7 13:10,13361,8587,79.36%,0.1277,1.78%,2023/7/7
170,20230708,2023/7/7 13:10,13362,8597,1.60%,0.0026,0.10%,2023/7/7
170,20230708,2023/7/7 13:10,13363,8606,3.96%,0.0043,0.21%,2023/7/7
170,20230708,2023/7/7 13:10,13364,8610,10.25%,0.0037,0.09%,2023/7/7
171,20230709,2023/7/8 23:58,13357,8570,9.27%,0.0677,0.16%,2023/7/8
171,20230709,2023/7/8 23:58,13359,8575,25.72%,0.0836,5.12%,2023/7/8
171,20230709,2023/7/8 23:58,13360,8577,1.96%,0.0023,0.09%,2023/7/8
171,20230709,2023/7/8 23:58,13361,8587,4.97%,0.0134,0.37%,2023/7/8
171,20230709,2023/7/8 23:58,13362,8597,3.03%,0.0091,0.11%,2023/7/8
171,20230709,2023/7/8 23:58,13363,8606,25.04%,0.1096,5.44%,2023/7/8
171,20230709,2023/7/8 23:58,13364,8610,15.36%,0.0203,0.10%,2023/7/8
171,20230709,2023/7/8 23:58,13365,8612,7.65%,0.0194,0.09%,2023/7/8
172,20230710,2023/7/9 23:58,13359,8575,83.48%,0.0508,0.67%,2023/7/9
172,20230710,2023/7/9 23:58,13360,8577,3.41%,0.0024,0.10%,2023/7/9
172,20230710,2023/7/9 23:58,13361,8587,58.14%,0.0915,0.86%,2023/7/9
172,20230710,2023/7/9 23:58,13362,8597,22.01%,0.1351,0.10%,2023/7/9
172,20230710,2023/7/9 23:58,13363,8606,18.21%,0.18030000000000002,8.77%,2023/7/9
172,20230710,2023/7/9 23:58,13364,8610,31.72%,0.0158,0.10%,2023/7/9
172,20230710,2023/7/9 23:58,13365,8612,0.55%,0.0024,0.10%,2023/7/9
172,20230710,2023/7/9 23:58,13367,8618,17.43%,0.029500000000000002,0.09%,2023/7/9
173,20230711,2023/7/10 18:58,13359,8575,51.58%,0.1819,12.58%,2023/7/10
173,20230711,2023/7/10 18:58,13360,8577,5.04%,0.0139,0.13%,2023/7/10
173,20230711,2023/7/10 18:58,13361,8587,52.85%,0.204,14.75%,2023/7/10
173,20230711,2023/7/10 18:58,13362,8597,80.19%,0.7101000000000001,0.10%,2023/7/10
173,20230711,2023/7/10 18:58,13363,8606,57.08%,0.2502,8.41%,2023/7/10
173,20230711,2023/7/10 18:58,13364,8610,35.09%,0.0161,0.10%,2023/7/10
173,20230711,2023/7/10 18:58,13367,8618,82.49%,0.1917,0.10%,2023/7/10
174,20230712,2023/7/11 23:58,13361,8587,60.77%,0.245,10.57%,2023/7/11
174,20230712,2023/7/11 23:58,13362,8597,53.53%,0.2742,0.10%,2023/7/11
174,20230712,2023/7/11 23:58,13363,8606,50.65%,0.0317,0.20%,2023/7/11
174,20230712,2023/7/11 23:58,13364,8610,2.66%,0.01,0.11%,2023/7/11
174,20230712,2023/7/11 23:58,13367,8618,0.19%,0.0019,0.19%,2023/7/11
174,20230712,2023/7/11 23:58,13370,8621,18.87%,0.0337,0.14%,2023/7/11
175,20230713,2023/7/12 15:22,13361,8587,99.47%,0.9947,19.14%,2023/7/12
175,20230713,2023/7/12 15:22,13362,8597,13.80%,0.0407,0.10%,2023/7/12
175,20230713,2023/7/12 15:22,13363,8606,53.38%,0.1144,7.91%,2023/7/12
175,20230713,2023/7/12 15:22,13364,8610,5.46%,0.0091,0.11%,2023/7/12
175,20230713,2023/7/12 15:22,13367,8618,5.22%,0.006,0.22%,2023/7/12
175,20230713,2023/7/12 15:22,13370,8621,0.10%,0.001,0.10%,2023/7/12
175,20230713,2023/7/12 15:22,13372,8627,68.24%,0.6363,19.07%,2023/7/12
176,20230714,2023/7/13 23:58,13362,8597,27.17%,0.1354,0.10%,2023/7/13
176,20230714,2023/7/13 23:58,13363,8606,33.26%,0.1761,12.17%,2023/7/13
176,20230714,2023/7/13 23:58,13364,8610,9.40%,0.009899999999999999,0.10%,2023/7/13
176,20230714,2023/7/13 23:58,13367,8618,80.39%,0.0965,4.59%,2023/7/13
176,20230714,2023/7/13 23:58,13370,8621,0.14%,0.0014000000000000002,0.12%,2023/7/13
176,20230714,2023/7/13 23:58,13372,8627,98.90%,0.6901,9.12%,2023/7/13
177,20230715,2023/7/14 23:58,13362,8597,2.33%,0.0051,0.10%,2023/7/14
177,20230715,2023/7/14 23:58,13363,8606,99.70%,0.997,12.55%,2023/7/14
177,20230715,2023/7/14 23:58,13364,8610,7.49%,0.0054,0.10%,2023/7/14
177,20230715,2023/7/14 23:58,13367,8618,0.16%,0.0016,0.12%,2023/7/14
177,20230715,2023/7/14 23:58,13370,8621,88.55%,0.2738,2.34%,2023/7/14
177,20230715,2023/7/14 23:58,13372,8627,55%,0.012199999999999999,0.27%,2023/7/14
178,20230716,2023/7/15 23:58,13363,8606,98.90%,0.9865,9.48%,2023/7/15
178,20230716,2023/7/15 23:58,13364,8610,24.08%,0.0596,0.10%,2023/7/15
178,20230716,2023/7/15 23:58,13370,8621,35.08%,0.2188,6.76%,2023/7/15
178,20230716,2023/7/15 23:58,13372,8627,99.48%,0.6523,9.79%,2023/7/15
178,20230716,2023/7/15 23:58,13373,8636,79.83%,0.0034000000000000002,0.20%,2023/7/15
178,20230716,2023/7/15 23:58,13374,8639,9.52%,0.0034000000000000002,0.09%,2023/7/15
179,20230717,2023/7/16 23:58,13363,8606,99.71%,0.9971,19.41%,2023/7/16
179,20230717,2023/7/16 23:58,13370,8621,83.87%,0.1855,7.70%,2023/7/16
179,20230717,2023/7/16 23:58,13372,8627,99.55%,0.9954999999999999,5.15%,2023/7/16
179,20230717,2023/7/16 23:58,13373,8636,55.34%,0.2526,9.01%,2023/7/16
179,20230717,2023/7/16 23:58,13374,8639,78.21%,0.1718,0.10%,2023/7/16
180,20230718,2023/7/17 23:58,13372,8627,15.15%,0.0187,0.42%,2023/7/17
180,20230718,2023/7/17 23:58,13373,8636,38.69%,0.2029,12.97%,2023/7/17
180,20230718,2023/7/17 23:58,13374,8639,6.15%,0.0264,0.11%,2023/7/17
181,20230719,2023/7/18 23:58,13371,8621,23.24%,0.0038,0.20%,2023/7/18
181,20230719,2023/7/18 23:58,13372,8627,75.36%,0.7536,0.34%,2023/7/18
181,20230719,2023/7/18 23:58,13373,8636,79.56%,0.015300000000000001,0.34%,2023/7/18
181,20230719,2023/7/18 23:58,13374,8639,5.82%,0.0285,0.11%,2023/7/18
181,20230719,2023/7/18 23:58,13375,8651,9.07%,0.0034000000000000002,0.09%,2023/7/18
181,20230719,2023/7/18 23:58,13376,8647,82.69%,0.0902,3.16%,2023/7/18
181,20230719,2023/7/18 23:58,13377,8661,20.03%,0.0033,0.17%,2023/7/18
182,20230720,2023/7/19 23:58,13371,8621,0.74%,0.0025,0.12%,2023/7/19
182,20230720,2023/7/19 23:58,13372,8627,83.46%,0.1734,3.63%,2023/7/19
182,20230720,2023/7/19 23:58,13373,8636,59.37%,0.009899999999999999,0.21%,2023/7/19
182,20230720,2023/7/19 23:58,13374,8639,0.65%,0.0031,0.18%,2023/7/19
182,20230720,2023/7/19 23:58,13376,8647,86.06%,0.2597,17.32%,2023/7/19
182,20230720,2023/7/19 23:58,13377,8661,0.22%,0.0016,0.13%,2023/7/19
183,20230721,2023/7/20 23:58,13371,8621,0.19%,0.0019,0.19%,2023/7/20
183,20230721,2023/7/20 23:58,13372,8627,85.97%,0.2756,12.52%,2023/7/20
183,20230721,2023/7/20 23:58,13373,8636,82.86%,0.1328,13.06%,2023/7/20
183,20230721,2023/7/20 23:58,13374,8639,5.95%,0.004,0.20%,2023/7/20
183,20230721,2023/7/20 23:58,13376,8647,0.39%,0.002,0.14%,2023/7/20
183,20230721,2023/7/20 23:58,13377,8661,83.39%,0.25780000000000003,9.58%,2023/7/20
183,20230721,2023/7/20 23:58,13379,8668,79.10%,0.0729,3.05%,2023/7/20
184,20230722,2023/7/21 23:58,13372,8627,0.11%,0.0011,0.11%,2023/7/21
184,20230722,2023/7/21 23:58,13373,8636,82.57%,0.023,1.03%,2023/7/21
184,20230722,2023/7/21 23:58,13374,8639,78.01%,0.2821,7.97%,2023/7/21
184,20230722,2023/7/21 23:58,13376,8647,0.17%,0.0017000000000000001,0.16%,2023/7/21
184,20230722,2023/7/21 23:58,13377,8661,21.16%,0.09369999999999999,4.76%,2023/7/21
184,20230722,2023/7/21 23:58,13379,8668,19.27%,0.15439999999999998,9.24%,2023/7/21
185,20230723,2023/7/22 23:58,13372,8627,99.69%,0.9969,7.23%,2023/7/22
185,20230723,2023/7/22 23:58,13373,8636,76.50%,0.765,19.38%,2023/7/22
185,20230723,2023/7/22 23:58,13374,8639,0.22%,0.0017000000000000001,0.17%,2023/7/22
185,20230723,2023/7/22 23:58,13376,8647,0.13%,0.0013,0.08%,2023/7/22
185,20230723,2023/7/22 23:58,13377,8661,2.34%,0.0096,0.40%,2023/7/22
185,20230723,2023/7/22 23:58,13379,8668,9.56%,0.0406,0.43%,2023/7/22
186,20230724,2023/7/23 23:58,13373,8636,79.25%,0.0085,0.33%,2023/7/23
186,20230724,2023/7/23 23:58,13376,8647,99.74%,0.9974,4.75%,2023/7/23
186,20230724,2023/7/23 23:58,13377,8661,83.86%,0.2303,19.59%,2023/7/23
186,20230724,2023/7/23 23:58,13379,8668,84.90%,0.1566,5.46%,2023/7/23
187,20230725,2023/7/24 16:46,13376,8647,0.17%,0.0017000000000000001,0.17%,2023/7/24
187,20230725,2023/7/24 16:46,13377,8661,0.19%,0.0019,0.19%,2023/7/24
187,20230725,2023/7/24 16:46,13379,8668,0.18%,0.0018,0.15%,2023/7/24
187,20230725,2023/7/24 16:46,13380,8684,18.62%,0.067,0.46%,2023/7/24
188,20230726,2023/7/25 23:58,13376,8647,0.17%,0.0017000000000000001,0.17%,2023/7/25
188,20230726,2023/7/25 23:58,13377,8661,1.58%,0.006500000000000001,0.31%,2023/7/25
188,20230726,2023/7/25 23:58,13378,8639,7.71%,0.0033,0.09%,2023/7/25
188,20230726,2023/7/25 23:58,13379,8668,11.93%,0.020499999999999997,0.31%,2023/7/25
188,20230726,2023/7/25 23:58,13380,8684,0.45%,0.0021,0.18%,2023/7/25
189,20230727,2023/7/26 23:58,13377,8661,22.71%,0.09269999999999999,2.06%,2023/7/26
189,20230727,2023/7/26 23:58,13379,8668,27.65%,0.1703,1.70%,2023/7/26
189,20230727,2023/7/26 23:58,13380,8684,35.48%,0.0707,6.50%,2023/7/26
190,20230728,2023/7/27 20:10,13377,8661,0.71%,0.0026,0.19%,2023/7/27
190,20230728,2023/7/27 20:10,13379,8668,6.83%,0.0521,2.30%,2023/7/27
190,20230728,2023/7/27 20:10,13380,8684,6.73%,0.02,0.78%,2023/7/27
190,20230728,2023/7/27 20:10,13385,8688,9.91%,0.0116,0.09%,2023/7/27
190,20230728,2023/7/27 20:10,13386,8689,34.52%,0.0075,0.20%,2023/7/27
191,20230729,2023/7/28 23:46,13379,8668,0.31%,0.0018,0.10%,2023/7/28
191,20230729,2023/7/28 23:46,13380,8684,78.08%,0.0397,0.80%,2023/7/28
191,20230729,2023/7/28 23:46,13385,8688,4.79%,0.0301,0.10%,2023/7/28
191,20230729,2023/7/28 23:46,13386,8689,16.68%,0.0149,0.62%,2023/7/28
191,20230729,2023/7/28 23:46,13387,8690,8.37%,0.0323,0.78%,2023/7/28
191,20230729,2023/7/28 23:46,13388,8691,12.83%,0.0034000000000000002,0.09%,2023/7/28
191,20230729,2023/7/28 23:46,13389,8693,8.36%,0.0253,0.09%,2023/7/28
192,20230730,2023/7/29 23:58,13379,8668,0.17%,0.0009,0.08%,2023/7/29
192,20230730,2023/7/29 23:58,13380,8684,53.55%,0.15410000000000001,7.38%,2023/7/29
192,20230730,2023/7/29 23:58,13385,8688,16.60%,0.0125,0.10%,2023/7/29
192,20230730,2023/7/29 23:58,13386,8689,13.72%,0.0377,0.31%,2023/7/29
192,20230730,2023/7/29 23:58,13387,8690,36.92%,0.2167,16.74%,2023/7/29
192,20230730,2023/7/29 23:58,13388,8691,0.19%,0.0019,0.09%,2023/7/29
192,20230730,2023/7/29 23:58,13389,8693,0.13%,0.0013,0.10%,2023/7/29
192,20230730,2023/7/29 23:58,13390,8697,6.70%,0.0034000000000000002,0.09%,2023/7/29
193,20230731,2023/7/30 23:58,13380,8684,86.98%,0.2343,15.17%,2023/7/30
193,20230731,2023/7/30 23:58,13386,8689,6.92%,0.003,0.17%,2023/7/30
193,20230731,2023/7/30 23:58,13388,8691,0.16%,0.0016,0.16%,2023/7/30
193,20230731,2023/7/30 23:58,13389,8693,0.18%,0.0018,0.10%,2023/7/30
193,20230731,2023/7/30 23:58,13390,8697,6.15%,0.013300000000000001,0.09%,2023/7/30
193,20230731,2023/7/30 23:58,13391,8700,15.84%,0.0751,0.09%,2023/7/30
194,20230801,2023/7/31 23:58,13380,8684,58.95%,0.0742,3.25%,2023/7/31
194,20230801,2023/7/31 23:58,13386,8689,22.51%,0.11,3.33%,2023/7/31
194,20230801,2023/7/31 23:58,13388,8691,4.69%,0.0218,0.56%,2023/7/31
194,20230801,2023/7/31 23:58,13389,8693,0.17%,0.0017000000000000001,0.10%,2023/7/31
