NOAA_AR,T_REC,NOAA_NUM,CLASS,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
11585,2012.10.09_17:36:00_TAI,1,C,-0.38313075,-0.175037117,-0.378791295,0.062302183,0.118072071,-0.321936819,-0.425269891,0.811751239,0.657821198,0.889805874
11585,2012.10.09_18:12:00_TAI,1,C,-0.36823319,-0.164317286,-0.355721735,0.110175751,0.11170492,-0.308115405,-0.429623167,0.766744956,0.641360228,0.879022451
11585,2012.10.09_19:12:00_TAI,1,C,-0.332899545,-0.151140301,-0.286023288,0.122658713,0.060983306,-0.261891469,-0.423326189,0.540944541,0.619412268,0.763379538
11585,2012.10.09_19:48:00_TAI,1,C,-0.344041288,-0.150585615,-0.298319845,0.125098295,0.126874867,-0.272912888,-0.422661328,0.593980017,0.705146487,0.765672565
11585,2012.10.09_20:24:00_TAI,1,C,-0.32872323,-0.166952828,-0.310202508,0.114862414,0.070948216,-0.275695801,-0.425038051,0.622873515,0.633129743,0.721423348
11585,2012.10.09_21:00:00_TAI,1,C,-0.346524582,-0.171771436,-0.327982496,0.072812008,0.149264717,-0.28465514,-0.440397017,0.681220449,0.565228241,0.696757817
11585,2012.10.09_21:36:00_TAI,1,C,-0.349115942,-0.181833164,-0.344796984,0.097896395,0.132520503,-0.291136868,-0.445813435,0.718451259,0.620098142,0.654243863
11585,2012.10.09_22:12:00_TAI,1,C,-0.36017976,-0.188922827,-0.353400363,0.104778313,0.149747841,-0.298959842,-0.443781891,0.727203121,0.624899258,0.662424391
11585,2012.10.09_22:48:00_TAI,1,C,-0.363906906,-0.190790101,-0.350977319,0.005218174,-0.132265645,-0.301348576,-0.445557003,0.703821349,0.535049796,0.740263351
11585,2012.10.09_23:24:00_TAI,1,C,-0.354057535,-0.196349978,-0.336740658,0.02459416,-0.231310004,-0.293739717,-0.452470866,0.627381531,0.561112999,0.692853475
11585,2012.10.10_00:00:00_TAI,1,C,-0.34758465,-0.20039164,-0.344121324,0.164827581,0.128400862,-0.295176766,-0.459681895,0.642164671,0.668109304,0.625116227
11585,2012.10.10_00:36:00_TAI,1,C,-0.336949417,-0.193372127,-0.307159951,0.179668683,0.215860248,-0.290746729,-0.462326968,0.585656483,0.671538673,0.727062954
11585,2012.10.10_01:12:00_TAI,1,C,-0.333016432,-0.199613247,-0.312875178,0.197452832,0.24810756,-0.285729753,-0.456328476,0.594158428,0.663994062,0.53959253
11585,2012.10.10_01:48:00_TAI,1,C,-0.328757781,-0.200800724,-0.324439169,0.179842675,0.115767665,-0.287743354,-0.454342607,0.629972881,0.68731377,0.534944503
11585,2012.10.10_02:24:00_TAI,1,C,-0.312795007,-0.20003342,-0.312046252,0.313079418,0.295626518,-0.28195822,-0.451941784,0.61062661,0.712691098,0.52936687
11585,2012.10.10_03:00:00_TAI,1,C,-0.316050196,-0.207428751,-0.317595693,0.264476567,0.269866494,-0.272690117,-0.450030442,0.572388527,0.703088866,0.419425537
11585,2012.10.10_03:36:00_TAI,1,C,-0.287868703,-0.215790262,-0.290760495,0.388225222,0.537850639,-0.25935903,-0.454817038,0.466854708,0.720921583,0.260215117
11585,2012.10.10_04:12:00_TAI,1,C,-0.2791338,-0.211737511,-0.277472641,0.367953365,0.54074205,-0.245228044,-0.44448228,0.37638768,0.703088866,0.303472756
11585,2012.10.10_04:48:00_TAI,1,C,-0.282328707,-0.213992414,-0.281627514,0.361178804,0.530820853,-0.234025984,-0.455080297,0.320377664,0.678397411,0.201278135
11585,2012.10.10_05:24:00_TAI,1,C,-0.273596745,-0.210657548,-0.258802649,0.364184784,0.632726986,-0.223828128,-0.448237529,0.300536784,0.786765464,0.213239057
11585,2012.10.10_06:00:00_TAI,1,C,-0.266429155,-0.204126911,-0.249548648,0.416341503,0.688471646,-0.225540467,-0.437330691,0.353570122,0.812828666,0.297585255
11585,2012.10.10_06:36:00_TAI,1,C,-0.254748557,-0.212763957,-0.271149662,0.370826076,0.639687386,-0.240912856,-0.429382651,0.432823411,0.817629783,0.308926441
11585,2012.10.10_07:12:00_TAI,1,C,-0.251670537,-0.220832576,-0.271811286,0.383379375,0.591202477,-0.241438043,-0.430555436,0.438368395,0.784021969,0.210822083
11585,2012.10.10_07:48:00_TAI,1,C,-0.259668097,-0.220657082,-0.270034311,0.386340932,0.681962254,-0.242127711,-0.429113622,0.393938204,0.844378859,0.263809592
11585,2012.10.10_08:24:00_TAI,1,C,-0.263814272,-0.229718881,-0.265225403,0.42632195,0.820605267,-0.22984065,-0.442020207,0.31369166,0.819687404,0.106396409
11585,2012.10.10_09:00:00_TAI,1,C,-0.270070291,-0.233608192,-0.272791581,0.466214121,0.733264233,-0.226246872,-0.438876639,0.238347963,0.823116773,0.146121547
11585,2012.10.10_09:36:00_TAI,1,C,-0.268199366,-0.241284119,-0.275794683,0.541733822,0.928417134,-0.234842044,-0.42830148,0.228374309,0.837520122,0.152752732
11585,2012.10.10_10:12:00_TAI,1,C,-0.247536124,-0.241525423,-0.250495938,0.586860546,0.952843957,-0.21303352,-0.435064742,0.144487095,0.855352839,0.065183903
11585,2012.10.10_10:48:00_TAI,1,C,-0.238833567,-0.249900675,-0.232250083,0.558836814,0.829605614,-0.20579056,-0.434991498,0.077809262,0.85192347,0.02688416
11585,2012.10.10_11:24:00_TAI,1,C,-0.227275737,-0.261874515,-0.229927193,0.587178913,0.920869926,-0.194164311,-0.425090476,0.035200238,0.869756188,-0.0521323
11585,2012.10.10_12:00:00_TAI,1,C,-0.212490653,-0.259987474,-0.231181015,0.70107669,0.931502825,-0.191906585,-0.435288851,0.054347668,0.866326819,-0.097001254
11585,2012.10.10_12:36:00_TAI,1,C,-0.219584729,-0.234334514,-0.216899967,0.704911906,1.020803516,-0.198511818,-0.432479375,0.133215865,0.904735749,-0.001065976
11585,2012.10.10_13:12:00_TAI,1,C,-0.220080947,-0.235361443,-0.213482971,0.68839012,0.992169923,-0.195012689,-0.432561143,0.094783693,0.814886288,0.019199422
11585,2012.10.10_13:48:00_TAI,1,C,-0.202325908,-0.262276367,-0.191194537,0.588966953,0.822857336,-0.160857083,-0.428160723,-0.084217779,0.84094949,-0.123154153
11585,2012.10.10_14:24:00_TAI,1,C,-0.1909945,-0.273324525,-0.212092955,0.641893677,0.900676636,-0.164267911,-0.424345392,-0.069294001,0.832719005,-0.289057732
11585,2012.10.10_15:00:00_TAI,1,C,-0.213832279,-0.277413917,-0.224873969,0.651215177,1.162232869,-0.16943321,-0.416695498,-0.048116823,0.871127936,-0.320416421
11585,2012.10.10_15:36:00_TAI,1,C,-0.226231106,-0.268275942,-0.232858973,0.623365437,1.051153916,-0.171110344,-0.415718273,-0.007286441,0.873185557,-0.253484831
11585,2012.10.10_16:12:00_TAI,1,C,-0.216473627,-0.264724361,-0.226214288,0.59086235,0.932129281,-0.175459583,-0.408907073,0.024301509,0.82997551,-0.176637451
11585,2012.10.10_16:48:00_TAI,1,C,-0.194245277,-0.282246748,-0.232235667,0.554864625,0.797755487,-0.163141934,-0.402701594,-0.012424953,0.836834248,-0.247473383
11585,2012.10.10_17:24:00_TAI,1,C,-0.113787428,-0.257994606,-0.034944838,0.553476396,0.914539946,-0.059569915,-0.401914873,-0.28454348,0.810085171,-0.205021403
11596,2012.10.25_10:00:00_TAI,1,C,-0.286093346,0.194835955,-0.162899519,-0.539608344,-0.327475442,-0.157538019,0.107214558,1.208553392,0.482237517,1.739093376
11596,2012.10.25_10:36:00_TAI,1,C,-0.273658497,0.198840012,-0.12703415,-0.504987744,-0.249784902,-0.153619317,0.090583992,1.178401754,0.446572082,1.773612723
11596,2012.10.25_11:12:00_TAI,1,C,-0.278357495,0.184195194,-0.147601757,-0.521006064,-0.236307279,-0.156280456,0.10289387,1.199913185,0.372497717,1.687345341
11596,2012.10.25_11:48:00_TAI,1,C,-0.256637125,0.178393531,-0.125503387,-0.549722061,-0.314862863,-0.159193222,0.080941703,1.221662179,0.546023776,1.655862705
11596,2012.10.25_12:24:00_TAI,1,C,-0.266540896,0.184650321,-0.1353291,-0.528565438,-0.235865588,-0.151329272,0.089941762,1.191301486,0.551510766,1.625433621
11596,2012.10.25_13:00:00_TAI,1,C,-0.274251017,0.177635388,-0.145520527,-0.518881147,-0.325845864,-0.153000636,0.077317632,1.179834266,0.417765384,1.622210989
11596,2012.10.25_13:36:00_TAI,1,C,-0.266476939,0.16686156,-0.125539807,-0.536154428,-0.331826139,-0.152132058,0.075929754,1.118609242,0.238752335,1.642662308
11596,2012.10.25_14:12:00_TAI,1,C,-0.271997821,0.155435897,-0.148289557,-0.550021918,-0.30765753,-0.152500266,0.079209702,1.059728977,0.456174315,1.650037177
11596,2012.10.25_14:48:00_TAI,1,C,-0.261969812,0.154297839,-0.136187996,-0.536617171,-0.307291966,-0.154055626,0.076237819,1.057973378,0.517902952,1.605849934
11596,2012.10.25_16:00:00_TAI,1,C,-0.300066103,0.145629696,-0.198343407,-0.477282379,-0.411027211,-0.157618239,0.079166856,1.217773255,0.594720813,1.625061779
11596,2012.10.25_16:36:00_TAI,1,C,-0.293185217,0.143231842,-0.208629676,-0.407959736,-0.308852059,-0.157377,0.081117687,1.30672201,0.507614846,1.541335318
11596,2012.10.25_17:12:00_TAI,1,C,-0.259728378,0.14482575,-0.175923331,-0.452756986,-0.303466025,-0.154788579,0.087254862,1.354367869,0.284705876,1.53885637
11596,2012.10.25_17:48:00_TAI,1,C,-0.253418693,0.13920609,-0.156792782,-0.460890161,-0.406989445,-0.149594425,0.076759433,1.296487748,0.448629703,1.528320842
11596,2012.10.25_18:24:00_TAI,1,C,-0.227273531,0.153410727,-0.086128076,-0.542673555,-0.300825494,-0.114126429,0.078825525,1.035647102,0.332031165,1.527577158
11596,2012.10.25_19:00:00_TAI,1,C,-0.209254578,0.154803589,-0.018930064,-0.557807111,-0.213104523,-0.071938351,0.074381731,0.728244603,0.423938248,1.455191884
11596,2012.10.25_19:36:00_TAI,1,C,-0.221224085,0.147765273,-0.084096164,-0.548933546,-0.2794123,-0.091599958,0.058641342,0.8324015,0.282648255,1.460397674
11596,2012.10.25_20:12:00_TAI,1,C,-0.228193923,0.137459589,-0.113666249,-0.508563824,-0.291583485,-0.107145485,0.05676534,0.9540272,0.361523737,1.455377805
11596,2012.10.25_20:48:00_TAI,1,C,-0.231206516,0.144518395,-0.116918977,-0.500404734,-0.395029292,-0.106287295,0.057383734,1.013439609,0.410906647,1.462690701
11596,2012.10.25_21:24:00_TAI,1,C,-0.235943742,0.146367348,-0.12027717,-0.543480579,-0.399943105,-0.110744457,0.071747784,1.060527192,0.248354567,1.479857414
11596,2012.10.25_22:00:00_TAI,1,C,-0.214501254,0.1401971,-0.114838885,-0.501374644,-0.376931458,-0.112766715,0.07226706,1.129703486,0.452744946,1.43684767
11596,2012.10.25_22:36:00_TAI,1,C,-0.21560543,0.136567415,-0.12591804,-0.513853905,-0.356638748,-0.115231052,0.057548252,1.174693378,0.293622235,1.39439569
11596,2012.10.25_23:12:00_TAI,1,C,-0.202168588,0.123260737,-0.111404058,-0.543299184,-0.393986025,-0.11239389,0.049960664,1.095653422,0.441085092,1.400469112
11596,2012.10.26_00:00:00_TAI,1,C,-0.21060429,0.131731691,-0.102919802,-0.526762591,-0.317935273,-0.109312602,0.049837634,1.11950961,0.400618541,1.415466746
11596,2012.10.26_00:36:00_TAI,1,C,-0.212176749,0.12708472,-0.121311336,-0.556655806,-0.351234674,-0.106515838,0.044500268,1.097397143,0.387586939,1.386648978
