NOAA_AR,T_REC,NOAA_NUM,CLASS,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
11620,2012.11.26_23:48:00_TAI,1.0,C,0.77315513,0.50827959,0.72070712,-0.517500321,-0.088469637,0.379485767,0.134866392,1.03984486,1.083062925,1.138134466
11620,2012.11.27_00:24:00_TAI,1.0,C,0.802523134,0.518932684,0.749420205,-0.502570373,-0.092744306,0.399634384,0.145053906,1.04849457,1.093351032,1.114274593
11620,2012.11.27_01:00:00_TAI,1.0,C,0.757591535,0.5216505,0.727405297,-0.51681176,-0.121231693,0.401063347,0.157710394,1.035796768,1.109812002,1.181949867
11620,2012.11.27_01:36:00_TAI,1.0,C,0.750412183,0.528199871,0.742681815,-0.547848876,-0.169012335,0.426864334,0.165198336,0.995384736,1.137932826,1.102933407
11620,2012.11.27_02:12:00_TAI,1.0,C,0.748267052,0.534230461,0.715082563,-0.536783759,-0.328198143,0.438487071,0.183470084,1.004405046,1.106382633,1.107829329
11620,2012.11.27_02:48:00_TAI,1.0,C,0.766089724,0.556217911,0.741960251,-0.43378081,-0.482291023,0.451383525,0.200839887,1.007053886,1.108440254,1.082296167
11620,2012.11.27_03:24:00_TAI,1.0,C,0.737379667,0.569157307,0.755809954,-0.525548352,-0.014056591,0.476973861,0.215230792,0.938343217,1.118728361,1.082048273
11620,2012.11.27_04:00:00_TAI,1.0,C,0.730583322,0.560306688,0.773792905,-0.429342176,-0.147236154,0.50264788,0.218078363,0.85300306,1.110497876,1.02949458
11620,2012.11.27_04:36:00_TAI,1.0,C,0.718735847,0.556142698,0.742016777,-0.470063584,-0.290138371,0.513193123,0.200757892,0.821577129,1.126958846,1.006564313
11620,2012.11.27_05:12:00_TAI,1.0,C,0.72650625,0.56226634,0.769526497,-0.519769614,-0.330843531,0.540846107,0.211510243,0.75027321,1.115984866,0.979419835
11620,2012.11.27_05:48:00_TAI,1.0,C,0.74015187,0.548063983,0.778222063,-0.420335341,-0.151460865,0.558190469,0.223115431,0.716993328,1.135189331,0.963120754
11620,2012.11.27_06:24:00_TAI,1.0,C,0.766868234,0.558458892,0.755135432,-0.543384329,-0.119611234,0.554626717,0.240243248,0.811931788,1.108440254,0.939694698
11620,2012.11.27_07:00:00_TAI,1.0,C,0.792697288,0.558328473,0.720974576,-0.457169705,0.011425295,0.533152442,0.244463084,0.938604537,1.083748799,0.934922723
11620,2012.11.27_07:36:00_TAI,1.0,C,0.793231732,0.538569709,0.679070756,-0.544002554,-0.12483996,0.539242274,0.256815279,0.943973486,1.126958846,0.886397321
11620,2012.11.27_08:12:00_TAI,1.0,C,0.79597306,0.538077204,0.696082897,-0.397364766,-0.043202352,0.535142372,0.269198552,0.960683746,1.137246952,0.857269685
11620,2012.11.27_08:48:00_TAI,1.0,C,0.815600494,0.557110109,0.756308068,-0.427990966,-0.21458581,0.556023938,0.266948104,0.911436705,1.120785982,0.867557318
11620,2012.11.27_09:24:00_TAI,1.0,C,0.785203297,0.543717262,0.706742847,-0.430511991,-0.125482275,0.561379089,0.27295131,0.86217541,1.150278553,0.867681265
11620,2012.11.27_10:00:00_TAI,1.0,C,0.782610467,0.566046548,0.724853646,-0.410214221,-0.062670261,0.576322031,0.275975846,0.854437947,1.133131709,0.867309423
11620,2012.11.27_10:36:00_TAI,1.0,C,0.769058209,0.568279815,0.722983726,-0.369570554,0.268769502,0.578941028,0.292859714,0.861039854,1.140676321,0.845556657
11620,2012.11.27_11:12:00_TAI,1.0,C,0.770177088,0.558524221,0.737124407,-0.286298978,0.127002339,0.587970161,0.282743182,0.810816187,1.113241371,0.825539153
11620,2012.11.27_11:48:00_TAI,1.0,C,0.827355341,0.598358274,0.785482848,-0.508012234,-0.122494616,0.60055439,0.295241867,0.855442843,1.157137291,0.826220864
11620,2012.11.27_12:24:00_TAI,1.0,C,0.830516432,0.58652153,0.772888105,-0.209376239,0.287853707,0.606789657,0.296631934,0.818421565,1.169483018,0.837500076
11620,2012.11.27_13:00:00_TAI,1.0,C,0.85990502,0.592755582,0.778370777,-0.213992566,-0.065029878,0.615629493,0.295325144,0.818330102,1.17154064,0.815313494
11620,2012.11.27_13:36:00_TAI,1.0,C,0.856949768,0.604870521,0.763983126,0.078905412,0.124171096,0.617599224,0.304767612,0.863049646,1.134503457,0.813640204
11620,2012.11.27_14:12:00_TAI,1.0,C,0.884843087,0.590232069,0.791811518,-0.019447893,0.208608526,0.635025538,0.318476232,0.82841755,1.117356613,0.802051123
11620,2012.11.27_14:48:00_TAI,1.0,C,0.898758503,0.548205973,0.783733188,-0.114269541,-0.096920447,0.661115087,0.344956601,0.737907048,1.119414234,0.726319269
11620,2012.11.27_15:24:00_TAI,1.0,C,0.913416408,0.56021701,0.78510765,-0.088655776,0.106165842,0.674159285,0.34344373,0.783422431,1.133817583,0.70921453
11620,2012.11.27_16:00:00_TAI,1.0,C,0.894557928,0.562390973,0.781799154,-0.164864039,-0.030292305,0.690251284,0.333048702,0.779448221,1.161938407,0.70183966
11620,2012.11.27_16:36:00_TAI,1.0,C,0.901201365,0.571874881,0.773939722,-0.096341016,0.10903733,0.722265608,0.346281947,0.735740463,1.161938407,0.681326368
11620,2012.11.27_17:12:00_TAI,1.0,C,0.858211999,0.58751136,0.787178637,-0.370347963,-0.316433956,0.750058833,0.35792885,0.687047897,1.139990447,0.69427887
11620,2012.11.27_17:48:00_TAI,1.0,C,0.906615652,0.609571855,0.894725428,0.071257191,0.2208601,0.794848991,0.352227524,0.577360032,1.165367776,0.707417293
