"20230613","gev_20230613_1503","2023/06/13 15:03:00","15:32:00","15:14:00","C1.8","S14W48","13327","20230613"
"20230613","gev_20230613_1730","2023/06/13 17:30:00","17:44:00","17:38:00","C6.3","N15E77","N15E77","20230613"
"20230613","gev_20230613_2000","2023/06/13 20:00:00","20:20:00","20:12:00","C2.1","S21E89","S21E89","20230613"
"20230613","gev_20230613_2020","2023/06/13 20:20:00","20:42:00","20:31:00","C3.9","S20E88","S20E88","20230613"
"20230613","gev_20230613_1909","2023/06/13 19:09:00","19:59:00","19:36:00","C2.1","S20E89","S20E89  (  )","20230613"
"20230613","gev_20230613_2000","2023/06/13 20:00:00","20:20:00","20:12:00","C2.1","S21E89","S21E89","20230613"
"20230613","gev_20230613_2020","2023/06/13 20:20:00","20:42:00","20:31:00","C3.9","S20E89","S20E89","20230613"
"20230613","gev_20230613_2029","2023/06/13 20:29:00","20:46:00","20:31:00","C3.9","S20E89","S20E89","20230613"
"20230613","gev_20230613_2203","2023/06/13 22:03:00","22:54:00","22:20:00","C2.2","S15E89","S15E89  (  )","20230613"
"20230613","gev_20230613_2329","2023/06/13 23:29:00","23:39:00","23:36:00","C2.0","S20E89","S20E89","20230613"
"20230613","gev_20230613_2339","2023/06/13 23:39:00","23:50:00","23:45:00","C2.1","S21E89","S21E89","20230613"
"20230614","gev_20230614_0004","2023/06/14 00:04:00","00:38:00","00:22:00","C2.1","S16W52","13327","20230614"
"20230614","gev_20230614_0041","2023/06/14 00:41:00","01:10:00","01:05:00","C2.9","S15E89","S15E89","20230614"
"20230614","gev_20230614_0110","2023/06/14 01:10:00","01:51:00","01:14:00","C3.7","S10E49","13333","20230614"
"20230614","gev_20230614_0325","2023/06/14 03:25:00","03:43:00","03:36:00","C1.6","S18W55","13327","20230614"
"20230614","gev_20230614_0351","2023/06/14 03:51:00","04:18:00","03:58:00","C1.8","S10E47","13333","20230614"
"20230614","gev_20230614_0444","2023/06/14 04:44:00","04:51:00","04:47:00","C1.8","S10E46","13333","20230614"
"20230614","gev_20230614_0452","2023/06/14 04:52:00","05:05:00","04:56:00","C1.7","S15E80","S15E80","20230614"
"20230614","gev_20230614_0517","2023/06/14 05:17:00","05:36:00","05:22:00","C1.7","S21E80","S21E80","20230614"
"20230614","gev_20230614_0545","2023/06/14 05:45:00","06:07:00","05:56:00","C1.7","S14E81","S14E81","20230614"
"20230614","gev_20230614_0655","2023/06/14 06:55:00","07:17:00","07:00:00","C2.1","S10E45","13333","20230614"
"20230614","gev_20230614_0854","2023/06/14 08:54:00","09:28:31","09:05:00","C1.9","S16E78","S16E78","20230614"
"20230614","gev_20230614_0928","2023/06/14 09:28:00","09:35:00","09:31:00","C2.0","N25W57","13329","20230614"
"20230614","gev_20230614_1002","2023/06/14 10:02:00","10:31:50","10:09:00","C1.6","S11E46","13333","20230614"
"20230614","gev_20230614_1916","2023/06/14 19:16:00","19:25:00","19:21:00","C1.8","S15E67","13335","20230614"
"20230614","gev_20230614_1950","2023/06/14 19:50:00","20:04:00","19:58:00","C1.3","S11E40","13333","20230614"
"20230614","gev_20230614_2029","2023/06/14 20:29:00","20:45:00","20:37:00","C3.6","S15E65","13335","20230614"
"20230614","gev_20230614_2203","2023/06/14 22:03:00","22:18:00","22:11:00","C1.9","S14E66","13335","20230614"
"20230614","gev_20230614_2248","2023/06/14 22:48:00","23:08:00","22:59:00","C6.7","S14W65","13327","20230614"
"20230614","gev_20230614_2329","2023/06/14 23:29:00","23:50:00","23:38:00","C5.0","N13E89","N13E89  (  )","20230614"
"20230615","gev_20230615_0123","2023/06/15 01:23:00","01:38:00","01:31:00","C2.4","S15E66","13335","20230615"
"20230615","gev_20230615_0313","2023/06/15 03:13:00","03:26:00","03:17:00","C6.0","S21E65","13336","20230615"
"20230615","gev_20230615_0458","2023/06/15 04:58:00","05:18:00","05:10:00","C1.3","N17E89","N17E89  (  )","20230615"
"20230615","gev_20230615_0518","2023/06/15 05:18:00","05:38:00","05:30:00","C1.3","N17E89","N17E89  (  )","20230615"
"20230615","gev_20230615_0620","2023/06/15 06:20:00","06:38:00","06:26:00","C1.4","S23E66","13336","20230615"
"20230615","gev_20230615_0644","2023/06/15 06:44:00","07:38:00","07:09:00","C2.5","S14W74","13327","20230615"
"20230615","gev_20230615_0804","2023/06/15 08:04:00","08:46:00","08:23:00","C2.7","N24W68","13329","20230615"
"20230615","gev_20230615_0907","2023/06/15 09:07:00","09:21:00","09:10:00","C2.8","N23W71","13329","20230615"
"20230615","gev_20230615_1001","2023/06/15 10:01:00","10:22:00","10:10:00","C1.4","S21E61","13336","20230615"
"20230615","gev_20230615_1233","2023/06/15 12:33:00","13:22:37","12:55:00","C9.7","S24E66","13336","20230615"
"20230615","gev_20230615_1712","2023/06/15 17:12:00","17:40:55","17:17:00","C2.9","N11E78","N11E78","20230615"
"20230615","gev_20230615_1813","2023/06/15 18:13:00","18:41:00","18:27:00","C2.0","N11E79","N11E79","20230615"
"20230615","gev_20230615_1841","2023/06/15 18:41:00","18:57:00","18:45:00","C2.0","N21W77","13329","20230615"
"20230615","gev_20230615_2146","2023/06/15 21:46:00","22:23:00","22:02:00","C2.3","S14W82","13321","20230615"
"20230615","gev_20230615_0804","2023/06/15 08:04:00","08:46:00","08:23:00","C2.7","N24W68","13329","20230615"
"20230615","gev_20230615_0907","2023/06/15 09:07:00","09:21:00","09:10:00","C2.8","N23W71","13329","20230615"
"20230615","gev_20230615_1001","2023/06/15 10:01:00","10:22:00","10:10:00","C1.4","S21E61","13336","20230615"
"20230615","gev_20230615_1233","2023/06/15 12:33:00","13:22:37","12:55:00","C9.7","S24E66","13336","20230615"
"20230615","gev_20230615_1712","2023/06/15 17:12:00","17:40:55","17:17:00","C2.9","N11E78","13338","20230615"
"20230615","gev_20230615_1813","2023/06/15 18:13:00","18:41:00","18:27:00","C2.0","N11E79","13338","20230615"
"20230615","gev_20230615_1841","2023/06/15 18:41:00","18:57:00","18:45:00","C2.0","N21W77","13329","20230615"
"20230615","gev_20230615_2146","2023/06/15 21:46:00","22:23:00","22:02:00","C2.3","S14W82","13327","20230615"
"20230616","gev_20230616_0048","2023/06/16 00:48:00","01:19:00","01:01:00","C2.2","S23E56","13336","20230616"
"20230616","gev_20230616_0233","2023/06/16 02:33:00","02:46:00","02:43:00","C2.8","N21W83","13329","20230616"
"20230616","gev_20230616_0246","2023/06/16 02:46:00","03:01:00","02:54:00","C3.5","N11E72","13338","20230616"
