noaaID,MPlus,zero,one,Class,y_true
13284.0,0.15,0.8028743863105774,0.1971255838871002,N,0
13287.0,0.1092,0.8377079963684082,0.1622919887304306,N,0
13298.0,0.0044,0.835867702960968,0.1641323268413543,N,0
13301.0,0.2088,0.4217656552791595,0.5782343149185181,N,0
13303.0,0.0868,0.7939949631690979,0.2060050368309021,N,0
13307.0,0.0034,0.8548205494880676,0.1451794654130935,N,0
13345.0,0.0098,0.7699275016784668,0.2300725579261779,N,0
13349.0,0.0033,0.7486716508865356,0.2513283789157867,N,0
13356.0,0.0059,0.7184346914291382,0.281565397977829,N,0
13362.0,0.1351,0.8808115720748901,0.119188442826271,N,0
13412.0,0.0812,0.866310179233551,0.1336897760629654,N,0
13414.0,0.0361,0.857154905796051,0.1428450942039489,N,0
13420.0,0.0034,0.6763291954994202,0.3236708641052246,N,0
13439.0,0.0016,0.6406258344650269,0.3593741655349731,N,0
13440.0,0.0099,0.5969416499137878,0.4030582308769226,N,0
13446.0,0.0217,0.7049071788787842,0.2950928509235382,N,0
13501.0,0.0281,0.8713949918746948,0.1286050528287887,N,0
13505.0,0.0013,0.5780331492424011,0.4219668209552765,N,0
13512.0,0.1522,0.8265631198883057,0.1734369248151779,N,0
13522.0,0.0177,0.8052144646644592,0.1947855949401855,N,0
13525.0,0.0034,0.8238693475723267,0.1761306822299957,N,0
13544.0,0.0082,0.6946492791175842,0.3053507208824157,N,0
13563.0,0.0034,0.845998227596283,0.154001772403717,N,0
13570.0,0.032,0.6922762393951416,0.307723730802536,N,0
13572.0,0.0033,0.8390898704528809,0.1609100848436355,N,0
13577.0,0.0033,0.7424225807189941,0.2575773894786834,N,0
13581.0,0.0289,0.8603610396385193,0.1396388858556747,N,0
13585.0,0.0701,0.3278134167194366,0.672186553478241,N,0
13610.0,0.0053,0.8004896640777588,0.1995103806257248,N,0
13611.0,0.0032,0.8408088684082031,0.1591911166906356,N,0
13622.0,0.0617,0.8336410522460938,0.1663589477539062,N,0
13624.0,0.0041,0.8354398608207703,0.1645601987838745,N,0
13627.0,0.1516,0.8312432765960693,0.1687567681074142,N,0
13653.0,0.0356,0.8086830973625183,0.1913168877363205,N,0
13659.0,0.0028,0.8211491703987122,0.178850844502449,N,0
13660.0,0.0332,0.7892684936523438,0.2107314467430114,N,0
13665.0,0.1353,0.8169467449188232,0.1830532401800155,N,0
13666.0,0.0036,0.6773636937141418,0.3226362466812134,N,0
13667.0,0.0038,0.7004146575927734,0.2995853126049042,N,0
13678.0,0.0084,0.839924693107605,0.1600753217935562,N,0
13689.0,0.1254,0.7036222815513611,0.2963775992393493,N,0
13693.0,0.0525,0.6780937314033508,0.3219063282012939,N,0
13696.0,0.0809,0.8190361857414246,0.180963858962059,N,0
13704.0,0.0533,0.8066278696060181,0.1933721303939819,N,0
13706.0,0.0739,0.7746627926826477,0.2253372520208358,N,0
13715.0,0.0025,0.8417953252792358,0.1582046747207641,N,0
13741.0,0.0103,0.8341019153594971,0.1658980548381805,N,0
13289.0,0.1547,0.2641539871692657,0.7358460426330566,C,0
13297.0,0.2433,0.3288611471652984,0.6711387634277344,C,0
13333.0,0.1771,0.6430461406707764,0.3569539189338684,C,0
13334.0,0.0407,0.4787513315677643,0.5212486982345581,C,0
13335.0,0.1728,0.2033537477254867,0.7966462969779968,C,0
13339.0,0.0072,0.6489797234535217,0.351020336151123,C,0
13351.0,0.1959,0.5916634798049927,0.4083365797996521,C,0
13392.0,0.0015,0.5728391408920288,0.4271608591079712,C,0
13403.0,0.0266,0.5980350375175476,0.4019648730754852,C,0
13404.0,0.0033,0.6293032765388489,0.3706967234611511,C,0
13416.0,0.0037,0.6184751987457275,0.3815248012542724,C,0
13449.0,0.001,0.6053217649459839,0.3946782350540161,C,0
13462.0,0.0034,0.5956106185913086,0.4043895006179809,C,0
13463.0,0.0109,0.6720232367515564,0.3279768228530884,C,0
13464.0,0.1459,0.6780846118927002,0.321915328502655,C,0
13465.0,0.2285,0.7105743288993835,0.2894257009029388,C,0
13478.0,0.009,0.7274811267852783,0.272518903017044,C,0
13489.0,0.1372,0.0589512512087821,0.9410486817359924,C,0
13503.0,0.0028,0.6525049805641174,0.3474949300289154,C,0
13507.0,0.01,0.7060171365737915,0.2939828634262085,C,0
13508.0,0.004,0.4327820837497711,0.5672179460525513,C,0
13516.0,0.0018,0.6070284843444824,0.3929714858531952,C,0
13521.0,0.0022,0.0804730430245399,0.9195269346237184,C,0
13523.0,0.0461,0.1069087088108062,0.8930913209915161,C,0
13526.0,0.0541,0.3001570999622345,0.6998429298400879,C,0
13530.0,0.0034,0.2049150615930557,0.7950849533081055,C,0
13533.0,0.0034,0.6657763719558716,0.3342235684394836,C,0
13534.0,0.0015,0.557634711265564,0.4423652589321136,C,0
13540.0,0.0295,0.3093150854110718,0.690684974193573,C,0
13545.0,0.0021,0.7173550724983215,0.2826448678970337,C,0
13546.0,0.2929,0.3069355189800262,0.6930645108222961,C,0
