Class,noaaID,zero,one
N,13284,0.8217431902885437,0.1782568544149398
N,13286,0.0484600439667701,0.9515399932861328
N,13287,0.8543053865432739,0.1456945389509201
N,13298,0.8542249202728271,0.1457750350236892
N,13301,0.418773889541626,0.581226110458374
N,13303,0.8064150214195251,0.1935849338769912
N,13307,0.8745407462120056,0.1254592686891555
N,13345,0.7922966480255127,0.2077032923698425
N,13349,0.7647095918655396,0.2352904230356216
N,13356,0.7403528094291687,0.2596472203731537
N,13362,0.9109759330749512,0.0890240743756294
N,13371,0.7675492763519287,0.2324507534503936
N,13393,0.3022607266902923,0.6977392435073853
N,13412,0.8876078128814697,0.1123921945691108
N,13414,0.8802937865257263,0.1197061836719513
N,13420,0.6753724217414856,0.3246276080608368
N,13439,0.6211170554161072,0.3788829147815704
N,13440,0.5838186144828796,0.416181355714798
N,13446,0.7115676403045654,0.2884324193000793
N,13461,0.8111201524734497,0.1888799518346786
N,13470,0.725222647190094,0.274777352809906
N,13488,0.8595448136329651,0.1404552012681961
N,13496,0.8176260590553284,0.182373970746994
N,13497,0.0009366009617224,0.9990634322166444
N,13501,0.8827877640724182,0.1172122284770011
N,13505,0.5703205466270447,0.4296794235706329
N,13512,0.8444048762321472,0.1555951237678527
N,13515,0.7737997770309448,0.2262002080678939
N,13522,0.8243832588195801,0.1756168007850647
N,13525,0.8524171710014343,0.1475829035043716
N,13544,0.6986556649208069,0.3013443350791931
N,13550,0.8001266121864319,0.1998734325170517
N,13557,0.6763092279434204,0.3236907720565796
N,13563,0.8672413229942322,0.1327587366104126
N,13570,0.6845008134841919,0.3154991567134857
N,13572,0.8573143482208252,0.1426857262849807
N,13577,0.7671557664871216,0.232844278216362
N,13578,0.0015163967618718,0.9984835982322692
N,13579,0.0046067382209002,0.9953932166099548
N,13581,0.8877489566802979,0.1122510135173797
N,13585,0.1916112601757049,0.8083887100219727
N,13597,0.7578704953193665,0.2421294897794723
N,13609,0.8547493815422058,0.1452505886554718
N,13610,0.8197352886199951,0.1802646666765213
N,13611,0.8617182374000549,0.1382818073034286
N,13622,0.8487950563430786,0.1512049436569214
N,13624,0.8526285886764526,0.1473713517189026
N,13627,0.8493783473968506,0.1506217122077942
N,13640,0.1407592594623565,0.8592408299446106
N,13653,0.8210145831108093,0.1789854615926742
N,13659,0.8449172377586365,0.1550827175378799
N,13660,0.8013272881507874,0.1986727565526962
N,13665,0.8404629826545715,0.1595370322465896
N,13666,0.6657529473304749,0.3342470824718475
N,13667,0.6932694911956787,0.3067305088043213
N,13669,0.8587948679924011,0.141205221414566
N,13678,0.8603726625442505,0.1396272927522659
N,13680,0.8870932459831238,0.1129067614674568
N,13688,0.353262722492218,0.6467373371124268
N,13689,0.7177461385726929,0.2822538614273071
N,13690,0.1884401738643646,0.811559796333313
N,13693,0.675866425037384,0.3241335153579712
N,13696,0.8402504324913025,0.1597496420145034
N,13704,0.8277460932731628,0.1722539365291595
N,13706,0.7967352271080017,0.2032648622989654
N,13715,0.8590059280395508,0.1409941911697387
N,13725,0.6894091963768005,0.3105907440185547
N,13726,0.0960112586617469,0.9039887189865112
N,13741,0.8500716090202332,0.149928405880928
N,13747,0.6458424925804138,0.3541575074195862
N,13748,0.145189568400383,0.8548104166984558
C,13289,0.1691475659608841,0.8308525085449219
C,13292,0.1468968689441681,0.8531031012535095
C,13297,0.2189370989799499,0.78106290102005
C,13333,0.6309331655502319,0.3690668940544128
C,13334,0.4897513687610626,0.510248601436615
C,13335,0.1121603548526763,0.8878396153450012
C,13339,0.6625985503196716,0.3374014496803283
C,13351,0.5793484449386597,0.4206514954566955
C,13383,0.6083776950836182,0.3916223049163818
C,13392,0.5269565582275391,0.4730434119701385
C,13403,0.5890505313873291,0.4109494090080261
C,13404,0.6101275682449341,0.3898724019527435
C,13416,0.6187702417373657,0.3812297582626343
C,13438,0.0054396409541368,0.9945603013038636
C,13449,0.632560133934021,0.3674398064613342
C,13462,0.5728635191917419,0.4271365106105804
C,13463,0.6724191308021545,0.3275808990001678
C,13464,0.6661621928215027,0.3338378071784973
C,13465,0.7263278961181641,0.2736721336841583
C,13478,0.7430415749549866,0.256958395242691
C,13489,0.0084306104108691,0.991569459438324
C,13494,0.2076039761304855,0.7923959493637085
C,13495,0.0140967806801199,0.985903263092041
C,13503,0.6451762914657593,0.3548237979412079
C,13507,0.6609601974487305,0.3390397429466247
C,13508,0.321479320526123,0.678520679473877
C,13516,0.6034812927246094,0.3965187072753906
C,13521,0.0289844423532485,0.9710155129432678
C,13523,0.0478331334888935,0.9521667957305908
C,13524,0.0757786184549331,0.9242214560508728
C,13526,0.153529554605484,0.8464704155921936
C,13530,0.0944771990180015,0.9055227041244508
C,13533,0.66241055727005,0.3375894725322723
C,13534,0.524926483631134,0.4750734269618988
C,13540,0.2745836973190307,0.7254163026809692
C,13541,0.6232673525810242,0.376732587814331
C,13542,0.3357415497303009,0.6642584800720215
C,13545,0.7201815843582153,0.2798184752464294
C,13546,0.1673956662416458,0.8326043486595154
C,13549,0.5030310153961182,0.4969689548015594
C,13551,0.7549319863319397,0.2450679987668991
C,13553,0.4191623628139496,0.5808376669883728
C,13554,0.5411309003829956,0.458869069814682
C,13560,0.6175349950790405,0.3824650049209595
C,13565,0.0437261201441288,0.9562739729881288
C,13567,0.060553178191185,0.9394468665122986
C,13574,0.7729220390319824,0.2270779311656952
C,13583,0.480663388967514,0.5193365812301636
C,13584,0.5586923956871033,0.4413075447082519
C,13594,0.7745117545127869,0.2254882156848907
C,13595,0.4920209944248199,0.5079790949821472
C,13596,0.4497576057910919,0.5502424240112305
C,13600,0.3240401446819305,0.6759598255157471
C,13604,0.5854154825210571,0.4145844876766205
C,13619,0.3525878489017486,0.6474122405052185
C,13632,0.5341222882270813,0.4658776819705963
C,13636,0.4929843246936798,0.5070156455039978
C,13657,0.5625656247138977,0.4374343454837799
C,13670,0.6489728093147278,0.3510271906852722
