Threshold,TSS,TSSstd
0.05,0.0,0.0
0.1,0.0,0.0
0.15000000000000002,0.041,0.052
0.2,0.123,0.017
0.25,0.164,0.051
0.3,0.264,0.065
0.35000000000000003,0.435,0.158
0.4,0.658,0.163
0.45,0.817,0.132
0.5,0.911,0.039
0.55,0.947,0.017
0.6000000000000001,0.902,0.076
0.6500000000000001,0.833,0.109
0.7000000000000001,0.77,0.089
0.7500000000000001,0.688,0.147
0.8,0.588,0.156
0.8500000000000001,0.594,0.161
0.9000000000000001,0.35,0.254
0.9500000000000001,0.2,0.217
