T_REC,_modelTyp,JianceType,NOAA_ARS,CV0_prob,CV1_prob,CV2_prob,CV3_prob,CV4_prob,CV5_prob,CV6_prob,CV7_prob,CV8_prob,CV9_prob,Nmbr,one,Class,noaaID,predictday
20231108,LLM_VIT,TSS,13482,0.184,0.126,0.128,0.161,0.167,0.154,0.165,0.17,0.171,0.113,13482,0.153,N,13482,20231109
20231109,LLM_VIT,TSS,13481,0.201,0.133,0.147,0.18,0.187,0.178,0.191,0.197,0.197,0.146,13481,0.175,N,13481,20231110
20231109,LLM_VIT,TSS,13482,0.168,0.112,0.118,0.147,0.153,0.144,0.154,0.158,0.161,0.103,13482,0.141,N,13482,20231110
20231109,LLM_VIT,TSS,13483,0.459,0.4,0.422,0.393,0.423,0.405,0.393,0.478,0.449,0.486,13483,0.43,C,13483,20231110
20231110,LLM_VIT,TSS,13481,0.273,0.201,0.243,0.226,0.251,0.258,0.219,0.302,0.264,0.195,13481,0.243,N,13481,20231111
20231110,LLM_VIT,TSS,13483,0.576,0.557,0.631,0.506,0.59,0.568,0.539,0.667,0.59,0.697,13483,0.592,C,13483,20231111
20231111,LLM_VIT,TSS,13481,0.308,0.228,0.315,0.261,0.287,0.306,0.253,0.372,0.315,0.231,13481,0.287,N,13481,20231112
20231111,LLM_VIT,TSS,13483,0.616,0.599,0.74,0.566,0.661,0.648,0.57,0.673,0.606,0.766,13483,0.644,N,13483,20231112
20231114,LLM_VIT,TSS,13486,0.428,0.396,0.339,0.375,0.375,0.359,0.362,0.396,0.393,0.419,13486,0.384,N,13486,20231115
20231115,LLM_VIT,TSS,13486,0.415,0.378,0.345,0.375,0.369,0.365,0.347,0.402,0.392,0.413,13486,0.38,C,13486,20231116
20231119,LLM_VIT,TSS,13489,0.793,0.76,0.961,0.707,0.885,0.88,0.81,0.955,0.86,0.931,13489,0.854,C,13489,20231120
20231120,LLM_VIT,TSS,13489,0.885,0.854,0.99,0.792,0.954,0.938,0.889,0.984,0.933,0.976,13489,0.919,C,13489,20231121
20231120,LLM_VIT,TSS,13490,0.739,0.81,0.944,0.8,0.848,0.921,0.852,0.903,0.772,0.965,13490,0.855,C,13490,20231121
20231121,LLM_VIT,TSS,13489,0.841,0.802,0.976,0.721,0.931,0.898,0.849,0.972,0.898,0.958,13489,0.884,N,13489,20231122
20231122,LLM_VIT,TSS,13489,0.703,0.635,0.88,0.584,0.806,0.746,0.687,0.877,0.76,0.847,13489,0.752,N,13489,20231123
20231122,LLM_VIT,TSS,13496,0.201,0.138,0.139,0.166,0.168,0.17,0.168,0.197,0.188,0.122,13496,0.165,N,13496,20231123
20231123,LLM_VIT,TSS,13489,0.52,0.451,0.584,0.442,0.571,0.512,0.489,0.599,0.544,0.598,13489,0.53,N,13489,20231124
20231125,LLM_VIT,TSS,13500,0.814,0.807,0.966,0.743,0.902,0.873,0.816,0.937,0.864,0.953,13500,0.867,C,13500,20231126
20231125,LLM_VIT,TSS,13501,0.398,0.338,0.384,0.358,0.372,0.372,0.327,0.442,0.403,0.358,13501,0.375,N,13501,20231126
20231126,LLM_VIT,TSS,13500,0.742,0.739,0.913,0.667,0.829,0.791,0.741,0.872,0.785,0.91,13500,0.798,C,13500,20231127
20231126,LLM_VIT,TSS,13501,0.383,0.324,0.342,0.34,0.357,0.333,0.314,0.399,0.381,0.34,13501,0.351,N,13501,20231127
20231127,LLM_VIT,TSS,13500,0.724,0.711,0.881,0.636,0.802,0.751,0.706,0.841,0.75,0.889,13500,0.769,M,13500,20231128
20231127,LLM_VIT,TSS,13501,0.227,0.171,0.168,0.206,0.231,0.181,0.227,0.202,0.23,0.211,13501,0.205,N,13501,20231128
20231127,LLM_VIT,TSS,13503,0.318,0.238,0.336,0.289,0.316,0.339,0.284,0.39,0.33,0.282,13503,0.312,C,13503,20231128
20231128,LLM_VIT,TSS,13500,0.821,0.811,0.955,0.719,0.894,0.856,0.804,0.929,0.85,0.953,13500,0.859,C,13500,20231129
20231128,LLM_VIT,TSS,13501,0.215,0.164,0.127,0.194,0.22,0.151,0.208,0.165,0.201,0.18,13501,0.182,N,13501,20231129
20231128,LLM_VIT,TSS,13503,0.252,0.171,0.23,0.22,0.26,0.249,0.233,0.267,0.253,0.207,13503,0.234,N,13503,20231129
20231129,LLM_VIT,TSS,13500,0.839,0.82,0.968,0.739,0.914,0.875,0.826,0.943,0.872,0.964,13500,0.875,C,13500,20231130
20231129,LLM_VIT,TSS,13501,0.275,0.236,0.165,0.235,0.254,0.188,0.234,0.203,0.259,0.211,13501,0.225,N,13501,20231130
20231129,LLM_VIT,TSS,13503,0.274,0.192,0.255,0.241,0.275,0.265,0.241,0.296,0.282,0.217,13503,0.253,N,13503,20231130
20231130,LLM_VIT,TSS,13500,0.876,0.859,0.984,0.781,0.947,0.917,0.877,0.971,0.916,0.974,13500,0.91,M,13500,20231201
20231130,LLM_VIT,TSS,13501,0.249,0.201,0.144,0.218,0.227,0.17,0.223,0.177,0.229,0.193,13501,0.203,N,13501,20231201
20231130,LLM_VIT,TSS,13503,0.228,0.156,0.184,0.189,0.22,0.21,0.195,0.23,0.219,0.16,13503,0.199,N,13503,20231201
20231201,LLM_VIT,TSS,13500,0.924,0.913,0.995,0.84,0.975,0.96,0.93,0.99,0.954,0.989,13500,0.947,C,13500,20231202
20231201,LLM_VIT,TSS,13501,0.308,0.264,0.217,0.267,0.27,0.237,0.249,0.26,0.287,0.236,13501,0.259,N,13501,20231202
20231201,LLM_VIT,TSS,13503,0.182,0.118,0.136,0.164,0.18,0.168,0.162,0.165,0.172,0.125,13503,0.157,C,13503,20231202
20231201,LLM_VIT,TSS,13507,0.489,0.463,0.5,0.44,0.512,0.413,0.433,0.473,0.488,0.48,13507,0.469,N,13507,20231202
20231202,LLM_VIT,TSS,13500,0.869,0.859,0.984,0.778,0.945,0.932,0.878,0.976,0.905,0.973,13500,0.909,C,13500,20231203
20231202,LLM_VIT,TSS,13501,0.36,0.294,0.295,0.311,0.31,0.306,0.283,0.356,0.346,0.293,13501,0.315,N,13501,20231203
20231202,LLM_VIT,TSS,13507,0.458,0.427,0.476,0.413,0.484,0.408,0.415,0.476,0.467,0.474,13507,0.449,C,13507,20231203
20231203,LLM_VIT,TSS,13507,0.405,0.373,0.362,0.365,0.418,0.327,0.369,0.375,0.399,0.402,13507,0.379,C,13507,20231204
20231204,LLM_VIT,TSS,13507,0.373,0.345,0.281,0.332,0.363,0.283,0.328,0.301,0.338,0.349,13507,0.329,N,13507,20231205
20231205,LLM_VIT,TSS,13507,0.394,0.366,0.291,0.345,0.371,0.3,0.336,0.315,0.351,0.367,13507,0.343,C,13507,20231206
20231206,LLM_VIT,TSS,13507,0.455,0.417,0.41,0.396,0.441,0.384,0.396,0.436,0.433,0.475,13507,0.424,N,13507,20231207
20231206,LLM_VIT,TSS,13512,0.182,0.119,0.142,0.158,0.171,0.165,0.163,0.183,0.176,0.117,13512,0.157,N,13512,20231207
20231207,LLM_VIT,TSS,13507,0.513,0.466,0.548,0.443,0.512,0.485,0.451,0.564,0.507,0.566,13507,0.505,N,13507,20231208
20231207,LLM_VIT,TSS,13512,0.165,0.106,0.12,0.143,0.156,0.15,0.152,0.165,0.159,0.107,13512,0.142,N,13512,20231208
20231207,LLM_VIT,TSS,13513,0.514,0.472,0.56,0.482,0.492,0.537,0.454,0.583,0.514,0.559,13513,0.516,C,13513,20231208
20231208,LLM_VIT,TSS,13507,0.454,0.4,0.462,0.402,0.438,0.438,0.379,0.5,0.441,0.469,13507,0.438,N,13507,20231209
20231208,LLM_VIT,TSS,13513,0.573,0.529,0.639,0.513,0.571,0.578,0.52,0.656,0.571,0.689,13513,0.583,C,13513,20231209
20231208,LLM_VIT,TSS,13514,0.388,0.313,0.388,0.342,0.363,0.377,0.324,0.451,0.397,0.329,13514,0.367,N,13514,20231209
20231209,LLM_VIT,TSS,13513,0.552,0.51,0.588,0.49,0.551,0.533,0.485,0.59,0.547,0.649,13513,0.549,C,13513,20231210
20231209,LLM_VIT,TSS,13514,0.345,0.27,0.315,0.297,0.322,0.32,0.295,0.395,0.35,0.285,13514,0.319,N,13514,20231210
20231210,LLM_VIT,TSS,13513,0.51,0.479,0.509,0.447,0.518,0.48,0.477,0.564,0.509,0.623,13513,0.511,C,13513,20231211
20231210,LLM_VIT,TSS,13514,0.321,0.257,0.237,0.268,0.276,0.278,0.256,0.338,0.309,0.234,13514,0.277,C,13514,20231211
20231211,LLM_VIT,TSS,13513,0.443,0.397,0.386,0.392,0.414,0.391,0.383,0.432,0.42,0.476,13513,0.413,C,13513,20231212
20231211,LLM_VIT,TSS,13514,0.361,0.291,0.292,0.305,0.309,0.317,0.286,0.38,0.349,0.281,13514,0.317,C,13514,20231212
20231214,LLM_VIT,TSS,13518,0.328,0.248,0.331,0.297,0.313,0.354,0.285,0.396,0.33,0.267,13518,0.314,N,13518,20231215
20231215,LLM_VIT,TSS,13518,0.2,0.136,0.175,0.185,0.201,0.196,0.199,0.212,0.197,0.161,13518,0.186,N,13518,20231216
20231215,LLM_VIT,TSS,13519,0.398,0.359,0.303,0.351,0.344,0.337,0.339,0.369,0.369,0.395,13519,0.356,N,13519,20231216
20231216,LLM_VIT,TSS,13518,0.216,0.147,0.199,0.186,0.223,0.206,0.203,0.234,0.214,0.172,13518,0.2,N,13518,20231217
20231216,LLM_VIT,TSS,13519,0.364,0.317,0.25,0.322,0.305,0.297,0.309,0.313,0.331,0.355,13519,0.316,N,13519,20231217
20231217,LLM_VIT,TSS,13519,0.346,0.293,0.238,0.306,0.299,0.285,0.287,0.304,0.319,0.336,13519,0.301,C,13519,20231218
20231217,LLM_VIT,TSS,13521,0.363,0.289,0.371,0.332,0.332,0.382,0.306,0.435,0.37,0.304,13521,0.348,N,13521,20231218
20231218,LLM_VIT,TSS,13519,0.36,0.303,0.274,0.317,0.315,0.313,0.294,0.328,0.33,0.347,13519,0.318,N,13519,20231219
20231218,LLM_VIT,TSS,13525,0.205,0.14,0.152,0.173,0.189,0.187,0.174,0.199,0.191,0.136,13525,0.174,N,13525,20231219
20231219,LLM_VIT,TSS,13519,0.494,0.423,0.559,0.433,0.489,0.501,0.423,0.575,0.502,0.556,13519,0.495,C,13519,20231220
20231219,LLM_VIT,TSS,13525,0.214,0.145,0.17,0.177,0.188,0.197,0.175,0.21,0.198,0.131,13525,0.18,N,13525,20231220
20231220,LLM_VIT,TSS,13519,0.6,0.542,0.775,0.538,0.645,0.662,0.559,0.764,0.652,0.697,13519,0.643,M,13519,20231221
20231220,LLM_VIT,TSS,13529,0.567,0.574,0.624,0.545,0.605,0.599,0.547,0.596,0.549,0.742,13529,0.594,C,13529,20231221
20231221,LLM_VIT,TSS,13529,0.575,0.596,0.654,0.539,0.64,0.608,0.554,0.593,0.529,0.767,13529,0.605,N,13529,20231222
20231221,LLM_VIT,TSS,13530,0.416,0.348,0.47,0.392,0.423,0.457,0.386,0.511,0.439,0.446,13530,0.428,N,13530,20231222
20231222,LLM_VIT,TSS,13529,0.45,0.455,0.451,0.432,0.503,0.434,0.413,0.374,0.39,0.566,13529,0.446,N,13529,20231223
20231222,LLM_VIT,TSS,13530,0.432,0.346,0.479,0.382,0.449,0.438,0.382,0.508,0.453,0.456,13530,0.432,C,13530,20231223
20231222,LLM_VIT,TSS,13531,0.471,0.437,0.55,0.455,0.489,0.524,0.424,0.555,0.473,0.49,13531,0.486,N,13531,20231223
20231223,LLM_VIT,TSS,13529,0.551,0.553,0.642,0.496,0.638,0.55,0.515,0.551,0.507,0.701,13529,0.57,M,13529,20231224
20231223,LLM_VIT,TSS,13530,0.524,0.436,0.63,0.426,0.573,0.526,0.46,0.664,0.56,0.565,13530,0.536,C,13530,20231224
20231223,LLM_VIT,TSS,13531,0.446,0.41,0.486,0.428,0.466,0.472,0.395,0.486,0.435,0.505,13531,0.452,N,13531,20231224
20231224,LLM_VIT,TSS,13529,0.643,0.644,0.799,0.568,0.744,0.674,0.598,0.71,0.625,0.81,13529,0.681,C,13529,20231225
20231224,LLM_VIT,TSS,13531,0.406,0.371,0.396,0.383,0.418,0.393,0.365,0.392,0.382,0.439,13531,0.394,C,13531,20231225
20231224,LLM_VIT,TSS,13533,0.332,0.262,0.275,0.291,0.297,0.298,0.285,0.354,0.338,0.314,13533,0.304,C,13533,20231225
20231225,LLM_VIT,TSS,13529,0.556,0.556,0.662,0.507,0.631,0.585,0.529,0.606,0.531,0.716,13529,0.587,C,13529,20231226
20231225,LLM_VIT,TSS,13531,0.381,0.345,0.327,0.353,0.383,0.341,0.339,0.335,0.348,0.401,13531,0.355,N,13531,20231226
20231225,LLM_VIT,TSS,13533,0.28,0.21,0.215,0.244,0.25,0.245,0.239,0.277,0.272,0.208,13533,0.244,N,13533,20231226
20231226,LLM_VIT,TSS,13529,0.513,0.503,0.599,0.492,0.548,0.561,0.487,0.552,0.491,0.651,13529,0.539,N,13529,20231227
20231226,LLM_VIT,TSS,13531,0.386,0.351,0.328,0.353,0.394,0.338,0.345,0.333,0.354,0.403,13531,0.358,N,13531,20231227
20231226,LLM_VIT,TSS,13533,0.247,0.174,0.196,0.215,0.225,0.227,0.21,0.248,0.251,0.176,13533,0.216,N,13533,20231227
20231227,LLM_VIT,TSS,13531,0.392,0.36,0.342,0.356,0.401,0.343,0.337,0.333,0.36,0.39,13531,0.361,N,13531,20231228
20231227,LLM_VIT,TSS,13533,0.236,0.173,0.187,0.205,0.213,0.216,0.197,0.23,0.225,0.169,13533,0.205,C,13533,20231228
20231228,LLM_VIT,TSS,13531,0.421,0.386,0.396,0.389,0.423,0.391,0.365,0.387,0.392,0.43,13531,0.398,N,13531,20231229
20231228,LLM_VIT,TSS,13533,0.429,0.379,0.389,0.385,0.379,0.404,0.357,0.444,0.418,0.444,13533,0.402,C,13533,20231229
20231229,LLM_VIT,TSS,13531,0.452,0.413,0.47,0.422,0.452,0.46,0.385,0.462,0.43,0.488,13531,0.443,N,13531,20231230
20231229,LLM_VIT,TSS,13533,0.441,0.374,0.468,0.408,0.415,0.466,0.38,0.502,0.441,0.432,13533,0.432,N,13533,20231230
20231229,LLM_VIT,TSS,13534,0.423,0.349,0.44,0.377,0.404,0.424,0.361,0.49,0.431,0.403,13534,0.41,C,13534,20231230
20231230,LLM_VIT,TSS,13534,0.47,0.401,0.486,0.409,0.469,0.456,0.408,0.548,0.484,0.481,13534,0.461,N,13534,20231231
20231231,LLM_VIT,TSS,13534,0.346,0.266,0.28,0.303,0.319,0.306,0.284,0.337,0.334,0.285,13534,0.306,N,13534,20240101
20240101,LLM_VIT,TSS,13534,0.25,0.171,0.184,0.214,0.233,0.215,0.199,0.212,0.229,0.173,13534,0.208,N,13534,20240102
20240102,LLM_VIT,TSS,13534,0.226,0.152,0.171,0.193,0.231,0.208,0.192,0.206,0.215,0.161,13534,0.195,N,13534,20240103
20240102,LLM_VIT,TSS,13536,0.944,0.945,0.998,0.909,0.989,0.987,0.974,0.997,0.981,0.997,13536,0.972,C,13536,20240103
20240103,LLM_VIT,TSS,13534,0.285,0.223,0.246,0.252,0.276,0.28,0.234,0.296,0.277,0.221,13534,0.259,C,13534,20240104
20240104,LLM_VIT,TSS,13534,0.459,0.395,0.498,0.421,0.443,0.484,0.393,0.533,0.468,0.453,13534,0.454,C,13534,20240105
20240107,LLM_VIT,TSS,13538,0.469,0.4,0.483,0.411,0.423,0.467,0.386,0.547,0.47,0.44,13538,0.449,C,13538,20240108
20240108,LLM_VIT,TSS,13538,0.53,0.451,0.674,0.472,0.534,0.583,0.463,0.676,0.569,0.562,13538,0.551,C,13538,20240109
20240109,LLM_VIT,TSS,13543,0.404,0.346,0.353,0.357,0.349,0.374,0.328,0.416,0.384,0.387,13543,0.369,N,13543,20240110
20240109,LLM_VIT,TSS,13544,0.18,0.121,0.151,0.16,0.176,0.17,0.171,0.187,0.181,0.13,13544,0.162,N,13544,20240110
20240111,LLM_VIT,TSS,13544,0.374,0.316,0.374,0.309,0.353,0.345,0.286,0.423,0.378,0.282,13544,0.344,N,13544,20240112
20240111,LLM_VIT,TSS,13545,0.45,0.424,0.503,0.432,0.473,0.486,0.418,0.502,0.437,0.521,13545,0.464,N,13545,20240112
20240111,LLM_VIT,TSS,13546,0.576,0.507,0.687,0.476,0.593,0.583,0.498,0.733,0.607,0.607,13546,0.586,N,13546,20240112
20240114,LLM_VIT,TSS,13545,0.379,0.358,0.292,0.342,0.384,0.303,0.33,0.3,0.333,0.377,13545,0.339,N,13545,20240115
20240114,LLM_VIT,TSS,13546,0.315,0.234,0.263,0.269,0.272,0.288,0.248,0.328,0.303,0.232,13546,0.275,N,13546,20240115
20240115,LLM_VIT,TSS,13545,0.381,0.357,0.306,0.346,0.391,0.301,0.338,0.294,0.344,0.379,13545,0.343,C,13545,20240116
20240115,LLM_VIT,TSS,13548,0.306,0.218,0.257,0.257,0.276,0.273,0.247,0.33,0.3,0.219,13548,0.268,N,13548,20240116
20240115,LLM_VIT,TSS,13549,0.561,0.537,0.682,0.502,0.614,0.593,0.547,0.67,0.577,0.708,13549,0.599,C,13549,20240116
20240115,LLM_VIT,TSS,13550,0.269,0.19,0.231,0.231,0.232,0.249,0.211,0.292,0.262,0.178,13550,0.234,N,13550,20240116
20240115,LLM_VIT,TSS,13553,0.52,0.479,0.607,0.48,0.538,0.562,0.471,0.631,0.53,0.571,13553,0.538,C,13553,20240116
20240119,LLM_VIT,TSS,13549,0.466,0.423,0.5,0.406,0.525,0.434,0.429,0.481,0.466,0.563,13549,0.469,N,13549,20240120
20240119,LLM_VIT,TSS,13551,0.334,0.252,0.347,0.289,0.315,0.341,0.278,0.409,0.345,0.262,13551,0.317,N,13551,20240120
20240119,LLM_VIT,TSS,13555,0.369,0.319,0.3,0.338,0.348,0.332,0.324,0.355,0.356,0.392,13555,0.343,C,13555,20240120
20240119,LLM_VIT,TSS,13556,0.372,0.304,0.391,0.334,0.374,0.373,0.328,0.447,0.389,0.334,13556,0.364,N,13556,20240120
20240206,LLM_VIT,TSS,13571,0.321,0.269,0.253,0.298,0.327,0.273,0.287,0.273,0.299,0.31,13571,0.291,N,13571,20240207
20240206,LLM_VIT,TSS,13572,0.26,0.186,0.206,0.226,0.23,0.233,0.219,0.284,0.261,0.179,13572,0.228,N,13572,20240207
20240206,LLM_VIT,TSS,13574,0.299,0.23,0.23,0.256,0.267,0.247,0.254,0.301,0.298,0.258,13574,0.264,C,13574,20240207
20240206,LLM_VIT,TSS,13576,0.891,0.92,0.991,0.895,0.956,0.972,0.933,0.967,0.906,0.994,13576,0.942,M,13576,20240207
20240208,LLM_VIT,TSS,13571,0.33,0.267,0.247,0.289,0.31,0.278,0.263,0.276,0.301,0.294,13571,0.285,N,13571,20240209
20240208,LLM_VIT,TSS,13574,0.295,0.218,0.233,0.255,0.256,0.265,0.242,0.309,0.289,0.21,13574,0.257,C,13574,20240209
20240208,LLM_VIT,TSS,13577,0.18,0.114,0.135,0.158,0.164,0.163,0.169,0.177,0.173,0.127,13577,0.156,N,13577,20240209
20240209,LLM_VIT,TSS,13571,0.372,0.311,0.337,0.324,0.365,0.348,0.306,0.376,0.358,0.32,13571,0.341,N,13571,20240210
20240209,LLM_VIT,TSS,13574,0.214,0.137,0.17,0.191,0.196,0.195,0.187,0.217,0.213,0.15,13574,0.187,N,13574,20240210
20240209,LLM_VIT,TSS,13577,0.277,0.204,0.244,0.238,0.248,0.267,0.222,0.31,0.282,0.194,13577,0.248,N,13577,20240210
20240210,LLM_VIT,TSS,13571,0.391,0.326,0.387,0.361,0.374,0.402,0.329,0.428,0.384,0.346,13571,0.372,N,13571,20240211
20240210,LLM_VIT,TSS,13574,0.182,0.113,0.159,0.161,0.178,0.177,0.17,0.193,0.18,0.124,13574,0.163,N,13574,20240211
20240210,LLM_VIT,TSS,13581,0.392,0.36,0.284,0.35,0.355,0.288,0.333,0.338,0.376,0.32,13581,0.339,N,13581,20240211
20240211,LLM_VIT,TSS,13581,0.36,0.327,0.235,0.324,0.313,0.256,0.272,0.297,0.338,0.286,13581,0.3,N,13581,20240212
20240212,LLM_VIT,TSS,13581,0.267,0.226,0.154,0.247,0.244,0.183,0.24,0.208,0.254,0.221,13581,0.224,N,13581,20240213
20240212,LLM_VIT,TSS,13582,0.527,0.475,0.573,0.456,0.531,0.489,0.475,0.59,0.548,0.623,13582,0.528,N,13582,20240213
20240212,LLM_VIT,TSS,13583,0.532,0.525,0.534,0.491,0.523,0.505,0.484,0.523,0.504,0.65,13583,0.527,C,13583,20240213
20240212,LLM_VIT,TSS,13584,0.466,0.395,0.591,0.438,0.498,0.542,0.446,0.623,0.505,0.526,13584,0.502,N,13584,20240213
20240213,LLM_VIT,TSS,13581,0.221,0.183,0.102,0.195,0.187,0.137,0.195,0.139,0.188,0.158,13581,0.17,N,13581,20240214
20240213,LLM_VIT,TSS,13582,0.478,0.432,0.481,0.412,0.492,0.456,0.464,0.545,0.489,0.601,13582,0.485,M,13582,20240214
20240213,LLM_VIT,TSS,13583,0.553,0.519,0.623,0.485,0.591,0.529,0.505,0.603,0.546,0.677,13583,0.563,C,13583,20240214
20240213,LLM_VIT,TSS,13584,0.419,0.341,0.469,0.388,0.441,0.448,0.386,0.498,0.439,0.451,13584,0.427,C,13584,20240214
20240214,LLM_VIT,TSS,13581,0.183,0.144,0.082,0.16,0.164,0.115,0.174,0.111,0.164,0.134,13581,0.143,N,13581,20240215
20240214,LLM_VIT,TSS,13582,0.445,0.396,0.422,0.4,0.417,0.429,0.388,0.464,0.432,0.512,13582,0.43,N,13582,20240215
20240214,LLM_VIT,TSS,13583,0.509,0.487,0.552,0.446,0.552,0.483,0.475,0.55,0.505,0.615,13583,0.517,C,13583,20240215
20240214,LLM_VIT,TSS,13584,0.377,0.289,0.383,0.332,0.397,0.37,0.331,0.422,0.393,0.373,13584,0.366,N,13584,20240215
20240215,LLM_VIT,TSS,13581,0.21,0.166,0.108,0.19,0.191,0.138,0.197,0.144,0.192,0.152,13581,0.168,N,13581,20240216
20240215,LLM_VIT,TSS,13582,0.415,0.358,0.424,0.384,0.395,0.435,0.368,0.473,0.417,0.412,13582,0.408,N,13582,20240216
20240215,LLM_VIT,TSS,13583,0.496,0.471,0.539,0.444,0.528,0.469,0.451,0.51,0.486,0.583,13583,0.497,N,13583,20240216
20240215,LLM_VIT,TSS,13584,0.308,0.214,0.261,0.261,0.313,0.27,0.256,0.304,0.302,0.254,13584,0.274,N,13584,20240216
20240215,LLM_VIT,TSS,13585,0.361,0.285,0.374,0.339,0.353,0.39,0.318,0.423,0.367,0.336,13585,0.354,N,13585,20240216
20240217,LLM_VIT,TSS,13581,0.347,0.283,0.28,0.307,0.295,0.294,0.269,0.333,0.333,0.271,13581,0.301,N,13581,20240218
20240217,LLM_VIT,TSS,13583,0.534,0.525,0.61,0.518,0.546,0.587,0.511,0.568,0.512,0.682,13583,0.559,C,13583,20240218
20240217,LLM_VIT,TSS,13584,0.32,0.239,0.25,0.267,0.3,0.284,0.247,0.295,0.297,0.241,13584,0.274,N,13584,20240218
20240217,LLM_VIT,TSS,13586,0.487,0.436,0.603,0.443,0.525,0.532,0.447,0.606,0.506,0.525,13586,0.511,N,13586,20240218
20240217,LLM_VIT,TSS,13587,0.264,0.198,0.208,0.221,0.221,0.231,0.214,0.264,0.256,0.177,13587,0.225,N,13587,20240218
20240218,LLM_VIT,TSS,13581,0.352,0.277,0.312,0.307,0.304,0.322,0.272,0.373,0.344,0.24,13581,0.31,N,13581,20240219
20240218,LLM_VIT,TSS,13584,0.291,0.217,0.253,0.254,0.294,0.289,0.253,0.287,0.273,0.256,13584,0.266,N,13584,20240219
20240218,LLM_VIT,TSS,13587,0.258,0.18,0.204,0.221,0.227,0.235,0.207,0.268,0.25,0.174,13587,0.222,N,13587,20240219
20240219,LLM_VIT,TSS,13584,0.288,0.218,0.298,0.265,0.302,0.316,0.276,0.327,0.292,0.282,13584,0.286,C,13584,20240220
20240221,LLM_VIT,TSS,13590,0.847,0.909,0.985,0.845,0.937,0.96,0.893,0.948,0.833,0.99,13590,0.914,X,13590,20240222
20240222,LLM_VIT,TSS,13590,0.914,0.946,0.995,0.894,0.973,0.979,0.938,0.978,0.915,0.997,13590,0.952,M,13590,20240223
20240223,LLM_VIT,TSS,13590,0.948,0.966,0.998,0.923,0.988,0.988,0.959,0.989,0.954,0.998,13590,0.971,M,13590,20240224
20240224,LLM_VIT,TSS,13590,0.978,0.985,0.999,0.955,0.997,0.996,0.983,0.997,0.984,0.999,13590,0.987,M,13590,20240225
20240225,LLM_VIT,TSS,13591,0.469,0.408,0.552,0.417,0.479,0.5,0.405,0.592,0.484,0.454,13591,0.476,N,13591,20240226
20240225,LLM_VIT,TSS,13594,0.322,0.249,0.313,0.297,0.302,0.331,0.285,0.375,0.334,0.271,13594,0.307,N,13594,20240226
20240226,LLM_VIT,TSS,13591,0.427,0.37,0.435,0.382,0.418,0.419,0.355,0.486,0.427,0.423,13591,0.414,N,13591,20240227
20240226,LLM_VIT,TSS,13594,0.303,0.247,0.281,0.268,0.286,0.298,0.256,0.335,0.303,0.241,13594,0.281,N,13594,20240227
20240227,LLM_VIT,TSS,13590,0.979,0.984,0.999,0.956,0.998,0.996,0.988,0.998,0.989,0.999,13590,0.988,M,13590,20240228
20240227,LLM_VIT,TSS,13591,0.396,0.344,0.348,0.353,0.373,0.354,0.324,0.41,0.385,0.367,13591,0.365,N,13591,20240228
20240227,LLM_VIT,TSS,13592,0.316,0.232,0.282,0.278,0.306,0.295,0.269,0.325,0.316,0.263,13592,0.288,N,13592,20240228
20240227,LLM_VIT,TSS,13594,0.314,0.243,0.254,0.276,0.289,0.28,0.262,0.327,0.307,0.24,13594,0.279,C,13594,20240228
20240227,LLM_VIT,TSS,13595,0.592,0.538,0.731,0.513,0.635,0.616,0.548,0.746,0.644,0.685,13595,0.624,N,13595,20240228
20240228,LLM_VIT,TSS,13590,0.959,0.972,0.999,0.937,0.995,0.994,0.98,0.997,0.977,0.999,13590,0.98,C,13590,20240229
20240228,LLM_VIT,TSS,13591,0.341,0.286,0.261,0.307,0.315,0.281,0.282,0.311,0.329,0.296,13591,0.3,N,13591,20240229
20240228,LLM_VIT,TSS,13592,0.241,0.172,0.182,0.21,0.228,0.217,0.2,0.217,0.233,0.17,13592,0.207,N,13592,20240229
20240228,LLM_VIT,TSS,13594,0.327,0.253,0.267,0.274,0.289,0.28,0.261,0.332,0.316,0.236,13594,0.283,C,13594,20240229
20240228,LLM_VIT,TSS,13595,0.558,0.544,0.608,0.5,0.591,0.565,0.54,0.637,0.57,0.702,13595,0.581,N,13595,20240229
20240228,LLM_VIT,TSS,13596,0.513,0.442,0.623,0.442,0.522,0.533,0.462,0.671,0.56,0.539,13596,0.53,C,13596,20240229
20240229,LLM_VIT,TSS,13591,0.3,0.255,0.2,0.259,0.268,0.228,0.252,0.245,0.273,0.24,13591,0.251,N,13591,20240301
20240229,LLM_VIT,TSS,13595,0.538,0.512,0.583,0.487,0.558,0.531,0.486,0.557,0.513,0.659,13595,0.542,C,13595,20240301
20240229,LLM_VIT,TSS,13596,0.398,0.322,0.449,0.349,0.404,0.404,0.364,0.5,0.436,0.398,13596,0.402,N,13596,20240301
20240301,LLM_VIT,TSS,13591,0.341,0.29,0.276,0.3,0.307,0.283,0.282,0.318,0.326,0.291,13591,0.301,N,13591,20240302
20240301,LLM_VIT,TSS,13595,0.506,0.504,0.549,0.472,0.551,0.515,0.488,0.533,0.494,0.649,13595,0.526,C,13595,20240302
20240301,LLM_VIT,TSS,13596,0.32,0.25,0.297,0.268,0.304,0.303,0.276,0.365,0.325,0.267,13596,0.297,N,13596,20240302
20240302,LLM_VIT,TSS,13591,0.377,0.322,0.311,0.328,0.331,0.33,0.305,0.377,0.361,0.336,13591,0.337,C,13591,20240303
