Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.101
0.2,0.249
0.25,0.455
0.3,0.569
0.35000000000000003,0.675
0.4,0.731
0.45,0.773
0.5,0.634
0.55,0.597
0.6000000000000001,0.517
0.6500000000000001,0.465
0.7000000000000001,0.405
0.7500000000000001,0.396
0.8,0.312
0.8500000000000001,0.268
0.9000000000000001,0.175
0.9500000000000001,0.133
