Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.024
0.2,0.12
0.25,0.214
0.3,0.362
0.35000000000000003,0.494
0.4,0.579
0.45,0.643
0.5,0.679
0.55,0.747
0.6000000000000001,0.767
0.6500000000000001,0.673
0.7000000000000001,0.629
0.7500000000000001,0.559
0.8,0.504
0.8500000000000001,0.379
0.9000000000000001,0.308
0.9500000000000001,0.199
