Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.031
0.2,0.062
0.25,0.025
0.3,0.056
0.35000000000000003,0.118
0.4,0.4
0.45,0.462
0.5,0.556
0.55,0.587
0.6000000000000001,0.65
0.6500000000000001,0.681
0.7000000000000001,0.543
0.7500000000000001,0.606
0.8,0.506
0.8500000000000001,0.406
0.9000000000000001,0.137
0.9500000000000001,0.099
