Threshold,TSS
0.05,0.0
0.1,0.0
0.15000000000000002,0.062
0.2,0.125
0.25,0.187
0.3,0.4
0.35000000000000003,0.556
0.4,0.587
0.45,0.618
0.5,0.743
0.55,0.706
0.6000000000000001,0.706
0.6500000000000001,0.606
0.7000000000000001,0.306
0.7500000000000001,0.237
0.8,0.168
0.8500000000000001,0.168
0.9000000000000001,0.0
0.9500000000000001,0.0
