CLASS,noaaID,FITS文件,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
N,13284,hmi.sharp_cea_720s.9403.20230422_000000_TAI.magnetogram.fits,-0.7951741084224685,-0.6285586217551631,-0.8534097603425638,-0.5584460831115704,-0.6278392564239181,-0.823526818209648,-0.8224503090910983,-0.723367039531502,-0.7805822417981542,-1.4896214089399107
N,13284,hmi.sharp_cea_720s.9403.20230422_003600_TAI.magnetogram.fits,-0.7947026708662518,-0.6292081361510494,-0.8516766107975504,-0.5558904916975435,-0.6208027312994531,-0.8246283503800581,-0.8279514635615219,-0.7667276834573967,-0.7866957767134763,-1.4095608036306326
N,13284,hmi.sharp_cea_720s.9403.20230422_032400_TAI.magnetogram.fits,-0.8149324815962733,-0.633481024945578,-0.8679599034063838,-0.542068868357767,-0.5747931875322481,-0.8394034930437759,-0.832063210628607,-0.7885634369864943,-0.7926683635826135,-1.3539224997575465
N,13284,hmi.sharp_cea_720s.9403.20230422_034800_TAI.magnetogram.fits,-0.8205617486901169,-0.6338958144099882,-0.872479232632811,-0.5487451563344886,-0.6003944138913263,-0.8427950416440527,-0.8327821842566288,-0.7646348437072842,-0.83057458861254,-1.3140955863213541
N,13284,hmi.sharp_cea_720s.9403.20230422_041200_TAI.magnetogram.fits,-0.8204508871810386,-0.6345399360270306,-0.8727667899548321,-0.5541866654580432,-0.5902974657977496,-0.844751892057355,-0.82480922951699,-0.7754664514271472,-0.8077641249721057,-1.2705120951652598
N,13284,hmi.sharp_cea_720s.9403.20230422_044800_TAI.magnetogram.fits,-0.8177227578411931,-0.6364586561354991,-0.8721128301230777,-0.5404505106609091,-0.5678734509988327,-0.8452639486795537,-0.8230874223096357,-0.8826147334429935,-2.1486813627381376,-1.4219615501768548
N,13284,hmi.sharp_cea_720s.9403.20230422_081200_TAI.magnetogram.fits,-0.7980150622254082,-0.6360519531033964,-0.8571926097355647,-0.5391941744918817,-0.6175913353144561,-0.8378099091717321,-0.8204065325188359,-0.9099335683338818,-0.34830616807384984,-1.286828931941841
N,13284,hmi.sharp_cea_720s.9403.20230422_084800_TAI.magnetogram.fits,-0.8091847198713754,-0.6370077198077596,-0.868523646119171,-0.5239554853404729,-0.6511686106523886,-0.8430497582658797,-0.817620889729212,-0.8848928158632562,-0.407542116966518,-1.3477479244468729
N,13284,hmi.sharp_cea_720s.9403.20230422_091200_TAI.magnetogram.fits,-0.8165127534519336,-0.6372056500524315,-0.875228652414617,-0.5336570847262139,-0.6597385757827127,-0.8462850770503295,-0.8141283622399252,-0.8722548201059694,-0.36937140259529044,-1.316568755614251
N,13284,hmi.sharp_cea_720s.9403.20230422_093600_TAI.magnetogram.fits,-0.8193081894070864,-0.6379146781959557,-0.8762168295010245,-0.5458692303660306,-0.6490059498910952,-0.8490682711027989,-0.8139697145195983,-0.8817038235532327,-0.6336724656733796,-1.4196451610543983
N,13284,hmi.sharp_cea_720s.9403.20230422_101200_TAI.magnetogram.fits,-0.8225557702039483,-0.6378362347983015,-0.8788080164294498,-0.5487037521131563,-0.6434098506934305,-0.8511834346031255,-0.8144937983588962,-0.8960835988057891,-0.5169439932341722,-1.171425656628956
N,13284,hmi.sharp_cea_720s.9403.20230422_103600_TAI.magnetogram.fits,-0.8240790381778578,-0.6381994232441562,-0.8796584458440415,-0.5511051635973371,-0.6346709223994352,-0.8526901745345541,-0.8073327260128801,-0.8945543811053808,-0.45724381630383537,-1.208662795109923
N,13284,hmi.sharp_cea_720s.9403.20230422_111200_TAI.magnetogram.fits,-0.8245670319423399,-0.6381075467971153,-0.8753610944244075,-0.5571134661129723,-0.6070236176042728,-0.8495841937717241,-0.7995673160023042,-0.9802291017963982,-0.3017672369984277,-1.0394444657015929
N,13284,hmi.sharp_cea_720s.9403.20230422_113600_TAI.magnetogram.fits,-0.827348284244403,-0.6394168053733934,-0.8798913775326437,-0.5573036320460748,-0.6081287803623588,-0.8539396881541967,-0.8025441522011058,-0.9862525435670956,-0.2865039579198659,-1.2440035006050576
N,13284,hmi.sharp_cea_720s.9403.20230422_120000_TAI.magnetogram.fits,-0.8288998241812215,-0.6388519657794828,-0.8769519569331123,-0.5474322347701874,-0.6027651737908948,-0.8536527151950811,-0.8016374541499934,-1.0054640291031662,-0.9258699940349053,-1.00086812985161
N,13284,hmi.sharp_cea_720s.9403.20230422_123600_TAI.magnetogram.fits,-0.8319304883046224,-0.6395402906729111,-0.8792320676543038,-0.5466829032941565,-0.591044259747376,-0.8552651136047158,-0.8002718822773501,-1.0389517076487693,-0.29322422578763624,-1.1014239661897156
N,13284,hmi.sharp_cea_720s.9403.20230422_130000_TAI.magnetogram.fits,-0.8281753740330962,-0.6401643794340272,-0.8789177396141743,-0.5528373363436407,-0.6104937589703991,-0.8535828054867255,-0.8036863223584078,-1.0683303213977178,-0.6433103944469768,-1.3246436346741373
N,13284,hmi.sharp_cea_720s.9403.20230422_133600_TAI.magnetogram.fits,-0.8314481702213968,-0.6401181277323514,-0.8814671193218672,-0.5439707425774897,-0.6045358936737041,-0.8553109010766922,-0.804771109034776,-1.0377602636062897,-0.3999162796775933,-1.163355328163931
N,13284,hmi.sharp_cea_720s.9403.20230422_140000_TAI.magnetogram.fits,-0.8326548964046745,-0.6401484691491,-0.8837016243385668,-0.5503170623872918,-0.6068775586911423,-0.8558112539495174,-0.811469628481391,-1.0321598549183806,-0.48441515117867584,-1.2051473499598802
N,13284,hmi.sharp_cea_720s.9403.20230422_142400_TAI.magnetogram.fits,-0.8292153424100168,-0.6406290824694701,-0.8817739095738912,-0.5478288603007854,-0.5773540870697818,-0.8561031285025592,-0.8090604726385223,-1.0402533427868774,-1.0682396807171641,-1.2983925425548632
N,13284,hmi.sharp_cea_720s.9403.20230422_150000_TAI.magnetogram.fits,-0.8306907705562686,-0.6402862702362908,-0.8832356668812695,-0.5558396628984161,-0.5989237107955415,-0.8563097591231286,-0.8058337952914095,-1.001007968662311,-2.1486813627381376,-1.2126325195201613
N,13284,hmi.sharp_cea_720s.9403.20230422_152400_TAI.magnetogram.fits,-0.8290051221862451,-0.6400837024096013,-0.8819038599786351,-0.5400110078941497,-0.5939730315862921,-0.8560779017555995,-0.8127417824248185,-0.9951785853245291,-2.1486813627381376,-1.1440477156332387
N,13284,hmi.sharp_cea_720s.9403.20230422_154800_TAI.magnetogram.fits,-0.8256819512301576,-0.640052966773794,-0.8795055831430726,-0.542802363813849,-0.6021329858403888,-0.8545606804290794,-0.8072525265643152,-1.020919077977626,-2.1486813627381376,-1.1191582807303126
N,13284,hmi.sharp_cea_720s.9403.20230422_162400_TAI.magnetogram.fits,-0.8238838260287499,-0.6406826979729683,-0.8796771863709766,-0.5498496764330116,-0.6462453845245103,-0.8554454859131116,-0.809660287150578,-1.0296837706089395,-0.37844797393459206,-1.1143961008700962
N,13284,hmi.sharp_cea_720s.9403.20230422_164800_TAI.magnetogram.fits,-0.8153552382898591,-0.6395032822679843,-0.8740844252847311,-0.5450710007353385,-0.6369315875845818,-0.8517954480766775,-0.8067288208902266,-0.9869567498325634,-2.1486813627381376,-0.9685962691814881
N,13284,hmi.sharp_cea_720s.9403.20230422_172400_TAI.magnetogram.fits,-0.8068100048067709,-0.6396477639387765,-0.8654630257016211,-0.5509259576763804,-0.6405549576089427,-0.8507121055028959,-0.8025876943410438,-1.0100598636883487,-2.1486813627381376,-1.0804468982468334
N,13284,hmi.sharp_cea_720s.9403.20230422_174800_TAI.magnetogram.fits,-0.8056196860462691,-0.6395831525583238,-0.8590607566270911,-0.5510017417202985,-0.6350603575593015,-0.8461821759531537,-0.7968799578562569,-1.067615213613702,-2.1486813627381376,-1.3072119461566043
N,13284,hmi.sharp_cea_720s.9403.20230422_181200_TAI.magnetogram.fits,-0.7900639502261643,-0.6383364080756436,-0.8402045506304988,-0.5391734110241067,-0.5641261911292819,-0.8388582785972842,-0.7999244547316819,-1.091850439124246,-2.1486813627381376,-1.186793213785087
N,13284,hmi.sharp_cea_720s.9403.20230422_184800_TAI.magnetogram.fits,-0.7926735065726376,-0.6386259956014225,-0.8384838018280812,-0.536977706512429,-0.5794492480534309,-0.8384327370267411,-0.8062599516431619,-1.1349360578583094,-0.4889055237029494,-1.0926424459958273
N,13284,hmi.sharp_cea_720s.9403.20230422_191200_TAI.magnetogram.fits,-0.7984517726308727,-0.6389065773405654,-0.8461866765975911,-0.5381373301811453,-0.6229063043809421,-0.8423173855720386,-0.8042646197643851,-1.127426256154935,-1.0151915026238094,-1.0396427496768872
