CLASS,noaaID,FITS文件,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
N,13356,hmi.sharp_cea_720s.9747.20230702_191200_TAI.magnetogram.fits,-0.3640168559823694,-0.4166604496912969,-0.4104279902854471,-0.5352802313130344,-0.46273994317434397,-0.45344635848645704,-0.2680694180123916,-0.024988855585795774,-0.014414189894209646,0.159849008987115
N,13356,hmi.sharp_cea_720s.9747.20230702_193600_TAI.magnetogram.fits,-0.3375429833572475,-0.41470967569719364,-0.39499616538642657,-0.47841525518161393,-0.40289385529541727,-0.44322160008433475,-0.27642743885853516,-0.011882241816669987,0.20730231289532383,-0.01239030002829391
N,13356,hmi.sharp_cea_720s.9747.20230702_203600_TAI.magnetogram.fits,-0.3329398653793649,-0.4114713693360745,-0.3522038084790579,-0.4212948473881701,-0.08516120845810311,-0.43749796323683243,-0.28194169934871427,-0.15848602241090462,-0.22686591170581466,0.11846495858667327
N,13356,hmi.sharp_cea_720s.9747.20230702_210000_TAI.magnetogram.fits,-0.37863615430884645,-0.4134026459507205,-0.39667878785175475,-0.5070157289612732,-0.24528942634321518,-0.45843742821532363,-0.28973852673168277,-0.1402035985412829,0.20982850708030218,0.28770217020592864
N,13356,hmi.sharp_cea_720s.9747.20230702_221200_TAI.magnetogram.fits,-0.4352273055527369,-0.40699599035822126,-0.45524374824058117,-0.4489265225871024,-0.14513997949025748,-0.4850066082648616,-0.28995546132761046,0.007974580834480112,0.14116458720382163,0.4610557645393416
N,13356,hmi.sharp_cea_720s.9747.20230702_223600_TAI.magnetogram.fits,-0.43881332621803903,-0.40152185110300986,-0.4554874308559527,-0.4018237257973419,-0.22530999667424229,-0.48053150985440146,-0.2895206121193792,0.049405765253915455,0.3236589475031862,0.3684655613787975
N,13356,hmi.sharp_cea_720s.9747.20230702_224800_TAI.magnetogram.fits,-0.4450796755766883,-0.4005900077873758,-0.4638812833183705,-0.4328096366314411,-0.30720219089433676,-0.4824527413452229,-0.2888548720416606,0.06898802832614234,0.08488651032080885,0.3858724574275823
N,13356,hmi.sharp_cea_720s.9747.20230703_000000_TAI.magnetogram.fits,-0.3914716182654858,-0.39535769832568496,-0.41375906289841136,-0.50853597081061,-0.3581485510420084,-0.46219201165144164,-0.28964227874256676,0.07054433234480782,-0.019922624168649407,0.28193817220815215
N,13356,hmi.sharp_cea_720s.9747.20230703_002400_TAI.magnetogram.fits,-0.37023044162518837,-0.38690047977990727,-0.3883781733138747,-0.5305708553511629,-0.4230609373198,-0.4569074799421578,-0.28802786551133214,0.0812619147892785,0.20712162697849498,0.3183017074054351
N,13356,hmi.sharp_cea_720s.9747.20230703_013600_TAI.magnetogram.fits,-0.34801568889821877,-0.37363060439682605,-0.3619750655821425,-0.4992916122634459,-0.47726664961607884,-0.44205259171840455,-0.2843483476843614,0.055424510510738635,0.0123889009781117,0.41488276304793253
N,13356,hmi.sharp_cea_720s.9747.20230703_020000_TAI.magnetogram.fits,-0.34431911561545264,-0.36460335434825963,-0.3455041526095526,-0.5285539816584298,-0.38373048505274454,-0.4315555855105554,-0.2722947419331857,0.017593808560030587,0.025981845233058964,0.4692164318870155
N,13356,hmi.sharp_cea_720s.9747.20230703_024800_TAI.magnetogram.fits,-0.3232517548299287,-0.35076055964025055,-0.31652838300256847,-0.476814095243836,-0.39174232110534024,-0.42627706371463464,-0.2584194426901923,0.04761155441938477,0.30010234601580904,0.5645406483049431
N,13356,hmi.sharp_cea_720s.9747.20230703_031200_TAI.magnetogram.fits,-0.3186389459473581,-0.35335171229160794,-0.3256331547234373,-0.3657124992523586,-0.24147047130235133,-0.4294099604521375,-0.2547520694041114,0.06211010847503312,0.462305077740767,0.5610215381381487
N,13356,hmi.sharp_cea_720s.9747.20230703_033600_TAI.magnetogram.fits,-0.3333128031189416,-0.35113524612592123,-0.33565477488721485,-0.3769127810245398,-0.31143921735535973,-0.42690017988851403,-0.2457898579576563,0.06957310657883697,0.02525337475835942,0.5747707920883313
N,13356,hmi.sharp_cea_720s.9747.20230703_042400_TAI.magnetogram.fits,-0.3534576460873007,-0.34568800845257314,-0.3606964298650359,-0.41577057979606674,-0.2963065661035418,-0.4412146335494342,-0.22854679114110948,0.17285568256095554,0.30227027524586686,0.706443063128895
N,13356,hmi.sharp_cea_720s.9747.20230703_044800_TAI.magnetogram.fits,-0.35411042110466023,-0.343449546145802,-0.36636662569630735,-0.4264144723428801,-0.27406798825984363,-0.44163768955277416,-0.21457795903633647,0.17187970326728513,0.29876607952860773,0.7266378693756974
N,13356,hmi.sharp_cea_720s.9747.20230703_051200_TAI.magnetogram.fits,-0.34512834254465646,-0.3359435395724927,-0.37422796586394413,-0.422434470083066,-0.215056758643969,-0.4479534500268878,-0.20199883711423658,0.2391184808612602,0.4302038327310326,0.7440858961586423
N,13356,hmi.sharp_cea_720s.9747.20230703_053600_TAI.magnetogram.fits,-0.34432001244498456,-0.3416002118459329,-0.36963023377798443,-0.40861706533234354,-0.19352518794263582,-0.4512772772221008,-0.1971420946980576,0.22561643820318483,0.3752935917895826,0.7584838469189656
N,13362,hmi.sharp_cea_720s.9772.20230709_112400_TAI.magnetogram.fits,-0.7672129461984076,-0.502838983321299,-0.7898274110937246,-0.5306707857403228,-0.6360079963539191,-0.7536315875471615,-0.8960747968944083,1.2705915187811285,-0.5874131605427295,1.914767697460781
N,13362,hmi.sharp_cea_720s.9772.20230709_113600_TAI.magnetogram.fits,-0.7687210040169662,-0.5029845201560186,-0.795104337720285,-0.5190243042996748,-0.6235652550516572,-0.7541352620311201,-0.8969299853836716,1.333297675868927,-0.589276286450878,1.8131733401415016
N,13362,hmi.sharp_cea_720s.9772.20230709_120000_TAI.magnetogram.fits,-0.7736087154095754,-0.5041243985145378,-0.8054418465915432,-0.523790214424097,-0.627975587836053,-0.7563893148370223,-0.8988664075265028,1.512035187310199,-0.9195545943031088,1.7343011818943423
N,13362,hmi.sharp_cea_720s.9772.20230709_130000_TAI.magnetogram.fits,-0.7672405950118133,-0.5100274731272546,-0.7973015304961849,-0.5102599426934434,-0.5672683047874405,-0.7555785657515205,-0.8982609081779668,1.437891462936259,-0.6806692464261498,1.5944365696802363
N,13362,hmi.sharp_cea_720s.9772.20230709_132400_TAI.magnetogram.fits,-0.767386762053181,-0.5117990565523595,-0.8001882597945343,-0.5192054367783256,-0.6216434485630284,-0.7566256312786422,-0.8957904178928102,1.401304574602314,-0.6778776644426638,1.5710200501027989
N,13362,hmi.sharp_cea_720s.9772.20230709_133600_TAI.magnetogram.fits,-0.7683289645434656,-0.5118335137182902,-0.8032821447327488,-0.5129860710644465,-0.5794827990111903,-0.7586234773343044,-0.895101654227346,1.4161131793432498,-0.4641807495274053,1.6605429118760437
N,13362,hmi.sharp_cea_720s.9772.20230709_143600_TAI.magnetogram.fits,-0.7673311152509374,-0.5081103311726061,-0.7996714607720793,-0.5123079252733149,-0.5908065575458257,-0.7590767312190105,-0.9005371389497484,1.5159437463605063,-0.2992031087156707,1.8435526602793284
N,13362,hmi.sharp_cea_720s.9772.20230709_150000_TAI.magnetogram.fits,-0.7663705953850165,-0.5033889745919211,-0.8009442661788994,-0.518491257428569,-0.6232931736571903,-0.7608174523592547,-0.9030767593181751,1.6201969708436126,-0.33736760932942444,1.8482325160796307
N,13362,hmi.sharp_cea_720s.9772.20230709_152400_TAI.magnetogram.fits,-0.7684744582275784,-0.5084137696865049,-0.8005853764198274,-0.5152297630173045,-0.6064293458945031,-0.7599953563449509,-0.9030723745790811,1.4474733489816936,-2.1486813627381376,1.893329406928706
N,13362,hmi.sharp_cea_720s.9772.20230709_161200_TAI.magnetogram.fits,-0.7662894080538736,-0.5128354438505005,-0.7915813447522116,-0.5263949534095255,-0.6126879880197719,-0.7577135993042776,-0.8979828937215587,1.0202607726931912,-0.7298414664138718,1.859269979887195
N,13362,hmi.sharp_cea_720s.9772.20230709_163600_TAI.magnetogram.fits,-0.7765195270873089,-0.5163819220540262,-0.8087869314480531,-0.5371359150867482,-0.6165054813584023,-0.7582613359060757,-0.89909333631213,0.9529359256029193,-0.6650974055940058,1.8735379012571105
N,13362,hmi.sharp_cea_720s.9772.20230709_170000_TAI.magnetogram.fits,-0.7812686658204308,-0.5187837230039454,-0.8174130297248459,-0.5255651637920089,-0.595946187663476,-0.7616397428560633,-0.901812053746371,0.9958364299479399,-0.4701419650831963,1.8436767775527578
N,13362,hmi.sharp_cea_720s.9772.20230709_180000_TAI.magnetogram.fits,-0.789477747894108,-0.5193996433986351,-0.8191004343420037,-0.5169947110839133,-0.6372562950171434,-0.7668518514735962,-0.9035982775660528,1.024629148246028,-2.1486813627381376,2.034953097042764
N,13362,hmi.sharp_cea_720s.9772.20230709_182400_TAI.magnetogram.fits,-0.7844870775308092,-0.5195475900462032,-0.817233500249097,-0.5263243651189091,-0.6007480083542799,-0.7636568542216734,-0.9039271867568861,1.0660212330590613,-2.1486813627381376,1.9945890169621074
N,13362,hmi.sharp_cea_720s.9772.20230709_183600_TAI.magnetogram.fits,-0.782550379302361,-0.5196130197072096,-0.8191462786609253,-0.5309177813273703,-0.5920902519624943,-0.7627587207419491,-0.9039781959295411,1.1588670600720121,-2.1486813627381376,1.8542452134133367
N,13362,hmi.sharp_cea_720s.9772.20230709_193600_TAI.magnetogram.fits,-0.7738686879132259,-0.5126362564389837,-0.8053955148011714,-0.547463057805383,-0.6318819637122859,-0.7613374847262818,-0.9040165894613791,1.3891858821477219,-0.06913524043840297,1.8183505822192878
N,13362,hmi.sharp_cea_720s.9772.20230709_200000_TAI.magnetogram.fits,-0.7659169194641691,-0.5088737095992149,-0.7960177560333472,-0.547226587803641,-0.6181666943993025,-0.760369615706807,-0.905685397185393,1.2320020910943335,-2.1486813627381376,1.94764959688474
N,13362,hmi.sharp_cea_720s.9772.20230709_202400_TAI.magnetogram.fits,-0.7730527751933723,-0.5132199773757691,-0.8028956887476842,-0.5375890553825362,-0.6141392036026593,-0.7610918521687199,-0.9068980743922277,1.0083831299415937,-0.23245055023995786,1.9796404832658656
N,13362,hmi.sharp_cea_720s.9772.20230709_212400_TAI.magnetogram.fits,-0.7918583179323649,-0.5158588429716257,-0.8257418652558182,-0.5347317005729163,-0.635369393843046,-0.769525298009917,-0.9060029734075357,1.1565750092645057,-2.1486813627381376,2.085561035282987
N,13362,hmi.sharp_cea_720s.9772.20230709_214800_TAI.magnetogram.fits,-0.7972948691506454,-0.5183436497648092,-0.8333484862268377,-0.5308106791343308,-0.6249319175980985,-0.7720683298879396,-0.9063627524962917,1.1717095667968864,-2.1486813627381376,2.1883239404949726
N,13362,hmi.sharp_cea_720s.9772.20230709_224800_TAI.magnetogram.fits,-0.7972108156405312,-0.5196375871670552,-0.8309077109853427,-0.5252312716945279,-0.6248168016336976,-0.773579061904608,-0.9092993762627484,1.2761803940472576,-2.1486813627381376,2.077416214144028
N,13362,hmi.sharp_cea_720s.9772.20230709_231200_TAI.magnetogram.fits,-0.793690603885218,-0.5200105154077608,-0.823726637795497,-0.5424792002706199,-0.6378384876367477,-0.7716758930485427,-0.9102287314768202,1.2309442233182355,-2.1486813627381376,2.124699131936177
N,13362,hmi.sharp_cea_720s.9772.20230709_232400_TAI.magnetogram.fits,-0.7895236979108141,-0.5218305604898492,-0.8212133867403357,-0.5443874643288711,-0.6206845199597862,-0.770843531012651,-0.9107892374455314,1.180300362509321,-2.1486813627381376,2.1364706278272565
N,13362,hmi.sharp_cea_720s.9772.20230710_003600_TAI.magnetogram.fits,-0.784696764361541,-0.5186116432751205,-0.8155983844372389,-0.5544527365723205,-0.6508612894180605,-0.7694095763028596,-0.9086551815917073,1.2869753442529102,-0.2955780739333666,2.016415722424753
N,13362,hmi.sharp_cea_720s.9772.20230710_010000_TAI.magnetogram.fits,-0.7851561388254473,-0.5141893828687674,-0.8104577483791165,-0.5430565117703977,-0.5972459203643162,-0.7682561698197573,-0.9069796040925291,1.2627365815096099,-2.1486813627381376,2.021964120265619
N,13362,hmi.sharp_cea_720s.9772.20230710_012400_TAI.magnetogram.fits,-0.785146722115362,-0.5200863233905014,-0.8089895120640355,-0.5543963841674804,-0.6464797673427222,-0.7683965902278049,-0.9051704789090856,1.1759561228092723,-0.5844296036304923,1.9762360334642095
N,13362,hmi.sharp_cea_720s.9772.20230710_034800_TAI.magnetogram.fits,-0.7962353047544098,-0.5272752798762285,-0.8267586874544474,-0.5536065107642323,-0.6292524681452126,-0.774745617598002,-0.9055407425664793,1.153912914973846,-2.1486813627381376,2.0271359274098715
N,13362,hmi.sharp_cea_720s.9772.20230710_041200_TAI.magnetogram.fits,-0.7918577908612385,-0.5286414861122464,-0.8242537996643374,-0.5428970534730029,-0.6298105093245521,-0.7754233620030071,-0.9077229882848143,1.023432309270312,-2.1486813627381376,2.0773481256437702
N,13362,hmi.sharp_cea_720s.9772.20230710_043600_TAI.magnetogram.fits,-0.7991344289790874,-0.5279810778291842,-0.8337752274595153,-0.5188252729436073,-0.6209212218562618,-0.7782611070129901,-0.9088614713313253,1.1244446303552917,-2.1486813627381376,2.0902524736269297
N,13362,hmi.sharp_cea_720s.9772.20230710_053600_TAI.magnetogram.fits,-0.8008222930326289,-0.5351129636696241,-0.8371929470795264,-0.517577503300507,-0.6252365204052582,-0.7835529084436714,-0.9091364017639427,1.0882795017953661,-0.6761113387254478,1.883690034842879
N,13362,hmi.sharp_cea_720s.9772.20230710_060000_TAI.magnetogram.fits,-0.8028437504731178,-0.534635849411009,-0.8415111277559048,-0.5292926277800558,-0.613277322829505,-0.7826404559731307,-0.9106740285494187,1.0344689980960178,-2.1486813627381376,2.078824469253444
N,13362,hmi.sharp_cea_720s.9772.20230710_070000_TAI.magnetogram.fits,-0.7921658892958694,-0.5314954216592777,-0.8271684233309397,-0.5347246981997984,-0.6343371110210927,-0.7774354785731344,-0.9090311402194203,0.962739120314275,-2.1486813627381376,2.0047108896807817
N,13362,hmi.sharp_cea_720s.9772.20230710_072400_TAI.magnetogram.fits,-0.7908289384658342,-0.531118900032543,-0.821918337223847,-0.5471614864488418,-0.6381070548797952,-0.7756194828929036,-0.9087782916690273,0.9426683057714742,-0.6542942464081317,1.901860275672568
N,13362,hmi.sharp_cea_720s.9772.20230710_074800_TAI.magnetogram.fits,-0.7854566546398964,-0.5368094446758782,-0.8219223250058584,-0.5474399687643617,-0.6299389807295394,-0.7761101951467827,-0.9082366996456201,1.1148288923509764,-0.6541460969873909,1.6314725555077647
N,13362,hmi.sharp_cea_720s.9772.20230710_084800_TAI.magnetogram.fits,-0.7953739080751642,-0.5432433386021213,-0.8350933502608644,-0.5238867292490166,-0.5862832719617092,-0.7799745140376714,-0.9074439186733223,1.1227643378952308,-2.1486813627381376,1.7481187536407248
N,13362,hmi.sharp_cea_720s.9772.20230710_091200_TAI.magnetogram.fits,-0.8019852199728436,-0.5463510459791165,-0.8371337570441706,-0.5203542806230489,-0.5760473128833267,-0.7822095537260724,-0.9061002489926372,0.8787504623575733,-2.1486813627381376,1.8619597824081773
N,13362,hmi.sharp_cea_720s.9772.20230710_092400_TAI.magnetogram.fits,-0.8040324370038716,-0.5453003502213317,-0.8378847809771528,-0.5176291620993654,-0.6101128105446907,-0.7826173569917336,-0.905422582498733,0.786777847217858,-2.1486813627381376,1.9419366575156725
N,13362,hmi.sharp_cea_720s.9772.20230710_103600_TAI.magnetogram.fits,-0.793861890974754,-0.5404782816872337,-0.8172664169010302,-0.5247881945198752,-0.6269350228607657,-0.7791629039198344,-0.9025208824129433,0.6368970924785733,-2.1486813627381376,1.9021969192978545
N,13362,hmi.sharp_cea_720s.9772.20230710_110000_TAI.magnetogram.fits,-0.7904314981672753,-0.5383816126527597,-0.8125559726906136,-0.531780630414313,-0.5674005210919858,-0.7760575567544581,-0.8976077179946959,0.6440827468283093,-0.24620259686342294,1.8494849862869358
N,13362,hmi.sharp_cea_720s.9772.20230710_111200_TAI.magnetogram.fits,-0.7909050109282205,-0.5379592023751778,-0.8082171869564226,-0.528509401045274,-0.570801488765277,-0.774482385239419,-0.8990505393801043,0.5742658658109174,-0.8241475058490623,1.8529395527447847
N,13371,hmi.sharp_cea_720s.9796.20230715_130000_TAI.magnetogram.fits,-0.23557414702083487,-0.4763036185254054,-0.24801634574954806,-0.023593920088583627,-0.13645078366459376,-0.29255620110604486,0.15550462148534222,-0.7456023388228645,-0.14943839222822358,-0.8447912906271968
N,13371,hmi.sharp_cea_720s.9796.20230715_132400_TAI.magnetogram.fits,-0.2329496327339388,-0.4770689403261449,-0.23950252220065038,-0.046326667874270915,-0.21249178691720672,-0.2874459972812486,0.15356163706387824,-0.7655149566289793,0.04530872280436747,-0.8397888030427921
N,13371,hmi.sharp_cea_720s.9796.20230715_134800_TAI.magnetogram.fits,-0.25332679939254293,-0.4768415595265173,-0.2603679770193885,-0.027078689224978247,-0.24924773026424735,-0.2871354831671603,0.155250122478619,-0.7585901761644742,-0.00930637151552961,-0.8231003965309986
N,13371,hmi.sharp_cea_720s.9796.20230715_144800_TAI.magnetogram.fits,-0.2320653426431253,-0.47437197285769633,-0.2134804464331306,-0.14451508891695755,-0.4480586097089369,-0.2696765982826237,0.1597698480148931,-0.7921126497726549,0.17905503093579317,-0.8285971470103325
N,13371,hmi.sharp_cea_720s.9796.20230715_151200_TAI.magnetogram.fits,-0.23460510212861735,-0.47324955111884887,-0.19984111285656503,-0.22700144803458586,-0.4383423953501458,-0.2571179799957655,0.16210106598544882,-0.8201113887858985,0.12843730303808568,-0.8492128724367135
N,13371,hmi.sharp_cea_720s.9796.20230715_160000_TAI.magnetogram.fits,-0.22597559078101068,-0.46543459988528846,-0.15643808130608866,-0.2765504311544135,-0.4114317772801955,-0.21850108373646776,0.17197189844074726,-0.8708003023948258,0.17709886326838475,-0.759493968830651
N,13371,hmi.sharp_cea_720s.9796.20230715_162400_TAI.magnetogram.fits,-0.25780034020518583,-0.4665652941016125,-0.18668452775778613,-0.3241091451350015,-0.3317976399388617,-0.2119586230283746,0.16905994970703392,-0.8888430211375034,0.08875600776469705,-0.8143336566295573
N,13371,hmi.sharp_cea_720s.9796.20230715_164800_TAI.magnetogram.fits,-0.26957330081110714,-0.471628291852978,-0.20971240972317726,-0.31241501692857204,-0.3833517775998302,-0.21297802875738084,0.17529071339303387,-0.9125619555757997,0.14690570817783424,-0.8595858613944851
N,13371,hmi.sharp_cea_720s.9796.20230715_174800_TAI.magnetogram.fits,-0.3162954811283253,-0.48203469994754017,-0.30682765562090164,-0.3626278232579186,-0.4971296872675856,-0.2665705684086331,0.1792478106628386,-0.8633457138302808,0.030474021530197386,-0.9637599777743768
N,13371,hmi.sharp_cea_720s.9796.20230715_181200_TAI.magnetogram.fits,-0.3252487993943889,-0.48539660268567625,-0.32781614671625015,-0.24199578393405224,-0.36749065705167766,-0.2965777357294103,0.1682446341665109,-0.821241063099618,-0.17856704013194913,-0.9632273604853366
N,13371,hmi.sharp_cea_720s.9796.20230715_183600_TAI.magnetogram.fits,-0.29825087692909164,-0.47808044558949114,-0.3050898217977038,-0.16987135932944855,-0.3534887489913006,-0.28999395470282335,0.16412400516034223,-0.7723391694564822,-2.1486813627381376,-0.9616009024002141
N,13371,hmi.sharp_cea_720s.9796.20230715_193600_TAI.magnetogram.fits,-0.2048080416399658,-0.48143826632594927,-0.21098794231463197,-0.0995040357447238,-0.3431464667609619,-0.28857663892351815,0.11894553694633563,-0.782431364873641,0.05981638565538063,-0.9623995339673628
N,13371,hmi.sharp_cea_720s.9796.20230715_200000_TAI.magnetogram.fits,-0.20550792740667984,-0.4804904973220628,-0.16155826139299753,-0.16921896020282098,-0.44979350465469353,-0.27726841040864253,0.1087499816879381,-0.835096541588598,-0.291116479473508,-0.8554037575057362
N,13371,hmi.sharp_cea_720s.9796.20230715_202400_TAI.magnetogram.fits,-0.23466652539517396,-0.47933515971400903,-0.1882787604582137,-0.20462359124776722,-0.4767174393107327,-0.2891547251838301,0.11596336318041257,-0.8448435372970586,-0.05933591857333459,-0.8134297658308728
N,13371,hmi.sharp_cea_720s.9796.20230715_212400_TAI.magnetogram.fits,-0.38483089550490246,-0.4955004844131656,-0.36686047410766054,-0.3485333179574715,-0.5323073242499567,-0.3666586198525078,0.1025226128379842,-0.7992506310619819,-0.10375957275437914,-0.8470747125707305
N,13371,hmi.sharp_cea_720s.9796.20230715_214800_TAI.magnetogram.fits,-0.39673123457349774,-0.49439258784114914,-0.3893305863081115,-0.31256512510590273,-0.4058452003088722,-0.3803509320604696,0.08429805900308898,-0.7541639244520426,-0.22953273158973636,-0.8802132313363831
N,13371,hmi.sharp_cea_720s.9796.20230715_224800_TAI.magnetogram.fits,-0.36275765439190266,-0.49249111123686395,-0.36019824921713695,-0.2342901306360619,-0.31920904440341175,-0.3694653717381233,0.07813691602646418,-0.7446826725597399,-0.05844163816410304,-0.9352565215369896
N,13371,hmi.sharp_cea_720s.9796.20230715_231200_TAI.magnetogram.fits,-0.3501673909803532,-0.4912914590579768,-0.34451924404767026,-0.18704126246699826,-0.1323527413272315,-0.3613790587005311,0.07614347003039798,-0.7479471773060411,-0.09903470975766787,-0.9620787923254807
N,13371,hmi.sharp_cea_720s.9796.20230715_233600_TAI.magnetogram.fits,-0.33193735036795224,-0.4874231740561618,-0.32161001680616597,-0.1686052817615384,-0.13575032429801617,-0.3530556818775696,0.07346142967812802,-0.7523802706775308,-0.1099412189560942,-0.9568786764282308
N,13371,hmi.sharp_cea_720s.9796.20230716_003600_TAI.magnetogram.fits,-0.28997142020098043,-0.48004768836560974,-0.23523582306167604,-0.13223015930896187,-0.08825395509826826,-0.3152659577990767,0.09354154503609027,-0.8070737332386959,-0.8823078368627342,-0.933175512135135
N,13371,hmi.sharp_cea_720s.9796.20230716_010000_TAI.magnetogram.fits,-0.2780734143593805,-0.47643611725295815,-0.21411165178042896,-0.15529413553473553,-0.1873160509075929,-0.30254340865088725,0.08632077078452319,-0.8113620091178798,-0.5926038838886756,-0.9312842854066132
N,13371,hmi.sharp_cea_720s.9796.20230716_020000_TAI.magnetogram.fits,-0.27967760054206253,-0.4801538066691844,-0.21543602635570752,-0.09326046219893132,0.016358652382682585,-0.31133110350864085,0.07709621772866977,-0.8207529582373437,-0.32062759580911326,-0.9466429117956813
N,13371,hmi.sharp_cea_720s.9796.20230716_022400_TAI.magnetogram.fits,-0.28930330131245713,-0.4840592737068349,-0.2313340522580728,-0.13226306078614608,-0.10340131257917445,-0.3179666711288081,0.06575285443818245,-0.8265521242476189,-0.20008489819034567,-0.9639050725278621
N,13371,hmi.sharp_cea_720s.9796.20230716_024800_TAI.magnetogram.fits,-0.3070032796512881,-0.4832197505456049,-0.25670471821958774,-0.12464651318767202,-0.08554820520089176,-0.3299108141514071,0.06659683267707306,-0.7956376198051045,-0.4039144691140183,-0.9561453508241037
N,13371,hmi.sharp_cea_720s.9796.20230716_034800_TAI.magnetogram.fits,-0.3436776024246743,-0.4942383554798833,-0.3436634148909601,-0.17672931835771874,-0.1742862833672881,-0.36693963956942327,0.10061839900131674,-0.7489779658906104,-0.11595950369062624,-1.0477609793035345
N,13371,hmi.sharp_cea_720s.9796.20230716_041200_TAI.magnetogram.fits,-0.3616489834330509,-0.4979129028099911,-0.36576179691704996,-0.19360733712135042,-0.19756835325812908,-0.372667987856593,0.1038945962175104,-0.7528726111919233,-2.1486813627381376,-1.0475336181239798
N,13371,hmi.sharp_cea_720s.9796.20230716_043600_TAI.magnetogram.fits,-0.3779992178891057,-0.5013434593010461,-0.3950677686831004,-0.3420349419422837,-0.4359983332480929,-0.3863591302840298,0.10037566760610796,-0.7375137802746962,-2.1486813627381376,-1.0843111570591886
N,13371,hmi.sharp_cea_720s.9796.20230716_053600_TAI.magnetogram.fits,-0.4118358176511857,-0.5121086612173699,-0.422774413008197,-0.424939287526604,-0.4609500671321713,-0.4153977083652556,0.11148957483040257,-0.7762228538498458,-0.5578950142938673,-1.0371206151652552
N,13371,hmi.sharp_cea_720s.9796.20230716_060000_TAI.magnetogram.fits,-0.41223240008083983,-0.5135601746353802,-0.4166300990302611,-0.44011799015546543,-0.36038888749456166,-0.4151846536470692,0.11679768708395863,-0.7946474868292575,-0.5530717119362056,-1.0001217405760034
N,13371,hmi.sharp_cea_720s.9796.20230716_070000_TAI.magnetogram.fits,-0.2971720417245123,-0.5051762342148014,-0.270558895828144,-0.5209654459215703,-0.13734170044342014,-0.33726358534944273,0.1151920989434428,-0.8742599084519337,-0.49115880636762244,-1.0197792630514964
N,13371,hmi.sharp_cea_720s.9796.20230716_072400_TAI.magnetogram.fits,-0.2657703017969361,-0.5065891108384946,-0.25434371758607965,-0.4208595898670282,-0.425981388051766,-0.33261289058996923,0.10905426379638784,-0.8595039037161593,-0.5485973607557056,-1.094098576238678
N,13371,hmi.sharp_cea_720s.9796.20230716_074800_TAI.magnetogram.fits,-0.3030689987606606,-0.5095203959060444,-0.3263304247812826,-0.3371299028797552,-0.45718662545469263,-0.3579473387289965,0.11390218235768192,-0.8017455061780723,-0.7461806994355761,-1.153592850185692
N,13371,hmi.sharp_cea_720s.9796.20230716_084800_TAI.magnetogram.fits,-0.37856064273247075,-0.509017455164626,-0.4078169831851473,-0.41661026821242214,-0.5102791722549306,-0.37974981029969684,0.127865582971948,-0.7713294926163745,-0.46165635225683965,-1.0815332925022851
N,13371,hmi.sharp_cea_720s.9796.20230716_091200_TAI.magnetogram.fits,-0.42063811276449786,-0.5121256186150341,-0.4457269929635762,-0.5145460712098455,-0.4885683158005826,-0.3870946215654282,0.13151289249275508,-0.8024701281442155,-2.1486813627381376,-1.0484192464304998
N,13371,hmi.sharp_cea_720s.9796.20230716_093600_TAI.magnetogram.fits,-0.40335728534996,-0.5158327122791782,-0.41516590171014534,-0.5543479396297201,-0.3471810573249661,-0.37593665127241804,0.14087321798127161,-0.8689583591104845,-2.1486813627381376,-1.0732654782597297
N,13371,hmi.sharp_cea_720s.9796.20230716_104800_TAI.magnetogram.fits,-0.35150102721665116,-0.5091452964955553,-0.3241197474449399,-0.5470501788043881,-0.23308538427666411,-0.3153727789017748,0.1639774463683743,-0.9394999191078451,-0.03192143100123391,-1.0241872507102743
N,13371,hmi.sharp_cea_720s.9796.20230716_111200_TAI.magnetogram.fits,-0.3487074083704491,-0.509866129925815,-0.3108647120809807,-0.5062967765281817,-0.14134973613895346,-0.3145901455229307,0.1545721637099696,-0.9401824339882924,-0.558877425810757,-1.0261283635596097
N,13371,hmi.sharp_cea_720s.9796.20230716_121200_TAI.magnetogram.fits,-0.3364397859989651,-0.5082494627310419,-0.30363743759895706,-0.5386218424870464,-0.2561798543449619,-0.3312413203275127,0.1504697138221982,-0.8947113805517318,-0.44345464487992287,-1.020601357790651
N,13371,hmi.sharp_cea_720s.9796.20230716_123600_TAI.magnetogram.fits,-0.3449760630954541,-0.5085195080896044,-0.32720566933785383,-0.5184774116370398,-0.314673572780143,-0.3453258252618165,0.14766495020865555,-0.8671073720080759,-0.6035952527131762,-1.0206235796659786
N,13371,hmi.sharp_cea_720s.9796.20230716_130000_TAI.magnetogram.fits,-0.34394025586054044,-0.508173480948655,-0.3149049133957852,-0.49643029798611554,-0.441873766646729,-0.34729120774378835,0.15282265651894728,-0.8653305028787966,-0.10093692198352401,-0.9989594022652808
N,13393,hmi.sharp_cea_720s.9862.20230801_223600_TAI.magnetogram.fits,0.6827405498991479,1.1986030378961552,0.6590190692535284,0.43458178612499443,0.6711358108548705,0.6207974217215324,1.1884484698809936,1.8675440884209205,0.5471282031335108,1.0820558373398568
