Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.6500000000000001,Accuracy,0.809,0.809
0.6500000000000001,Recall,0.781,0.9
0.6500000000000001,Precision,0.961,0.562
0.6500000000000001,TSS,0.681,0.681
0.6500000000000001,HSS,0.564,0.564
0.6500000000000001,FAR,0.038,0.437
0.6500000000000001,FPR,0.1,0.218
