Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.05,Accuracy,0.855,0.855
0.05,Recall,0.864,0.75
0.05,Precision,0.975,0.321
0.05,TSS,0.614,0.614
0.05,HSS,0.381,0.381
0.05,FAR,0.024,0.678
0.05,FPR,0.25,0.135
