Threshold,TSS
0.05,0.614
0.1,0.602
0.15000000000000002,0.569
0.2,0.402
0.25,0.416
0.3,0.416
0.35000000000000003,0.416
0.4,0.416
0.45,0.333
0.5,0.25
0.55,0.25
0.6000000000000001,0.25
0.6500000000000001,0.166
0.7000000000000001,0.166
0.7500000000000001,0.166
0.8,0.166
0.8500000000000001,0.166
0.9000000000000001,0.166
0.9500000000000001,0.166
