Threshold,TSS,TSSstd
0.05,0.0,0.0
0.1,0.002,0.005
0.15000000000000002,0.115,0.122
0.2,0.344,0.079
0.25,0.453,0.041
0.3,0.528,0.04
0.35000000000000003,0.662,0.083
0.4,0.794,0.067
0.45,0.878,0.051
0.5,0.933,0.035
0.55,0.965,0.014
0.6000000000000001,0.95,0.041
0.6500000000000001,0.907,0.071
0.7000000000000001,0.85,0.077
0.7500000000000001,0.769,0.14
0.8,0.67,0.182
0.8500000000000001,0.586,0.208
0.9000000000000001,0.362,0.233
0.9500000000000001,0.2,0.195
