Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.55,Accuracy,0.974,0.974
0.55,Recall,0.971,1.0
0.55,Precision,1.0,0.8
0.55,TSS,0.971,0.971
0.55,HSS,0.874,0.874
0.55,FAR,0.0,0.2
0.55,FPR,0.0,0.028
