Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.15000000000000002,Accuracy,0.818,0.818
0.15000000000000002,Recall,0.884,0.25
0.15000000000000002,Precision,0.91,0.2
0.15000000000000002,BSS,0.095,-0.022
0.15000000000000002,HSS,0.12,0.12
0.15000000000000002,FAR,0.089,0.8
0.15000000000000002,FPR,0.75,0.115
